facility_id,facility_name,address,city_town,state,zip_code,county_parish,hbips_2_measure_description,hbips_2_overall_rate_per_1000,hbips_2_overall_num,hbips_2_overall_den,hbips_2_overall_footnote,hbips_3_measure_description,hbips_3_overall_rate_per_1000,hbips_3_overall_num,hbips_3_overall_den,hbips_3_overall_footnote,hbips_5_measure_description,hbips_5_percent,hbips_5_denominator,hbips_5_footnote,smd_measure_description,smd_percent,smd_denominator,smd_footnote,sub_2_2a_measure_description,sub_2_percent,sub_2_denominator,sub_2_footnote,sub_2a_percent,sub_2a_denominator,sub_2a_footnote,sub_3_3a_measure_description,sub_3_percent,sub_3_denominator,sub_3_footnote,sub_3a_percent,sub_3a_denominator,sub_3a_footnote,tob_2_2a_measure_desc,tob_2_percent,tob_2_denominator,tob_2_footnote,tob_2a_percent,tob_2a_denominator,tob_2a_footnote,tob_3_3a_measure_description,tob_3_percent,tob_3_denominator,tob_3_footnote,tob_3a_percent,tob_3a_denominator,tob_3a_footnote,tr_1_measure_description,tr_1_percent,tr_1_denominator,tr_1_footnote,tr_2_measure_description,tr_2_percent,tr_2_denominator,tr_2_footnote,start_date,end_date,fuh_measure_description,fuh_30_percent,fuh_30_denominator,fuh_30_footnote,fuh_7_percent,fuh_7_denominator,fuh_7_footnote,fuh_measure_start_date,fuh_measure_end_date,med_cont_measure_desc,med_cont_percent,med_cont_denominator,med_cont_footnote,med_cont_measure_start_date,med_cont_measure_end_date,readm_30_ipf_measure_desc,readm_30_ipf_category,readm_30_ipf_denominator,readm_30_ipf_rate,readm_30_ipf_lower_estimate,readm_30_ipf_higher_estimate,readm_30_ipf_footnote,readm_30_ipf_start_date,readm_30_ipf_end_date,imm_2_measure_description,imm_2_percent,imm_2_denominator,imm_2_footnote,flu_season_start_date,flu_season_end_date,ipfqr_hcp_covid_19_measure_description,ipfqr_hcp_covid_19_percent,ipfqr_hcp_covid_19_denominator,ipfqr_hcp_covid_19_footnote,ipfqr_hcp_covid_19_start_date,ipfqr_hcp_covid_19_end_date
050745,CHAPMAN GLOBAL MEDICAL CENTER,2601 E CHAPMAN AVE,ORANGE,CA,92869,ORANGE,Hours of physical-restraint use,0,0,3714,,Hours of seclusion use,0,0,3714,,Patients discharged on multiple antipsychotic medications with appropriate justification,NA,NA,1,Screening for metabolic disorders (SMD),89,199,,Alcohol use brief intervention provided or offered,21,14,,NA,NA,1,Alcohol and other drug use disorder treatment provided or offered at discharge,13,31,,6,31,,Tobacco use treatment provided or offered,24,63,,37,19,,Tobacco use treatment provided or offered at discharge,NA,NA,1,NA,NA,1,Transition record with specified elements received by discharged patients (TR1),79,250,,Timely transmission of transition record (TR2),71,250,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,48,25,,24,25,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,NA,NA,1,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,169,18.2,13.8,23.3,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),84,110,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),90.2,20,,2022-10-01,2022-12-31
050746,ORANGE COUNTY GLOBAL MEDICAL CENTER,1001 NORTH TUSTIN AVENUE,SANTA ANA,CA,92705,ORANGE,Hours of physical-restraint use,0,0,3688,,Hours of seclusion use,0,0,3688,,Patients discharged on multiple antipsychotic medications with appropriate justification,60,42,,Screening for metabolic disorders (SMD),90,349,,Alcohol use brief intervention provided or offered,77,53,,85,46,,Alcohol and other drug use disorder treatment provided or offered at discharge,63,73,,42,73,,Tobacco use treatment provided or offered,44,73,,32,47,,Tobacco use treatment provided or offered at discharge,33,30,,3,30,,Transition record with specified elements received by discharged patients (TR1),76,464,,Timely transmission of transition record (TR2),76,464,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,50,44,,31.8,44,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,NA,NA,1,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,254,19.7,15.8,24.4,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),94,221,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),100,59,,2022-10-01,2022-12-31
050747,COASTAL COMMUNITIES HOSPITAL,2701 S BRISTOL ST,SANTA ANA,CA,92704,ORANGE,Hours of physical-restraint use,0,0,5074,,Hours of seclusion use,0,0,5074,,Patients discharged on multiple antipsychotic medications with appropriate justification,82,38,,Screening for metabolic disorders (SMD),84,140,,Alcohol use brief intervention provided or offered,7,27,,NA,NA,1,Alcohol and other drug use disorder treatment provided or offered at discharge,NA,NA,1,NA,NA,1,Tobacco use treatment provided or offered,11,162,,5,65,,Tobacco use treatment provided or offered at discharge,NA,NA,1,NA,NA,1,Transition record with specified elements received by discharged patients (TR1),5,199,,Timely transmission of transition record (TR2),5,199,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,NA,NA,1,NA,NA,1,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,NA,NA,1,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,245,19.5,15.8,23.9,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),89,87,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),100,38,,2022-10-01,2022-12-31
050755,SHERMAN OAKS HOSPITAL,4929 VAN NUYS BLVD,SHERMAN OAKS,CA,91403,LOS ANGELES,Hours of physical-restraint use,0,0,4603,,Hours of seclusion use,0,0,4603,,Patients discharged on multiple antipsychotic medications with appropriate justification,NA,NA,1,Screening for metabolic disorders (SMD),97,227,,Alcohol use brief intervention provided or offered,NA,NA,1,NA,NA,1,Alcohol and other drug use disorder treatment provided or offered at discharge,NA,NA,1,NA,NA,1,Tobacco use treatment provided or offered,NA,NA,1,NA,NA,1,Tobacco use treatment provided or offered at discharge,NA,NA,7,NA,NA,7,Transition record with specified elements received by discharged patients (TR1),100,407,,Timely transmission of transition record (TR2),100,407,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,47.1,85,,23.5,85,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,70.3,128,,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,485,22,18.8,25.7,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),90,96,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),79,32,,2022-10-01,2022-12-31
050757,ALVARADO HOSPITAL MEDICAL CENTER,6655 ALVARADO ROAD,SAN DIEGO,CA,92120,SAN DIEGO,Hours of physical-restraint use,0,0,6179,,Hours of seclusion use,0,0,6179,,Patients discharged on multiple antipsychotic medications with appropriate justification,79,28,,Screening for metabolic disorders (SMD),86,164,,Alcohol use brief intervention provided or offered,NA,NA,1,NA,NA,1,Alcohol and other drug use disorder treatment provided or offered at discharge,NA,NA,1,NA,NA,1,Tobacco use treatment provided or offered,92,12,,92,12,,Tobacco use treatment provided or offered at discharge,NA,NA,1,NA,NA,1,Transition record with specified elements received by discharged patients (TR1),100,236,,Timely transmission of transition record (TR2),97,236,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,51.9,27,,25.9,27,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,NA,NA,1,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,181,19.2,15.3,23.9,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),80,66,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),41.7,7,,2022-10-01,2022-12-31
050764,SHASTA REGIONAL MEDICAL CENTER,1100 BUTTE ST,REDDING,CA,96001,SHASTA,Hours of physical-restraint use,0,0,5299,,Hours of seclusion use,0,0,5299,,Patients discharged on multiple antipsychotic medications with appropriate justification,NA,NA,1,Screening for metabolic disorders (SMD),97,161,,Alcohol use brief intervention provided or offered,NA,NA,1,NA,NA,1,Alcohol and other drug use disorder treatment provided or offered at discharge,NA,NA,1,NA,NA,1,Tobacco use treatment provided or offered,NA,NA,1,NA,NA,1,Tobacco use treatment provided or offered at discharge,NA,NA,1,NA,NA,1,Transition record with specified elements received by discharged patients (TR1),100,407,,Timely transmission of transition record (TR2),99,407,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,32.4,68,,16.2,68,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,84,125,,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,200,19.8,15.9,24.6,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),98,94,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),86,29,,2022-10-01,2022-12-31
054009,RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA,150 MEDICAL PLAZA-RM-4230C,LOS ANGELES,CA,90095,LOS ANGELES,Hours of physical-restraint use,1.04,690.62,27705,,Hours of seclusion use,0.87,578,27705,,Patients discharged on multiple antipsychotic medications with appropriate justification,76,55,,Screening for metabolic disorders (SMD),62,947,,Alcohol use brief intervention provided or offered,60,145,,65,130,,Alcohol and other drug use disorder treatment provided or offered at discharge,68,74,,62,74,,Tobacco use treatment provided or offered,48,256,,60,192,,Tobacco use treatment provided or offered at discharge,36,162,,11,162,,Transition record with specified elements received by discharged patients (TR1),83,1698,,Timely transmission of transition record (TR2),83,1698,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,62.6,139,,39.6,139,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,74.7,154,,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,299,19.1,15.6,23.3,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),77,878,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),95,431,,2022-10-01,2022-12-31
054028,GATEWAYS HOSP  MENTAL HEALTH CTR,1891 EFFIE ST,LOS ANGELES,CA,90026,LOS ANGELES,Hours of physical-restraint use,0.5,158,13240,,Hours of seclusion use,0.17,54,13240,,Patients discharged on multiple antipsychotic medications with appropriate justification,58,12,,Screening for metabolic disorders (SMD),96,192,,Alcohol use brief intervention provided or offered,100,17,,94,17,,Alcohol and other drug use disorder treatment provided or offered at discharge,47,62,,44,62,,Tobacco use treatment provided or offered,76,54,,88,41,,Tobacco use treatment provided or offered at discharge,67,54,,67,54,,Transition record with specified elements received by discharged patients (TR1),24,447,,Timely transmission of transition record (TR2),3,447,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,NA,NA,5,NA,NA,5,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,NA,NA,5,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),NA,NA,NA,NA,NA,5,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),39,189,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),97,201,,2022-10-01,2022-12-31
054032,BHC ALHAMBRA HOSPITAL,4619 N ROSEMEAD BLVD,ROSEMEAD,CA,91770,LOS ANGELES,Hours of physical-restraint use,0.03,26.5,31722,,Hours of seclusion use,0,0.57,31722,,Patients discharged on multiple antipsychotic medications with appropriate justification,100,26,,Screening for metabolic disorders (SMD),100,371,,Alcohol use brief intervention provided or offered,100,99,,100,99,,Alcohol and other drug use disorder treatment provided or offered at discharge,99,246,,98,246,,Tobacco use treatment provided or offered,100,290,,65,290,,Tobacco use treatment provided or offered at discharge,100,276,,3,276,,Transition record with specified elements received by discharged patients (TR1),100,1066,,Timely transmission of transition record (TR2),100,1066,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,33,106,,16,106,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,65.9,249,,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse than the National Rate,227,24.5,20.5,29,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),99,509,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),94.5,401,,2022-10-01,2022-12-31
054053,DEL AMO HOSPITAL,23700 CAMINO DEL SOL,TORRANCE,CA,90505,LOS ANGELES,Hours of physical-restraint use,0.07,79.87,49747,,Hours of seclusion use,0.01,6.95,49747,,Patients discharged on multiple antipsychotic medications with appropriate justification,NA,NA,1,Screening for metabolic disorders (SMD),95,470,,Alcohol use brief intervention provided or offered,98,80,,96,79,,Alcohol and other drug use disorder treatment provided or offered at discharge,97,179,,95,179,,Tobacco use treatment provided or offered,95,125,,78,122,,Tobacco use treatment provided or offered at discharge,91,108,,81,108,,Transition record with specified elements received by discharged patients (TR1),94,1362,,Timely transmission of transition record (TR2),82,1362,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,35.4,243,,20.2,243,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,63.2,489,,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse than the National Rate,545,24.2,21.2,27.2,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),88,683,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),87.7,458,,2022-10-01,2022-12-31
054055,COLLEGE HOSPITAL,10802 COLLEGE PL,CERRITOS,CA,90703,LOS ANGELES,Hours of physical-restraint use,1.35,2035.62,62737,,Hours of seclusion use,1.37,2061.85,62737,,Patients discharged on multiple antipsychotic medications with appropriate justification,53,75,,Screening for metabolic disorders (SMD),100,660,,Alcohol use brief intervention provided or offered,76,104,,69,104,,Alcohol and other drug use disorder treatment provided or offered at discharge,NA,NA,7,NA,NA,7,Tobacco use treatment provided or offered,97,284,,29,284,,Tobacco use treatment provided or offered at discharge,79,284,,0,284,,Transition record with specified elements received by discharged patients (TR1),99,921,,Timely transmission of transition record (TR2),66,921,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,47.2,161,,35.4,161,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,67.5,385,,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,502,22.9,20,26.1,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),69,534,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),95.3,627,,2022-10-01,2022-12-31
054069,AURORA CHARTER OAK,1161 E COVINA BLVD,COVINA,CA,91724,LOS ANGELES,Hours of physical-restraint use,0.31,356.73,47959,,Hours of seclusion use,0,0,47959,,Patients discharged on multiple antipsychotic medications with appropriate justification,71,38,,Screening for metabolic disorders (SMD),82,864,,Alcohol use brief intervention provided or offered,84,174,,82,171,,Alcohol and other drug use disorder treatment provided or offered at discharge,34,622,,33,622,,Tobacco use treatment provided or offered,88,667,,1,625,,Tobacco use treatment provided or offered at discharge,64,576,,0,576,,Transition record with specified elements received by discharged patients (TR1),93,1294,,Timely transmission of transition record (TR2),85,1294,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,49.3,300,,31.7,300,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,79.9,527,,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse than the National Rate,573,23.9,21,27.1,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),69,617,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),98.8,408,,2022-10-01,2022-12-31
054074,ADVENTIST HEALTH VALLEJO,525 OREGON ST,VALLEJO,CA,94590,SOLANO,Hours of physical-restraint use,0.33,149.22,19123,,Hours of seclusion use,0.24,109.88,19123,,Patients discharged on multiple antipsychotic medications with appropriate justification,77,52,,Screening for metabolic disorders (SMD),89,375,,Alcohol use brief intervention provided or offered,68,68,,80,56,,Alcohol and other drug use disorder treatment provided or offered at discharge,95,104,,95,104,,Tobacco use treatment provided or offered,64,168,,59,164,,Tobacco use treatment provided or offered at discharge,38,151,,31,151,,Transition record with specified elements received by discharged patients (TR1),88,624,,Timely transmission of transition record (TR2),65,624,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,42.1,252,,18.7,252,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,73.8,409,,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,476,18.4,15.6,21.8,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),54,308,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),92.9,241,,2022-10-01,2022-12-31
054075,ALVARADO PARKWAY INSTITUTE BEHAVIORAL HEALTH SYSTE,7050 PARKWAY DRIVE,LA MESA,CA,91942,SAN DIEGO,Hours of physical-restraint use,4.66,2229.65,19941,,Hours of seclusion use,0.12,57.11,19941,,Patients discharged on multiple antipsychotic medications with appropriate justification,42,132,,Screening for metabolic disorders (SMD),97,326,,Alcohol use brief intervention provided or offered,95,160,,98,155,,Alcohol and other drug use disorder treatment provided or offered at discharge,86,256,,85,256,,Tobacco use treatment provided or offered,94,292,,5,292,,Tobacco use treatment provided or offered at discharge,73,247,,23,247,,Transition record with specified elements received by discharged patients (TR1),59,613,,Timely transmission of transition record (TR2),54,613,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,47,164,,28.7,164,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,81.4,323,,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,371,20,16.8,23.7,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),57,277,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),91.7,458,,2022-10-01,2022-12-31
054077,AURORA VISTA DEL MAR HOSPITAL,801 SENECA ST,VENTURA,CA,93001,VENTURA,Hours of physical-restraint use,0.04,40.75,45752,,Hours of seclusion use,0.22,243.13,45752,,Patients discharged on multiple antipsychotic medications with appropriate justification,0,74,,Screening for metabolic disorders (SMD),8,259,,Alcohol use brief intervention provided or offered,31,91,,51,41,,Alcohol and other drug use disorder treatment provided or offered at discharge,24,185,,8,185,,Tobacco use treatment provided or offered,78,131,,20,117,,Tobacco use treatment provided or offered at discharge,24,103,,2,103,,Transition record with specified elements received by discharged patients (TR1),95,706,,Timely transmission of transition record (TR2),27,706,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,28.2,213,,16,213,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,63.7,281,,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,388,22.5,18.9,26.4,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),5,359,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),99,136,,2022-10-01,2022-12-31
054078,AURORA LAS ENCINAS,2900 E DEL MAR BLVD,PASADENA,CA,91107,LOS ANGELES,Hours of physical-restraint use,0.69,521.85,31579,,Hours of seclusion use,0.2,153.41,31579,,Patients discharged on multiple antipsychotic medications with appropriate justification,0,60,,Screening for metabolic disorders (SMD),90,370,,Alcohol use brief intervention provided or offered,99,178,,95,177,,Alcohol and other drug use disorder treatment provided or offered at discharge,63,342,,61,342,,Tobacco use treatment provided or offered,95,332,,9,325,,Tobacco use treatment provided or offered at discharge,56,222,,0,222,,Transition record with specified elements received by discharged patients (TR1),83,758,,Timely transmission of transition record (TR2),46,758,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,36.4,162,,16.7,162,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,63.3,313,,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse than the National Rate,484,24,21,27.3,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),77,373,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),80.6,422,,2022-10-01,2022-12-31
054087,"BHC SIERRA VISTA HOSPITAL, INC",8001 BRUCEVILLE ROAD,SACRAMENTO,CA,95823,SACRAMENTO,Hours of physical-restraint use,0.02,23.7,57492,,Hours of seclusion use,0.27,372.17,57492,,Patients discharged on multiple antipsychotic medications with appropriate justification,90,94,,Screening for metabolic disorders (SMD),88,579,,Alcohol use brief intervention provided or offered,64,101,,70,93,,Alcohol and other drug use disorder treatment provided or offered at discharge,72,461,,61,461,,Tobacco use treatment provided or offered,90,294,,24,291,,Tobacco use treatment provided or offered at discharge,90,277,,1,277,,Transition record with specified elements received by discharged patients (TR1),98,1069,,Timely transmission of transition record (TR2),97,1069,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,32.7,202,,17.8,202,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,67.9,352,,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,356,19.2,16.1,22.6,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),68,521,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),94.2,423,,2022-10-01,2022-12-31
054089,JEWISH HOME & REHAB CENTER,302  SILVER AVENUE,SAN FRANCISCO,CA,94112,SAN FRANCISCO,Hours of physical-restraint use,0,0,3852,,Hours of seclusion use,0.13,12,3852,,Patients discharged on multiple antipsychotic medications with appropriate justification,100,11,,Screening for metabolic disorders (SMD),94,176,,Alcohol use brief intervention provided or offered,100,20,,85,20,,Alcohol and other drug use disorder treatment provided or offered at discharge,100,20,,100,20,,Tobacco use treatment provided or offered,100,21,,100,21,,Tobacco use treatment provided or offered at discharge,100,21,,100,21,,Transition record with specified elements received by discharged patients (TR1),100,212,,Timely transmission of transition record (TR2),97,212,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,65.7,70,,32.9,70,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,NA,NA,1,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,131,20.3,15.1,26.7,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),100,114,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),100,40,,2022-10-01,2022-12-31
054093,LOMA LINDA UNIVERSITY BEHAVIORAL MED CTR,1710 BARTON ROAD,REDLANDS,CA,92373,SAN BERNARDINO,Hours of physical-restraint use,0.08,37.42,19219,,Hours of seclusion use,0.05,24.95,19219,,Patients discharged on multiple antipsychotic medications with appropriate justification,83,90,,Screening for metabolic disorders (SMD),97,266,,Alcohol use brief intervention provided or offered,92,48,,98,45,,Alcohol and other drug use disorder treatment provided or offered at discharge,NA,NA,1,NA,NA,1,Tobacco use treatment provided or offered,100,90,,84,90,,Tobacco use treatment provided or offered at discharge,77,82,,1,82,,Transition record with specified elements received by discharged patients (TR1),87,621,,Timely transmission of transition record (TR2),54,621,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,58.6,58,,34.5,58,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,NA,NA,1,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,163,17.7,13.5,22.5,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),97,301,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),83.7,582,,2022-10-01,2022-12-31
054095,AURORA SAN DIEGO,11878 AVENUE OF INDUSTRY,SAN DIEGO,CA,92128,SAN DIEGO,Hours of physical-restraint use,0.01,10.11,29358,,Hours of seclusion use,0.05,34.57,29358,,Patients discharged on multiple antipsychotic medications with appropriate justification,NA,NA,1,Screening for metabolic disorders (SMD),95,101,,Alcohol use brief intervention provided or offered,79,232,,11,219,,Alcohol and other drug use disorder treatment provided or offered at discharge,46,206,,3,206,,Tobacco use treatment provided or offered,79,232,,11,219,,Tobacco use treatment provided or offered at discharge,46,206,,3,206,,Transition record with specified elements received by discharged patients (TR1),72,727,,Timely transmission of transition record (TR2),35,727,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,50,38,,31.6,38,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,83.8,80,,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,107,18.1,13.8,23.2,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),88,354,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),95.2,384,,2022-10-01,2022-12-31
