facility_name,facility_id,npi,city_town,state,zip_code,year,asc_9_rate,asc_9_footnote,asc_11_rate,asc_11_footnote,asc_12_total_cases,asc_12_performance_category,asc_12_rshv_rate,asc_12_interval_lower_limit,asc_12_interval_upper_limit,asc_12_footnote,asc_13_rate,asc_13_footnote,asc_14_rate,asc_14_footnote,asc_17_total_cases,asc_17_performance_category,asc_17_rshv_rate,asc_17_interval_lower_limit,asc_17_interval_upper_limit,asc_17_footnote,asc_18_total_cases,asc_18_performance_category,asc_18_rshv_rate,asc_18_interval_lower_limit,asc_18_interval_upper_limit,asc_18_footnote,asc_20_sample,asc_20_rate,asc_20_footnote
SUTTER VALLEY MEDICAL FOUNDATION,05C0001734,1457593980,YUBA CITY,CA,95991,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,96,80.9,
SOUTH PLACER SURGERY CENTER LP,05C0001608,1467451096,ROSEVILLE,CA,95661,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,97.62,,0.41,,226,No Different Than the National Rate,2.4,1.6,3.5,,NA,NA,NA,NA,NA,5,NA,NA,5
SOUTH PLACER SURGERY CENTER LP,05C0001608,1467451096,ROSEVILLE,CA,95661,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,62,78.9,
SPENCER EYE SURGERY AND LASER CENTER,55C0001002,1467506907,CAMARILLO,CA,93010,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
SPENCER EYE SURGERY AND LASER CENTER,55C0001002,1467506907,CAMARILLO,CA,93010,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,16,100,
AESTHETIC SURGERY AND LASER MEDICAL CENTER INC,05C0001390,1467572115,VALENCIA,CA,91355,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
AESTHETIC SURGERY AND LASER MEDICAL CENTER INC,05C0001390,1467572115,VALENCIA,CA,91355,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,13,100,
ENVISION SURGERY CENTER LLC,05C0001928,1467786889,LANCASTER,CA,93534,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
ENVISION SURGERY CENTER LLC,05C0001928,1467786889,LANCASTER,CA,93534,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,20,100,
SUTTER VALLEY MEDICAL FOUNDATION STOCKTON SURGERY CENTER,05C0001888,1467825844,STOCKTON,CA,95209,2022,86.86,,NA,5,1024,No Different Than the National Rate,9.9,7.4,13.4,,99.76,,NA,5,195,No Different Than the National Rate,2.1,1.4,3.1,,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,5
SUTTER VALLEY MEDICAL FOUNDATION STOCKTON SURGERY CENTER,05C0001888,1467825844,STOCKTON,CA,95209,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,66,83.9,
WEBSTER SURGERY CENTER,05C0002159,1467999813,SAN RAMON,CA,94583,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,104,No Different Than the National Rate,2,1.3,3.2,,NA,NA,NA,NA,NA,5,NA,NA,5
WEBSTER SURGERY CENTER,05C0002159,1467999813,SAN RAMON,CA,94583,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
TEMECULA CA ENDOSCOPY ASC LP DBA UNITED SURGERY CENTER MURRIETA,05C0001713,1477527398,MURRIETA,CA,92562,2022,25.71,,NA,5,643,No Different Than the National Rate,10.1,7.4,13.7,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
TEMECULA CA ENDOSCOPY ASC LP DBA UNITED SURGERY CENTER MURRIETA,05C0001713,1477527398,MURRIETA,CA,92562,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,23,77.2,
WIKA ENDOSCOPY CENTER,05C0001375,1477572675,APPLE VALLEY,CA,92307,2022,NA,5,NA,5,33,No Different Than the National Rate,10.5,7.3,14.8,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
WIKA ENDOSCOPY CENTER,05C0001375,1477572675,APPLE VALLEY,CA,92307,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
PRECISION SURGICENTER LLC,05C0001731,1477792828,FREMONT,CA,94538,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,100,,NA,5,81,No Different Than the National Rate,2.2,1.4,3.3,,NA,NA,NA,NA,NA,5,NA,NA,5
PRECISION SURGICENTER LLC,05C0001731,1477792828,FREMONT,CA,94538,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
ENDOSCOPY CENTER OF SOUTH SACRAMENTO,05C0001604,1487136412,SACRAMENTO,CA,95823,2022,95.89,,NA,5,259,No Different Than the National Rate,11.3,8.2,15.7,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
ENDOSCOPY CENTER OF SOUTH SACRAMENTO,05C0001604,1487136412,SACRAMENTO,CA,95823,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,37,97.3,
SAN BERNARDINO EYE SURGERY CENTER LP,05C0001096,1487608071,COLTON,CA,92324,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,0.61,,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
SAN BERNARDINO EYE SURGERY CENTER LP,05C0001096,1487608071,COLTON,CA,92324,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,26,96.1,
ENDOSCOPY CENTER OF THE CENTRAL COAST,05C0001318,1487629986,SAN LUIS OBISPO,CA,93405,2022,92.73,,NA,5,1067,No Different Than the National Rate,10.1,7.4,13.8,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
ENDOSCOPY CENTER OF THE CENTRAL COAST,05C0001318,1487629986,SAN LUIS OBISPO,CA,93405,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,16,96.7,
CENTRAL VALLEY SURGERY CENTER INC,05C0002056,1487920716,BAKERSFIELD,CA,93301,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
CENTRAL VALLEY SURGERY CENTER INC,05C0002056,1487920716,BAKERSFIELD,CA,93301,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,12,100,
RIVERWALK SURGERY CENTER,05C0002014,1497011308,RIVERSIDE,CA,92505,2022,NA,5,NA,5,36,No Different Than the National Rate,10.8,7.8,15,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
RIVERWALK SURGERY CENTER,05C0002014,1497011308,RIVERSIDE,CA,92505,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
MISSION AMBULATORY SURGICENTER,05C0001174,1497705883,MISSION VIEJO,CA,92691,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,99.27,,0.23,,123,No Different Than the National Rate,2.1,1.4,3.2,,60,No Different Than the National Rate,5.9,3.8,9,,NA,NA,5
MISSION AMBULATORY SURGICENTER,05C0001174,1497705883,MISSION VIEJO,CA,92691,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
CHEVY CHASE AMBULATORY CENTER L P,05C0001724,1497733661,GLENDALE,CA,91205,2022,44.29,,NA,5,574,No Different Than the National Rate,9.4,6.8,12.8,,NA,5,0.61,,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
CHEVY CHASE AMBULATORY CENTER L P,05C0001724,1497733661,GLENDALE,CA,91205,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,65,92.3,
SHASTA EYE SURGEONS INC,05C0001087,1497740872,REDDING,CA,96001,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,1.13,,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
SHASTA EYE SURGEONS INC,05C0001087,1497740872,REDDING,CA,96001,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,22,59.8,
PHYSICIANS SURGERY CENTER,05C0001164,1497746747,VICTORVILLE,CA,92395,2022,91.43,,NA,5,93,No Different Than the National Rate,10.9,7.8,15.2,,99.84,,0.35,,48,No Different Than the National Rate,2,1.3,3.1,,NA,NA,NA,NA,NA,5,NA,NA,5
PHYSICIANS SURGERY CENTER,05C0001164,1497746747,VICTORVILLE,CA,92395,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,79,89.9,
CALIFORNIA SPECIALTY SURGERY CENTER LP,05C0001542,1497749667,MISSION VIEJO,CA,92691,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,100,,NA,5,413,No Different Than the National Rate,1.9,1.3,2.7,,NA,NA,NA,NA,NA,5,NA,NA,5
CALIFORNIA SPECIALTY SURGERY CENTER LP,05C0001542,1497749667,MISSION VIEJO,CA,92691,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,80,100,
SOUTHERN CALIFORNIA MEDICAL GASTROENTEROLOGY GROUP INC,05C0001193,1497788145,SANTA MONICA,CA,90404,2022,78.21,,NA,5,1614,No Different Than the National Rate,10.2,7.8,13.5,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
SOUTHERN CALIFORNIA MEDICAL GASTROENTEROLOGY GROUP INC,05C0001193,1497788145,SANTA MONICA,CA,90404,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,17,100,
PACIFIC SURGERY CENTER,05C0001139,1497788277,BURBANK,CA,91505,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,0.3,,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
PACIFIC SURGERY CENTER,05C0001139,1497788277,BURBANK,CA,91505,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,21,87.4,
CANYON PINOLE SURGERY CENTER LP,05C0001710,1497791040,PINOLE,CA,94564,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
CANYON PINOLE SURGERY CENTER LP,05C0001710,1497791040,PINOLE,CA,94564,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
INLAND OUTPATIENT CARE CENTERS INC,05C0001732,1497810428,RIVERSIDE,CA,92506,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
INLAND OUTPATIENT CARE CENTERS INC,05C0001732,1497810428,RIVERSIDE,CA,92506,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,8,NA,1
VISION CARE CENTER A MEDICAL GROUP INC,05C0001017,1497834931,FRESNO,CA,93720,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,98.8,,0.35,,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
VISION CARE CENTER A MEDICAL GROUP INC,05C0001017,1497834931,FRESNO,CA,93720,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,96,92.7,
MERCED AMBULATORY ENDOSCOPY CENTER,05C0001293,1497895361,MERCED,CA,95348,2022,88.83,,NA,5,456,No Different Than the National Rate,10.8,8,14.8,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
MERCED AMBULATORY ENDOSCOPY CENTER,05C0001293,1497895361,MERCED,CA,95348,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,11,100,
MONTEBELLO MEDICAL CENTER INC,05C0001200,1497925994,MONTEBELLO,CA,90640,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
MONTEBELLO MEDICAL CENTER INC,05C0001200,1497925994,MONTEBELLO,CA,90640,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,29,77.8,
ZEITER EYE SURGICAL CENTER INC,05C0001787,1497951164,STOCKTON,CA,95210,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,0.3,,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
ZEITER EYE SURGICAL CENTER INC,05C0001787,1497951164,STOCKTON,CA,95210,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,26,100,
PACIFIC SPECIALIST SURGICAL CENTER LLC,05C0002027,1508144007,SAN FRANCISCO,CA,94102,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,5
PACIFIC SPECIALIST SURGICAL CENTER LLC,05C0002027,1508144007,SAN FRANCISCO,CA,94102,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
INTERVENTIONAL SPINE CENTER LAGUNA HILLS,05C0002050,1508318411,,CA,,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
INTERVENTIONAL SPINE CENTER LAGUNA HILLS,05C0002050,1508318411,,CA,,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,4,NA,1
MONTEREY BAY ENDOSCOPY CENTER LLC,05C0001214,1508818634,MONTEREY,CA,93940,2022,91.84,,NA,5,4005,No Different Than the National Rate,9.4,7.6,11.9,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
MONTEREY BAY ENDOSCOPY CENTER LLC,05C0001214,1508818634,MONTEREY,CA,93940,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,34,100,
HEALTH AND WELLNESS SURGERY CENTER,05C0001766,1508846122,TURLOCK,CA,95382,2022,NA,5,NA,5,49,No Different Than the National Rate,10.4,7.5,14.7,,NA,5,NA,5,77,No Different Than the National Rate,2.1,1.4,3.2,,NA,NA,NA,NA,NA,5,NA,NA,5
HEALTH AND WELLNESS SURGERY CENTER,05C0001766,1508846122,TURLOCK,CA,95382,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
FRESNO CA ENDOSCOPY ASC LP,05C0001536,1508869645,FRESNO,CA,93720,2022,87.09,,NA,5,5525,Better Than the National Rate,8.2,6.6,10.2,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
FRESNO CA ENDOSCOPY ASC LP,05C0001536,1508869645,FRESNO,CA,93720,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,73,90.4,
PHYSICIANS SURGERY SERVICES LP,05C0001723,1508942996,SAN JOSE,CA,95128,2022,80.62,,90.35,,1292,No Different Than the National Rate,9.5,7.1,12.7,,98.29,,0.52,,43,No Different Than the National Rate,2.3,1.5,3.5,,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,5
PHYSICIANS SURGERY SERVICES LP,05C0001723,1508942996,SAN JOSE,CA,95128,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,68,100,
MILLENIUM SURGERY CENTER INC,05C0001129,1508965401,BAKERSFIELD,CA,93301,2022,79.07,,NA,5,41,No Different Than the National Rate,10.4,7.3,14.5,,99.54,,0.22,,132,No Different Than the National Rate,2.1,1.4,3.1,,94,No Different Than the National Rate,6.5,4.2,9.9,,NA,NA,5
MILLENIUM SURGERY CENTER INC,05C0001129,1508965401,BAKERSFIELD,CA,93301,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,167,92.2,
CENTURY CITY ENDOSCOPY LLC,05C0001491,1518004696,LOS ANGELES,CA,90067,2022,50,,NA,5,241,No Different Than the National Rate,10.1,7.4,13.8,,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
CENTURY CITY ENDOSCOPY LLC,05C0001491,1518004696,LOS ANGELES,CA,90067,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,13,100,
ALICIA SURGERY CENTER,05C0001910,1518107937,LAGUNA HILLS,CA,92653,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,0.65,,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
ALICIA SURGERY CENTER,05C0001910,1518107937,LAGUNA HILLS,CA,92653,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,42,97.6,
GREENBRAE SURGERY CENTER LLC,05C0001679,1518133321,GREENBRAE,CA,94904,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
GREENBRAE SURGERY CENTER LLC,05C0001679,1518133321,GREENBRAE,CA,94904,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,25,93.6,
NORTHWEST SURGERY CENTER INC,05C0001968,1518280684,BAKERSFIELD,CA,93312,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
NORTHWEST SURGERY CENTER INC,05C0001968,1518280684,BAKERSFIELD,CA,93312,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,17,100,
UC REGENTS DBA UCLA HEALTH PAIN MANAGEMENT THOUSAND OAKS,05C0002167,1518311141,THOUSAND OAKS,CA,91360,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,100,,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
UC REGENTS DBA UCLA HEALTH PAIN MANAGEMENT THOUSAND OAKS,05C0002167,1518311141,THOUSAND OAKS,CA,91360,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,13,94.2,
NORTH ANAHEIM SURGERY CENTER LLC DBA UNITED PACIFIC SURGERY CENTER,05C0001205,1518375641,ANAHEIM,CA,92801,2022,62.86,,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,99.28,,NA,5,47,No Different Than the National Rate,2.1,1.4,3.2,,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,5
NORTH ANAHEIM SURGERY CENTER LLC DBA UNITED PACIFIC SURGERY CENTER,05C0001205,1518375641,ANAHEIM,CA,92801,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,140,84.1,
OSO SURGERY CENTER LLC,05C0002262,1518524552,MISSION VIEJO,CA,92691,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
OSO SURGERY CENTER LLC,05C0002262,1518524552,MISSION VIEJO,CA,92691,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,32,100,
CASA COLINA SURGERY CENTER,05C0001741,1518972322,POMONA,CA,91767,2022,100,,NA,5,344,No Different Than the National Rate,11.5,8.3,15.8,,100,,2.78,,48,No Different Than the National Rate,2,1.3,3.1,,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,5
CASA COLINA SURGERY CENTER,05C0001741,1518972322,POMONA,CA,91767,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,139,92.8,
SPANISH HILLS SURGERY CENTER LLC,05C0001721,1528003332,CAMARILLO,CA,93403,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,100,,NA,5,52,No Different Than the National Rate,2,1.3,3.1,,NA,NA,NA,NA,NA,7,NA,NA,5
SPANISH HILLS SURGERY CENTER LLC,05C0001721,1528003332,CAMARILLO,CA,93403,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,58,91.4,
NORTHERN CALIFORNIA SURGERY CENTER LP,05C0001758,1528012978,TURLOCK,CA,95382,2022,59.9,,NA,5,1299,No Different Than the National Rate,10.9,8.3,14.5,,100,,0.59,,NA,Number of Cases Too Small,NA,NA,NA,1,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,5
NORTHERN CALIFORNIA SURGERY CENTER LP,05C0001758,1528012978,TURLOCK,CA,95382,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,50,88.6,
PACIFIC SURGICAL INSTITUTE OF PAIN MANAGEMENT,05C0001436,1528130879,SAN DIEGO,CA,92108,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
PACIFIC SURGICAL INSTITUTE OF PAIN MANAGEMENT,05C0001436,1528130879,SAN DIEGO,CA,92108,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
SIERRA PACIFIC SURGERY CENTER LP,05C0001552,1528236734,FRESNO,CA,93720,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
SIERRA PACIFIC SURGERY CENTER LP,05C0001552,1528236734,FRESNO,CA,93720,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,191,85.7,
ORCHARD CREEK SURGERY CENTER,05C0001649,1528261195,MOUNTAIN VIEW,CA,94040,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
ORCHARD CREEK SURGERY CENTER,05C0001649,1528261195,MOUNTAIN VIEW,CA,94040,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,0,NA,5
THE WELL MEDICAL CENTER,05C0002001,1528383510,ENCINITAS,CA,92024,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
THE WELL MEDICAL CENTER,05C0002001,1528383510,ENCINITAS,CA,92024,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
THE ENDOSCOPY CENTER,05C0001287,1528462819,YUBA CITY,CA,95991,2022,88.2,,NA,5,2459,No Different Than the National Rate,11,8.7,13.9,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
THE ENDOSCOPY CENTER,05C0001287,1528462819,YUBA CITY,CA,95991,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,35,100,
UNICARE SURGERY CENTER A MEDICAL CORPORATION,05C0002108,1528473030,ANAHEIM,CA,92801,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,111,No Different Than the National Rate,2,1.3,3,,NA,NA,NA,NA,NA,5,NA,NA,5
