facility_name,facility_id,state,period,claim_type,avg_spndg_per_ep_hospital,avg_spndg_per_ep_state,avg_spndg_per_ep_national,percent_of_spndg_hospital,percent_of_spndg_state,percent_of_spndg_national,start_date,end_date
AHMC SETON MEDICAL CENTER,050289,CA,During Index Hospital Admission,Carrier,1454,1729,1577,6.25,6.85,6.48,2021-01-01,2021-12-31
AHMC SETON MEDICAL CENTER,050289,CA,1 through 30 days After Discharge from Index Hospital Admission,Home Health Agency,736,817,748,3.16,3.24,3.07,2021-01-01,2021-12-31
AHMC SETON MEDICAL CENTER,050289,CA,1 through 30 days After Discharge from Index Hospital Admission,Hospice,219,195,181,0.94,0.77,0.74,2021-01-01,2021-12-31
AHMC SETON MEDICAL CENTER,050289,CA,1 through 30 days After Discharge from Index Hospital Admission,Inpatient,2481,3208,3479,10.67,12.72,14.28,2021-01-01,2021-12-31
AHMC SETON MEDICAL CENTER,050289,CA,1 through 30 days After Discharge from Index Hospital Admission,Outpatient,734,874,920,3.16,3.46,3.78,2021-01-01,2021-12-31
AHMC SETON MEDICAL CENTER,050289,CA,1 through 30 days After Discharge from Index Hospital Admission,Skilled Nursing Facility,4226,3854,3345,18.18,15.27,13.73,2021-01-01,2021-12-31
AHMC SETON MEDICAL CENTER,050289,CA,1 through 30 days After Discharge from Index Hospital Admission,Durable Medical Equipment,45,116,112,0.19,0.46,0.46,2021-01-01,2021-12-31
AHMC SETON MEDICAL CENTER,050289,CA,1 through 30 days After Discharge from Index Hospital Admission,Carrier,1142,1421,1335,4.91,5.63,5.48,2021-01-01,2021-12-31
AHMC SETON MEDICAL CENTER,050289,CA,Complete Episode,Total,23252,25229,24355,100,100,100,2021-01-01,2021-12-31
PROVIDENCE SAINT JOHN'S HEALTH CENTER,050290,CA,1 to 3 days Prior to Index Hospital Admission,Home Health Agency,12,16,13,0.05,0.06,0.05,2021-01-01,2021-12-31
PROVIDENCE SAINT JOHN'S HEALTH CENTER,050290,CA,1 to 3 days Prior to Index Hospital Admission,Hospice,0,1,1,0,0,0,2021-01-01,2021-12-31
PROVIDENCE SAINT JOHN'S HEALTH CENTER,050290,CA,1 to 3 days Prior to Index Hospital Admission,Inpatient,0,6,8,0,0.02,0.03,2021-01-01,2021-12-31
PROVIDENCE SAINT JOHN'S HEALTH CENTER,050290,CA,1 to 3 days Prior to Index Hospital Admission,Outpatient,38,115,187,0.15,0.46,0.77,2021-01-01,2021-12-31
PROVIDENCE SAINT JOHN'S HEALTH CENTER,050290,CA,1 to 3 days Prior to Index Hospital Admission,Skilled Nursing Facility,1,8,6,0,0.03,0.02,2021-01-01,2021-12-31
PROVIDENCE SAINT JOHN'S HEALTH CENTER,050290,CA,1 to 3 days Prior to Index Hospital Admission,Durable Medical Equipment,10,10,9,0.04,0.04,0.04,2021-01-01,2021-12-31
PROVIDENCE SAINT JOHN'S HEALTH CENTER,050290,CA,1 to 3 days Prior to Index Hospital Admission,Carrier,686,696,699,2.75,2.76,2.87,2021-01-01,2021-12-31
PROVIDENCE SAINT JOHN'S HEALTH CENTER,050290,CA,During Index Hospital Admission,Home Health Agency,0,0,0,0,0,0,2021-01-01,2021-12-31
PROVIDENCE SAINT JOHN'S HEALTH CENTER,050290,CA,During Index Hospital Admission,Hospice,0,0,0,0,0,0,2021-01-01,2021-12-31
PROVIDENCE SAINT JOHN'S HEALTH CENTER,050290,CA,During Index Hospital Admission,Inpatient,12592,12143,11712,50.5,48.13,48.09,2021-01-01,2021-12-31
PROVIDENCE SAINT JOHN'S HEALTH CENTER,050290,CA,During Index Hospital Admission,Outpatient,0,0,0,0,0,0,2021-01-01,2021-12-31
PROVIDENCE SAINT JOHN'S HEALTH CENTER,050290,CA,During Index Hospital Admission,Skilled Nursing Facility,0,0,0,0,0,0,2021-01-01,2021-12-31
PROVIDENCE SAINT JOHN'S HEALTH CENTER,050290,CA,During Index Hospital Admission,Durable Medical Equipment,20,21,23,0.08,0.09,0.09,2021-01-01,2021-12-31
PROVIDENCE SAINT JOHN'S HEALTH CENTER,050290,CA,During Index Hospital Admission,Carrier,2159,1729,1577,8.66,6.85,6.48,2021-01-01,2021-12-31
PROVIDENCE SAINT JOHN'S HEALTH CENTER,050290,CA,1 through 30 days After Discharge from Index Hospital Admission,Home Health Agency,1150,817,748,4.61,3.24,3.07,2021-01-01,2021-12-31
PROVIDENCE SAINT JOHN'S HEALTH CENTER,050290,CA,1 through 30 days After Discharge from Index Hospital Admission,Hospice,143,195,181,0.57,0.77,0.74,2021-01-01,2021-12-31
PROVIDENCE SAINT JOHN'S HEALTH CENTER,050290,CA,1 through 30 days After Discharge from Index Hospital Admission,Inpatient,3022,3208,3479,12.12,12.72,14.28,2021-01-01,2021-12-31
PROVIDENCE SAINT JOHN'S HEALTH CENTER,050290,CA,1 through 30 days After Discharge from Index Hospital Admission,Outpatient,586,874,920,2.35,3.46,3.78,2021-01-01,2021-12-31
PROVIDENCE SAINT JOHN'S HEALTH CENTER,050290,CA,1 through 30 days After Discharge from Index Hospital Admission,Skilled Nursing Facility,2842,3854,3345,11.4,15.27,13.73,2021-01-01,2021-12-31
PROVIDENCE SAINT JOHN'S HEALTH CENTER,050290,CA,1 through 30 days After Discharge from Index Hospital Admission,Durable Medical Equipment,84,116,112,0.34,0.46,0.46,2021-01-01,2021-12-31
PROVIDENCE SAINT JOHN'S HEALTH CENTER,050290,CA,1 through 30 days After Discharge from Index Hospital Admission,Carrier,1590,1421,1335,6.38,5.63,5.48,2021-01-01,2021-12-31
PROVIDENCE SAINT JOHN'S HEALTH CENTER,050290,CA,Complete Episode,Total,24936,25229,24355,100,100,100,2021-01-01,2021-12-31
SUTTER SANTA ROSA REGIONAL HOSPITAL,050291,CA,1 to 3 days Prior to Index Hospital Admission,Home Health Agency,25,16,13,0.11,0.06,0.05,2021-01-01,2021-12-31
SUTTER SANTA ROSA REGIONAL HOSPITAL,050291,CA,1 to 3 days Prior to Index Hospital Admission,Hospice,0,1,1,0,0,0,2021-01-01,2021-12-31
SUTTER SANTA ROSA REGIONAL HOSPITAL,050291,CA,1 to 3 days Prior to Index Hospital Admission,Inpatient,4,6,8,0.02,0.02,0.03,2021-01-01,2021-12-31
SUTTER SANTA ROSA REGIONAL HOSPITAL,050291,CA,1 to 3 days Prior to Index Hospital Admission,Outpatient,123,115,187,0.56,0.46,0.77,2021-01-01,2021-12-31
SUTTER SANTA ROSA REGIONAL HOSPITAL,050291,CA,1 to 3 days Prior to Index Hospital Admission,Skilled Nursing Facility,4,8,6,0.02,0.03,0.02,2021-01-01,2021-12-31
SUTTER SANTA ROSA REGIONAL HOSPITAL,050291,CA,1 to 3 days Prior to Index Hospital Admission,Durable Medical Equipment,15,10,9,0.07,0.04,0.04,2021-01-01,2021-12-31
SUTTER SANTA ROSA REGIONAL HOSPITAL,050291,CA,1 to 3 days Prior to Index Hospital Admission,Carrier,820,696,699,3.74,2.76,2.87,2021-01-01,2021-12-31
SUTTER SANTA ROSA REGIONAL HOSPITAL,050291,CA,During Index Hospital Admission,Home Health Agency,0,0,0,0,0,0,2021-01-01,2021-12-31
SUTTER SANTA ROSA REGIONAL HOSPITAL,050291,CA,During Index Hospital Admission,Hospice,0,0,0,0,0,0,2021-01-01,2021-12-31
SUTTER SANTA ROSA REGIONAL HOSPITAL,050291,CA,During Index Hospital Admission,Inpatient,11524,12143,11712,52.53,48.13,48.09,2021-01-01,2021-12-31
SUTTER SANTA ROSA REGIONAL HOSPITAL,050291,CA,During Index Hospital Admission,Outpatient,0,0,0,0,0,0,2021-01-01,2021-12-31
SUTTER SANTA ROSA REGIONAL HOSPITAL,050291,CA,During Index Hospital Admission,Skilled Nursing Facility,0,0,0,0,0,0,2021-01-01,2021-12-31
SUTTER SANTA ROSA REGIONAL HOSPITAL,050291,CA,During Index Hospital Admission,Durable Medical Equipment,40,21,23,0.18,0.09,0.09,2021-01-01,2021-12-31
SUTTER SANTA ROSA REGIONAL HOSPITAL,050291,CA,During Index Hospital Admission,Carrier,1530,1729,1577,6.97,6.85,6.48,2021-01-01,2021-12-31
SUTTER SANTA ROSA REGIONAL HOSPITAL,050291,CA,1 through 30 days After Discharge from Index Hospital Admission,Home Health Agency,1001,817,748,4.56,3.24,3.07,2021-01-01,2021-12-31
SUTTER SANTA ROSA REGIONAL HOSPITAL,050291,CA,1 through 30 days After Discharge from Index Hospital Admission,Hospice,114,195,181,0.52,0.77,0.74,2021-01-01,2021-12-31
SUTTER SANTA ROSA REGIONAL HOSPITAL,050291,CA,1 through 30 days After Discharge from Index Hospital Admission,Inpatient,2047,3208,3479,9.33,12.72,14.28,2021-01-01,2021-12-31
SUTTER SANTA ROSA REGIONAL HOSPITAL,050291,CA,1 through 30 days After Discharge from Index Hospital Admission,Outpatient,921,874,920,4.2,3.46,3.78,2021-01-01,2021-12-31
SUTTER SANTA ROSA REGIONAL HOSPITAL,050291,CA,1 through 30 days After Discharge from Index Hospital Admission,Skilled Nursing Facility,2630,3854,3345,11.99,15.27,13.73,2021-01-01,2021-12-31
SUTTER SANTA ROSA REGIONAL HOSPITAL,050291,CA,1 through 30 days After Discharge from Index Hospital Admission,Durable Medical Equipment,112,116,112,0.51,0.46,0.46,2021-01-01,2021-12-31
SUTTER SANTA ROSA REGIONAL HOSPITAL,050291,CA,1 through 30 days After Discharge from Index Hospital Admission,Carrier,1029,1421,1335,4.69,5.63,5.48,2021-01-01,2021-12-31
SUTTER SANTA ROSA REGIONAL HOSPITAL,050291,CA,Complete Episode,Total,21938,25229,24355,100,100,100,2021-01-01,2021-12-31
RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,050292,CA,1 to 3 days Prior to Index Hospital Admission,Home Health Agency,16,16,13,0.07,0.06,0.05,2021-01-01,2021-12-31
RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,050292,CA,1 to 3 days Prior to Index Hospital Admission,Hospice,0,1,1,0,0,0,2021-01-01,2021-12-31
RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,050292,CA,1 to 3 days Prior to Index Hospital Admission,Inpatient,3,6,8,0.01,0.02,0.03,2021-01-01,2021-12-31
RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,050292,CA,1 to 3 days Prior to Index Hospital Admission,Outpatient,94,115,187,0.38,0.46,0.77,2021-01-01,2021-12-31
RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,050292,CA,1 to 3 days Prior to Index Hospital Admission,Skilled Nursing Facility,25,8,6,0.1,0.03,0.02,2021-01-01,2021-12-31
RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,050292,CA,1 to 3 days Prior to Index Hospital Admission,Durable Medical Equipment,18,10,9,0.07,0.04,0.04,2021-01-01,2021-12-31
RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,050292,CA,1 to 3 days Prior to Index Hospital Admission,Carrier,711,696,699,2.88,2.76,2.87,2021-01-01,2021-12-31
RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,050292,CA,During Index Hospital Admission,Home Health Agency,0,0,0,0,0,0,2021-01-01,2021-12-31
RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,050292,CA,During Index Hospital Admission,Hospice,0,0,0,0,0,0,2021-01-01,2021-12-31
RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,050292,CA,During Index Hospital Admission,Inpatient,12015,12143,11712,48.75,48.13,48.09,2021-01-01,2021-12-31
RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,050292,CA,During Index Hospital Admission,Outpatient,0,0,0,0,0,0,2021-01-01,2021-12-31
RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,050292,CA,During Index Hospital Admission,Skilled Nursing Facility,0,0,0,0,0,0,2021-01-01,2021-12-31
RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,050292,CA,During Index Hospital Admission,Durable Medical Equipment,41,21,23,0.17,0.09,0.09,2021-01-01,2021-12-31
RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,050292,CA,During Index Hospital Admission,Carrier,1250,1729,1577,5.07,6.85,6.48,2021-01-01,2021-12-31
RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,050292,CA,1 through 30 days After Discharge from Index Hospital Admission,Home Health Agency,602,817,748,2.44,3.24,3.07,2021-01-01,2021-12-31
RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,050292,CA,1 through 30 days After Discharge from Index Hospital Admission,Hospice,374,195,181,1.52,0.77,0.74,2021-01-01,2021-12-31
RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,050292,CA,1 through 30 days After Discharge from Index Hospital Admission,Inpatient,2530,3208,3479,10.27,12.72,14.28,2021-01-01,2021-12-31
RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,050292,CA,1 through 30 days After Discharge from Index Hospital Admission,Outpatient,768,874,920,3.12,3.46,3.78,2021-01-01,2021-12-31
RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,050292,CA,1 through 30 days After Discharge from Index Hospital Admission,Skilled Nursing Facility,4931,3854,3345,20.01,15.27,13.73,2021-01-01,2021-12-31
RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,050292,CA,1 through 30 days After Discharge from Index Hospital Admission,Durable Medical Equipment,104,116,112,0.42,0.46,0.46,2021-01-01,2021-12-31
RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,050292,CA,1 through 30 days After Discharge from Index Hospital Admission,Carrier,1163,1421,1335,4.72,5.63,5.48,2021-01-01,2021-12-31
RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,050292,CA,Complete Episode,Total,24645,25229,24355,100,100,100,2021-01-01,2021-12-31
MERCY HOSPITAL,050295,CA,1 to 3 days Prior to Index Hospital Admission,Home Health Agency,17,16,13,0.07,0.06,0.05,2021-01-01,2021-12-31
MERCY HOSPITAL,050295,CA,1 to 3 days Prior to Index Hospital Admission,Hospice,0,1,1,0,0,0,2021-01-01,2021-12-31
MERCY HOSPITAL,050295,CA,1 to 3 days Prior to Index Hospital Admission,Inpatient,0,6,8,0,0.02,0.03,2021-01-01,2021-12-31
MERCY HOSPITAL,050295,CA,1 to 3 days Prior to Index Hospital Admission,Outpatient,86,115,187,0.37,0.46,0.77,2021-01-01,2021-12-31
MERCY HOSPITAL,050295,CA,1 to 3 days Prior to Index Hospital Admission,Skilled Nursing Facility,18,8,6,0.08,0.03,0.02,2021-01-01,2021-12-31
MERCY HOSPITAL,050295,CA,1 to 3 days Prior to Index Hospital Admission,Durable Medical Equipment,4,10,9,0.02,0.04,0.04,2021-01-01,2021-12-31
MERCY HOSPITAL,050295,CA,1 to 3 days Prior to Index Hospital Admission,Carrier,675,696,699,2.91,2.76,2.87,2021-01-01,2021-12-31
MERCY HOSPITAL,050295,CA,During Index Hospital Admission,Home Health Agency,0,0,0,0,0,0,2021-01-01,2021-12-31
MERCY HOSPITAL,050295,CA,During Index Hospital Admission,Hospice,0,0,0,0,0,0,2021-01-01,2021-12-31
MERCY HOSPITAL,050295,CA,During Index Hospital Admission,Inpatient,10731,12143,11712,46.24,48.13,48.09,2021-01-01,2021-12-31
MERCY HOSPITAL,050295,CA,During Index Hospital Admission,Outpatient,0,0,0,0,0,0,2021-01-01,2021-12-31
MERCY HOSPITAL,050295,CA,During Index Hospital Admission,Skilled Nursing Facility,0,0,0,0,0,0,2021-01-01,2021-12-31
MERCY HOSPITAL,050295,CA,During Index Hospital Admission,Durable Medical Equipment,13,21,23,0.06,0.09,0.09,2021-01-01,2021-12-31
MERCY HOSPITAL,050295,CA,During Index Hospital Admission,Carrier,1159,1729,1577,4.99,6.85,6.48,2021-01-01,2021-12-31
MERCY HOSPITAL,050295,CA,1 through 30 days After Discharge from Index Hospital Admission,Home Health Agency,726,817,748,3.13,3.24,3.07,2021-01-01,2021-12-31
MERCY HOSPITAL,050295,CA,1 through 30 days After Discharge from Index Hospital Admission,Hospice,156,195,181,0.67,0.77,0.74,2021-01-01,2021-12-31
MERCY HOSPITAL,050295,CA,1 through 30 days After Discharge from Index Hospital Admission,Inpatient,3390,3208,3479,14.61,12.72,14.28,2021-01-01,2021-12-31
MERCY HOSPITAL,050295,CA,1 through 30 days After Discharge from Index Hospital Admission,Outpatient,750,874,920,3.23,3.46,3.78,2021-01-01,2021-12-31
MERCY HOSPITAL,050295,CA,1 through 30 days After Discharge from Index Hospital Admission,Skilled Nursing Facility,3979,3854,3345,17.15,15.27,13.73,2021-01-01,2021-12-31
MERCY HOSPITAL,050295,CA,1 through 30 days After Discharge from Index Hospital Admission,Durable Medical Equipment,117,116,112,0.51,0.46,0.46,2021-01-01,2021-12-31
MERCY HOSPITAL,050295,CA,1 through 30 days After Discharge from Index Hospital Admission,Carrier,1385,1421,1335,5.97,5.63,5.48,2021-01-01,2021-12-31
MERCY HOSPITAL,050295,CA,Complete Episode,Total,23206,25229,24355,100,100,100,2021-01-01,2021-12-31
BARSTOW COMMUNITY HOSPITAL,050298,CA,1 to 3 days Prior to Index Hospital Admission,Home Health Agency,3,16,13,0.01,0.06,0.05,2021-01-01,2021-12-31
BARSTOW COMMUNITY HOSPITAL,050298,CA,1 to 3 days Prior to Index Hospital Admission,Hospice,0,1,1,0,0,0,2021-01-01,2021-12-31
BARSTOW COMMUNITY HOSPITAL,050298,CA,1 to 3 days Prior to Index Hospital Admission,Inpatient,0,6,8,0,0.02,0.03,2021-01-01,2021-12-31
BARSTOW COMMUNITY HOSPITAL,050298,CA,1 to 3 days Prior to Index Hospital Admission,Outpatient,56,115,187,0.25,0.46,0.77,2021-01-01,2021-12-31
BARSTOW COMMUNITY HOSPITAL,050298,CA,1 to 3 days Prior to Index Hospital Admission,Skilled Nursing Facility,0,8,6,0,0.03,0.02,2021-01-01,2021-12-31
BARSTOW COMMUNITY HOSPITAL,050298,CA,1 to 3 days Prior to Index Hospital Admission,Durable Medical Equipment,4,10,9,0.02,0.04,0.04,2021-01-01,2021-12-31
BARSTOW COMMUNITY HOSPITAL,050298,CA,1 to 3 days Prior to Index Hospital Admission,Carrier,677,696,699,3.07,2.76,2.87,2021-01-01,2021-12-31
BARSTOW COMMUNITY HOSPITAL,050298,CA,During Index Hospital Admission,Home Health Agency,0,0,0,0,0,0,2021-01-01,2021-12-31
BARSTOW COMMUNITY HOSPITAL,050298,CA,During Index Hospital Admission,Hospice,0,0,0,0,0,0,2021-01-01,2021-12-31
BARSTOW COMMUNITY HOSPITAL,050298,CA,During Index Hospital Admission,Inpatient,9180,12143,11712,41.61,48.13,48.09,2021-01-01,2021-12-31
BARSTOW COMMUNITY HOSPITAL,050298,CA,During Index Hospital Admission,Outpatient,0,0,0,0,0,0,2021-01-01,2021-12-31
BARSTOW COMMUNITY HOSPITAL,050298,CA,During Index Hospital Admission,Skilled Nursing Facility,0,0,0,0,0,0,2021-01-01,2021-12-31
BARSTOW COMMUNITY HOSPITAL,050298,CA,During Index Hospital Admission,Durable Medical Equipment,36,21,23,0.16,0.09,0.09,2021-01-01,2021-12-31
BARSTOW COMMUNITY HOSPITAL,050298,CA,During Index Hospital Admission,Carrier,978,1729,1577,4.43,6.85,6.48,2021-01-01,2021-12-31
BARSTOW COMMUNITY HOSPITAL,050298,CA,1 through 30 days After Discharge from Index Hospital Admission,Home Health Agency,764,817,748,3.46,3.24,3.07,2021-01-01,2021-12-31
BARSTOW COMMUNITY HOSPITAL,050298,CA,1 through 30 days After Discharge from Index Hospital Admission,Hospice,377,195,181,1.71,0.77,0.74,2021-01-01,2021-12-31
BARSTOW COMMUNITY HOSPITAL,050298,CA,1 through 30 days After Discharge from Index Hospital Admission,Inpatient,2306,3208,3479,10.45,12.72,14.28,2021-01-01,2021-12-31
BARSTOW COMMUNITY HOSPITAL,050298,CA,1 through 30 days After Discharge from Index Hospital Admission,Outpatient,631,874,920,2.86,3.46,3.78,2021-01-01,2021-12-31
BARSTOW COMMUNITY HOSPITAL,050298,CA,1 through 30 days After Discharge from Index Hospital Admission,Skilled Nursing Facility,5496,3854,3345,24.91,15.27,13.73,2021-01-01,2021-12-31
BARSTOW COMMUNITY HOSPITAL,050298,CA,1 through 30 days After Discharge from Index Hospital Admission,Durable Medical Equipment,80,116,112,0.36,0.46,0.46,2021-01-01,2021-12-31
BARSTOW COMMUNITY HOSPITAL,050298,CA,1 through 30 days After Discharge from Index Hospital Admission,Carrier,1473,1421,1335,6.68,5.63,5.48,2021-01-01,2021-12-31
BARSTOW COMMUNITY HOSPITAL,050298,CA,Complete Episode,Total,22062,25229,24355,100,100,100,2021-01-01,2021-12-31
ST MARY MEDICAL CENTER,050300,CA,1 to 3 days Prior to Index Hospital Admission,Home Health Agency,20,16,13,0.08,0.06,0.05,2021-01-01,2021-12-31
ST MARY MEDICAL CENTER,050300,CA,1 to 3 days Prior to Index Hospital Admission,Hospice,0,1,1,0,0,0,2021-01-01,2021-12-31
ST MARY MEDICAL CENTER,050300,CA,1 to 3 days Prior to Index Hospital Admission,Inpatient,4,6,8,0.02,0.02,0.03,2021-01-01,2021-12-31
ST MARY MEDICAL CENTER,050300,CA,1 to 3 days Prior to Index Hospital Admission,Outpatient,54,115,187,0.22,0.46,0.77,2021-01-01,2021-12-31
ST MARY MEDICAL CENTER,050300,CA,1 to 3 days Prior to Index Hospital Admission,Skilled Nursing Facility,10,8,6,0.04,0.03,0.02,2021-01-01,2021-12-31
ST MARY MEDICAL CENTER,050300,CA,1 to 3 days Prior to Index Hospital Admission,Durable Medical Equipment,15,10,9,0.06,0.04,0.04,2021-01-01,2021-12-31
ST MARY MEDICAL CENTER,050300,CA,1 to 3 days Prior to Index Hospital Admission,Carrier,770,696,699,3.18,2.76,2.87,2021-01-01,2021-12-31
ST MARY MEDICAL CENTER,050300,CA,During Index Hospital Admission,Home Health Agency,0,0,0,0,0,0,2021-01-01,2021-12-31
ST MARY MEDICAL CENTER,050300,CA,During Index Hospital Admission,Hospice,0,0,0,0,0,0,2021-01-01,2021-12-31
ST MARY MEDICAL CENTER,050300,CA,During Index Hospital Admission,Inpatient,11187,12143,11712,46.19,48.13,48.09,2021-01-01,2021-12-31
ST MARY MEDICAL CENTER,050300,CA,During Index Hospital Admission,Outpatient,0,0,0,0,0,0,2021-01-01,2021-12-31
ST MARY MEDICAL CENTER,050300,CA,During Index Hospital Admission,Skilled Nursing Facility,0,0,0,0,0,0,2021-01-01,2021-12-31
ST MARY MEDICAL CENTER,050300,CA,During Index Hospital Admission,Durable Medical Equipment,26,21,23,0.11,0.09,0.09,2021-01-01,2021-12-31
ST MARY MEDICAL CENTER,050300,CA,During Index Hospital Admission,Carrier,2122,1729,1577,8.76,6.85,6.48,2021-01-01,2021-12-31
ST MARY MEDICAL CENTER,050300,CA,1 through 30 days After Discharge from Index Hospital Admission,Home Health Agency,900,817,748,3.72,3.24,3.07,2021-01-01,2021-12-31
ST MARY MEDICAL CENTER,050300,CA,1 through 30 days After Discharge from Index Hospital Admission,Hospice,141,195,181,0.58,0.77,0.74,2021-01-01,2021-12-31
ST MARY MEDICAL CENTER,050300,CA,1 through 30 days After Discharge from Index Hospital Admission,Inpatient,2887,3208,3479,11.92,12.72,14.28,2021-01-01,2021-12-31
ST MARY MEDICAL CENTER,050300,CA,1 through 30 days After Discharge from Index Hospital Admission,Outpatient,835,874,920,3.45,3.46,3.78,2021-01-01,2021-12-31
ST MARY MEDICAL CENTER,050300,CA,1 through 30 days After Discharge from Index Hospital Admission,Skilled Nursing Facility,3239,3854,3345,13.37,15.27,13.73,2021-01-01,2021-12-31
ST MARY MEDICAL CENTER,050300,CA,1 through 30 days After Discharge from Index Hospital Admission,Durable Medical Equipment,181,116,112,0.75,0.46,0.46,2021-01-01,2021-12-31
ST MARY MEDICAL CENTER,050300,CA,1 through 30 days After Discharge from Index Hospital Admission,Carrier,1827,1421,1335,7.54,5.63,5.48,2021-01-01,2021-12-31
ST MARY MEDICAL CENTER,050300,CA,Complete Episode,Total,24218,25229,24355,100,100,100,2021-01-01,2021-12-31
ADVENTIST HEALTH UKIAH VALLEY,050301,CA,1 to 3 days Prior to Index Hospital Admission,Home Health Agency,0,16,13,0,0.06,0.05,2021-01-01,2021-12-31
ADVENTIST HEALTH UKIAH VALLEY,050301,CA,1 to 3 days Prior to Index Hospital Admission,Hospice,0,1,1,0,0,0,2021-01-01,2021-12-31
ADVENTIST HEALTH UKIAH VALLEY,050301,CA,1 to 3 days Prior to Index Hospital Admission,Inpatient,13,6,8,0.06,0.02,0.03,2021-01-01,2021-12-31
ADVENTIST HEALTH UKIAH VALLEY,050301,CA,1 to 3 days Prior to Index Hospital Admission,Outpatient,229,115,187,1.15,0.46,0.77,2021-01-01,2021-12-31
ADVENTIST HEALTH UKIAH VALLEY,050301,CA,1 to 3 days Prior to Index Hospital Admission,Skilled Nursing Facility,4,8,6,0.02,0.03,0.02,2021-01-01,2021-12-31
ADVENTIST HEALTH UKIAH VALLEY,050301,CA,1 to 3 days Prior to Index Hospital Admission,Durable Medical Equipment,5,10,9,0.03,0.04,0.04,2021-01-01,2021-12-31
ADVENTIST HEALTH UKIAH VALLEY,050301,CA,1 to 3 days Prior to Index Hospital Admission,Carrier,617,696,699,3.1,2.76,2.87,2021-01-01,2021-12-31
ADVENTIST HEALTH UKIAH VALLEY,050301,CA,During Index Hospital Admission,Home Health Agency,0,0,0,0,0,0,2021-01-01,2021-12-31
ADVENTIST HEALTH UKIAH VALLEY,050301,CA,During Index Hospital Admission,Hospice,0,0,0,0,0,0,2021-01-01,2021-12-31
ADVENTIST HEALTH UKIAH VALLEY,050301,CA,During Index Hospital Admission,Inpatient,9858,12143,11712,49.49,48.13,48.09,2021-01-01,2021-12-31
ADVENTIST HEALTH UKIAH VALLEY,050301,CA,During Index Hospital Admission,Outpatient,0,0,0,0,0,0,2021-01-01,2021-12-31
ADVENTIST HEALTH UKIAH VALLEY,050301,CA,During Index Hospital Admission,Skilled Nursing Facility,0,0,0,0,0,0,2021-01-01,2021-12-31
ADVENTIST HEALTH UKIAH VALLEY,050301,CA,During Index Hospital Admission,Durable Medical Equipment,25,21,23,0.12,0.09,0.09,2021-01-01,2021-12-31
ADVENTIST HEALTH UKIAH VALLEY,050301,CA,During Index Hospital Admission,Carrier,1030,1729,1577,5.17,6.85,6.48,2021-01-01,2021-12-31
ADVENTIST HEALTH UKIAH VALLEY,050301,CA,1 through 30 days After Discharge from Index Hospital Admission,Home Health Agency,304,817,748,1.53,3.24,3.07,2021-01-01,2021-12-31
ADVENTIST HEALTH UKIAH VALLEY,050301,CA,1 through 30 days After Discharge from Index Hospital Admission,Hospice,71,195,181,0.36,0.77,0.74,2021-01-01,2021-12-31
ADVENTIST HEALTH UKIAH VALLEY,050301,CA,1 through 30 days After Discharge from Index Hospital Admission,Inpatient,1793,3208,3479,9,12.72,14.28,2021-01-01,2021-12-31
ADVENTIST HEALTH UKIAH VALLEY,050301,CA,1 through 30 days After Discharge from Index Hospital Admission,Outpatient,1238,874,920,6.21,3.46,3.78,2021-01-01,2021-12-31
ADVENTIST HEALTH UKIAH VALLEY,050301,CA,1 through 30 days After Discharge from Index Hospital Admission,Skilled Nursing Facility,3853,3854,3345,19.34,15.27,13.73,2021-01-01,2021-12-31
ADVENTIST HEALTH UKIAH VALLEY,050301,CA,1 through 30 days After Discharge from Index Hospital Admission,Durable Medical Equipment,69,116,112,0.35,0.46,0.46,2021-01-01,2021-12-31
