facility_id,facility_name,address,city_town,state,zip_code,county_parish,telephone_number,measure_id,measure_name,compared_to_national,denominator,score,lower_estimate,higher_estimate,footnote,start_date,end_date
050334,SALINAS VALLEY MEMORIAL HOSPITAL,450 EAST ROMIE LANE,SALINAS,CA,93901,MONTEREY,(831) 757-4333,PSI_04,Death rate among surgical inpatients with serious treatable complications,No Different Than the National Rate,59,143.37,101.15,185.59,,2019-07-01,2021-06-30
050334,SALINAS VALLEY MEMORIAL HOSPITAL,450 EAST ROMIE LANE,SALINAS,CA,93901,MONTEREY,(831) 757-4333,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,4819,0.15,0,0.29,,2019-07-01,2021-06-30
050334,SALINAS VALLEY MEMORIAL HOSPITAL,450 EAST ROMIE LANE,SALINAS,CA,93901,MONTEREY,(831) 757-4333,PSI_08,In-hospital fall with hip fracture rate,No Different Than the National Rate,5170,0.05,0,0.18,,2019-07-01,2021-06-30
050334,SALINAS VALLEY MEMORIAL HOSPITAL,450 EAST ROMIE LANE,SALINAS,CA,93901,MONTEREY,(831) 757-4333,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,999,2.06,0.74,3.39,,2019-07-01,2021-06-30
050334,SALINAS VALLEY MEMORIAL HOSPITAL,450 EAST ROMIE LANE,SALINAS,CA,93901,MONTEREY,(831) 757-4333,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,330,0.63,0,1.63,,2019-07-01,2021-06-30
050334,SALINAS VALLEY MEMORIAL HOSPITAL,450 EAST ROMIE LANE,SALINAS,CA,93901,MONTEREY,(831) 757-4333,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,327,4.35,0,9.88,,2019-07-01,2021-06-30
050334,SALINAS VALLEY MEMORIAL HOSPITAL,450 EAST ROMIE LANE,SALINAS,CA,93901,MONTEREY,(831) 757-4333,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,1079,2.5,0.42,4.59,,2019-07-01,2021-06-30
050334,SALINAS VALLEY MEMORIAL HOSPITAL,450 EAST ROMIE LANE,SALINAS,CA,93901,MONTEREY,(831) 757-4333,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,338,4.38,1.53,7.24,,2019-07-01,2021-06-30
050334,SALINAS VALLEY MEMORIAL HOSPITAL,450 EAST ROMIE LANE,SALINAS,CA,93901,MONTEREY,(831) 757-4333,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,417,0.7,0,1.62,,2019-07-01,2021-06-30
050334,SALINAS VALLEY MEMORIAL HOSPITAL,450 EAST ROMIE LANE,SALINAS,CA,93901,MONTEREY,(831) 757-4333,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,1080,0.78,0,1.94,,2019-07-01,2021-06-30
050334,SALINAS VALLEY MEMORIAL HOSPITAL,450 EAST ROMIE LANE,SALINAS,CA,93901,MONTEREY,(831) 757-4333,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,NA,0.83,0.52,1.15,,2019-07-01,2021-06-30
050335,ADVENTIST HEALTH SONORA,1000 GREENLEY ROAD,SONORA,CA,95370,TUOLUMNE,(209) 536-5000,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,65,3.5,2.1,6,,2019-04-01,2022-03-31
050335,ADVENTIST HEALTH SONORA,1000 GREENLEY ROAD,SONORA,CA,95370,TUOLUMNE,(209) 536-5000,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,81,12.1,9.1,15.7,,2019-07-01,2022-06-30
050335,ADVENTIST HEALTH SONORA,1000 GREENLEY ROAD,SONORA,CA,95370,TUOLUMNE,(209) 536-5000,MORT_30_CABG,Death rate for CABG surgery patients,NA,NA,NA,NA,NA,5,2019-07-01,2022-06-30
050335,ADVENTIST HEALTH SONORA,1000 GREENLEY ROAD,SONORA,CA,95370,TUOLUMNE,(209) 536-5000,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,97,9,6,13.4,,2019-07-01,2022-06-30
050335,ADVENTIST HEALTH SONORA,1000 GREENLEY ROAD,SONORA,CA,95370,TUOLUMNE,(209) 536-5000,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,221,14.6,11.3,18.7,,2019-07-01,2022-06-30
050335,ADVENTIST HEALTH SONORA,1000 GREENLEY ROAD,SONORA,CA,95370,TUOLUMNE,(209) 536-5000,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,253,16.7,13.4,20.7,,2019-07-01,2022-06-30
050335,ADVENTIST HEALTH SONORA,1000 GREENLEY ROAD,SONORA,CA,95370,TUOLUMNE,(209) 536-5000,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,94,14.3,10,19.8,,2019-07-01,2022-06-30
050335,ADVENTIST HEALTH SONORA,1000 GREENLEY ROAD,SONORA,CA,95370,TUOLUMNE,(209) 536-5000,PSI_03,Pressure ulcer rate,No Different Than the National Rate,1903,0.09,0,1.37,,2019-07-01,2021-06-30
050335,ADVENTIST HEALTH SONORA,1000 GREENLEY ROAD,SONORA,CA,95370,TUOLUMNE,(209) 536-5000,PSI_04,Death rate among surgical inpatients with serious treatable complications,No Different Than the National Rate,25,145.58,95.09,196.06,,2019-07-01,2021-06-30
050335,ADVENTIST HEALTH SONORA,1000 GREENLEY ROAD,SONORA,CA,95370,TUOLUMNE,(209) 536-5000,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,2925,0.17,0.01,0.32,,2019-07-01,2021-06-30
050335,ADVENTIST HEALTH SONORA,1000 GREENLEY ROAD,SONORA,CA,95370,TUOLUMNE,(209) 536-5000,PSI_08,In-hospital fall with hip fracture rate,No Different Than the National Rate,2942,0.06,0,0.21,,2019-07-01,2021-06-30
050335,ADVENTIST HEALTH SONORA,1000 GREENLEY ROAD,SONORA,CA,95370,TUOLUMNE,(209) 536-5000,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,711,3.22,1.81,4.63,,2019-07-01,2021-06-30
050335,ADVENTIST HEALTH SONORA,1000 GREENLEY ROAD,SONORA,CA,95370,TUOLUMNE,(209) 536-5000,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,369,0.84,0,1.99,,2019-07-01,2021-06-30
050335,ADVENTIST HEALTH SONORA,1000 GREENLEY ROAD,SONORA,CA,95370,TUOLUMNE,(209) 536-5000,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,365,5.37,0,12.73,,2019-07-01,2021-06-30
050335,ADVENTIST HEALTH SONORA,1000 GREENLEY ROAD,SONORA,CA,95370,TUOLUMNE,(209) 536-5000,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,789,2.69,0.53,4.85,,2019-07-01,2021-06-30
050335,ADVENTIST HEALTH SONORA,1000 GREENLEY ROAD,SONORA,CA,95370,TUOLUMNE,(209) 536-5000,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,347,3.91,0.77,7.05,,2019-07-01,2021-06-30
050335,ADVENTIST HEALTH SONORA,1000 GREENLEY ROAD,SONORA,CA,95370,TUOLUMNE,(209) 536-5000,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,304,0.71,0,1.65,,2019-07-01,2021-06-30
050335,ADVENTIST HEALTH SONORA,1000 GREENLEY ROAD,SONORA,CA,95370,TUOLUMNE,(209) 536-5000,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,550,1.19,0,2.39,,2019-07-01,2021-06-30
050335,ADVENTIST HEALTH SONORA,1000 GREENLEY ROAD,SONORA,CA,95370,TUOLUMNE,(209) 536-5000,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,NA,0.84,0.47,1.22,,2019-07-01,2021-06-30
050336,ADVENTIST HEALTH LODI MEMORIAL,975 S FAIRMONT AVENUE,LODI,CA,95240,SAN JOAQUIN,(209) 334-3411,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,Number of Cases Too Small,NA,NA,NA,NA,1,2019-04-01,2022-03-31
050336,ADVENTIST HEALTH LODI MEMORIAL,975 S FAIRMONT AVENUE,LODI,CA,95240,SAN JOAQUIN,(209) 334-3411,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,38,12.9,9.6,17,,2019-07-01,2022-06-30
050336,ADVENTIST HEALTH LODI MEMORIAL,975 S FAIRMONT AVENUE,LODI,CA,95240,SAN JOAQUIN,(209) 334-3411,MORT_30_CABG,Death rate for CABG surgery patients,NA,NA,NA,NA,NA,5,2019-07-01,2022-06-30
050336,ADVENTIST HEALTH LODI MEMORIAL,975 S FAIRMONT AVENUE,LODI,CA,95240,SAN JOAQUIN,(209) 334-3411,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,104,8.1,5.6,11.7,,2019-07-01,2022-06-30
050336,ADVENTIST HEALTH LODI MEMORIAL,975 S FAIRMONT AVENUE,LODI,CA,95240,SAN JOAQUIN,(209) 334-3411,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,257,11.1,8.5,14.2,,2019-07-01,2022-06-30
050336,ADVENTIST HEALTH LODI MEMORIAL,975 S FAIRMONT AVENUE,LODI,CA,95240,SAN JOAQUIN,(209) 334-3411,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,232,15.7,12.6,19.6,,2019-07-01,2022-06-30
050336,ADVENTIST HEALTH LODI MEMORIAL,975 S FAIRMONT AVENUE,LODI,CA,95240,SAN JOAQUIN,(209) 334-3411,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,109,14.4,10.1,20.2,,2019-07-01,2022-06-30
050336,ADVENTIST HEALTH LODI MEMORIAL,975 S FAIRMONT AVENUE,LODI,CA,95240,SAN JOAQUIN,(209) 334-3411,PSI_03,Pressure ulcer rate,No Different Than the National Rate,2137,0.07,0,1.22,,2019-07-01,2021-06-30
050336,ADVENTIST HEALTH LODI MEMORIAL,975 S FAIRMONT AVENUE,LODI,CA,95240,SAN JOAQUIN,(209) 334-3411,PSI_04,Death rate among surgical inpatients with serious treatable complications,Number of Cases Too Small,NA,NA,NA,NA,1,2019-07-01,2021-06-30
050336,ADVENTIST HEALTH LODI MEMORIAL,975 S FAIRMONT AVENUE,LODI,CA,95240,SAN JOAQUIN,(209) 334-3411,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,2937,0.23,0.08,0.39,,2019-07-01,2021-06-30
050336,ADVENTIST HEALTH LODI MEMORIAL,975 S FAIRMONT AVENUE,LODI,CA,95240,SAN JOAQUIN,(209) 334-3411,PSI_08,In-hospital fall with hip fracture rate,No Different Than the National Rate,2958,0.06,0,0.21,,2019-07-01,2021-06-30
050336,ADVENTIST HEALTH LODI MEMORIAL,975 S FAIRMONT AVENUE,LODI,CA,95240,SAN JOAQUIN,(209) 334-3411,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,382,2.23,0.79,3.67,,2019-07-01,2021-06-30
050336,ADVENTIST HEALTH LODI MEMORIAL,975 S FAIRMONT AVENUE,LODI,CA,95240,SAN JOAQUIN,(209) 334-3411,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,80,0.89,0,2.08,,2019-07-01,2021-06-30
050336,ADVENTIST HEALTH LODI MEMORIAL,975 S FAIRMONT AVENUE,LODI,CA,95240,SAN JOAQUIN,(209) 334-3411,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,86,4.6,0,13.44,,2019-07-01,2021-06-30
050336,ADVENTIST HEALTH LODI MEMORIAL,975 S FAIRMONT AVENUE,LODI,CA,95240,SAN JOAQUIN,(209) 334-3411,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,408,2.7,0.38,5.03,,2019-07-01,2021-06-30
050336,ADVENTIST HEALTH LODI MEMORIAL,975 S FAIRMONT AVENUE,LODI,CA,95240,SAN JOAQUIN,(209) 334-3411,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,86,4.45,1.1,7.79,,2019-07-01,2021-06-30
050336,ADVENTIST HEALTH LODI MEMORIAL,975 S FAIRMONT AVENUE,LODI,CA,95240,SAN JOAQUIN,(209) 334-3411,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,191,0.74,0,1.69,,2019-07-01,2021-06-30
050336,ADVENTIST HEALTH LODI MEMORIAL,975 S FAIRMONT AVENUE,LODI,CA,95240,SAN JOAQUIN,(209) 334-3411,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,587,0.86,0,2.08,,2019-07-01,2021-06-30
050336,ADVENTIST HEALTH LODI MEMORIAL,975 S FAIRMONT AVENUE,LODI,CA,95240,SAN JOAQUIN,(209) 334-3411,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,NA,0.85,0.46,1.24,,2019-07-01,2021-06-30
050342,PIONEERS MEMORIAL HEALTHCARE DISTRICT,207 WEST LEGION ROAD,BRAWLEY,CA,92227,IMPERIAL,(760) 351-3333,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,29,3.2,1.8,5.7,28,2019-04-01,2022-03-31
050342,PIONEERS MEMORIAL HEALTHCARE DISTRICT,207 WEST LEGION ROAD,BRAWLEY,CA,92227,IMPERIAL,(760) 351-3333,MORT_30_AMI,Death rate for heart attack patients,Number of Cases Too Small,NA,NA,NA,NA,"1, 28",2019-07-01,2022-06-30
050342,PIONEERS MEMORIAL HEALTHCARE DISTRICT,207 WEST LEGION ROAD,BRAWLEY,CA,92227,IMPERIAL,(760) 351-3333,MORT_30_CABG,Death rate for CABG surgery patients,NA,NA,NA,NA,NA,5,2019-07-01,2022-06-30
050342,PIONEERS MEMORIAL HEALTHCARE DISTRICT,207 WEST LEGION ROAD,BRAWLEY,CA,92227,IMPERIAL,(760) 351-3333,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,28,8.7,5.4,13.5,28,2019-07-01,2022-06-30
050342,PIONEERS MEMORIAL HEALTHCARE DISTRICT,207 WEST LEGION ROAD,BRAWLEY,CA,92227,IMPERIAL,(760) 351-3333,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,85,11.5,8.2,16.3,28,2019-07-01,2022-06-30
050342,PIONEERS MEMORIAL HEALTHCARE DISTRICT,207 WEST LEGION ROAD,BRAWLEY,CA,92227,IMPERIAL,(760) 351-3333,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,93,15.5,11.7,19.9,28,2019-07-01,2022-06-30
050342,PIONEERS MEMORIAL HEALTHCARE DISTRICT,207 WEST LEGION ROAD,BRAWLEY,CA,92227,IMPERIAL,(760) 351-3333,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,51,13.2,9.4,18.1,28,2019-07-01,2022-06-30
050342,PIONEERS MEMORIAL HEALTHCARE DISTRICT,207 WEST LEGION ROAD,BRAWLEY,CA,92227,IMPERIAL,(760) 351-3333,PSI_03,Pressure ulcer rate,No Different Than the National Rate,982,1.28,0,2.91,28,2019-07-01,2021-06-30
050342,PIONEERS MEMORIAL HEALTHCARE DISTRICT,207 WEST LEGION ROAD,BRAWLEY,CA,92227,IMPERIAL,(760) 351-3333,PSI_04,Death rate among surgical inpatients with serious treatable complications,Number of Cases Too Small,NA,NA,NA,NA,"1, 28",2019-07-01,2021-06-30
050342,PIONEERS MEMORIAL HEALTHCARE DISTRICT,207 WEST LEGION ROAD,BRAWLEY,CA,92227,IMPERIAL,(760) 351-3333,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,1130,0.18,0.02,0.34,28,2019-07-01,2021-06-30
050342,PIONEERS MEMORIAL HEALTHCARE DISTRICT,207 WEST LEGION ROAD,BRAWLEY,CA,92227,IMPERIAL,(760) 351-3333,PSI_08,In-hospital fall with hip fracture rate,No Different Than the National Rate,1182,0.07,0,0.23,28,2019-07-01,2021-06-30
050342,PIONEERS MEMORIAL HEALTHCARE DISTRICT,207 WEST LEGION ROAD,BRAWLEY,CA,92227,IMPERIAL,(760) 351-3333,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,246,2.98,1.52,4.44,28,2019-07-01,2021-06-30
050342,PIONEERS MEMORIAL HEALTHCARE DISTRICT,207 WEST LEGION ROAD,BRAWLEY,CA,92227,IMPERIAL,(760) 351-3333,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,65,0.91,0,2.11,28,2019-07-01,2021-06-30
050342,PIONEERS MEMORIAL HEALTHCARE DISTRICT,207 WEST LEGION ROAD,BRAWLEY,CA,92227,IMPERIAL,(760) 351-3333,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,69,9.28,0,18.94,28,2019-07-01,2021-06-30
050342,PIONEERS MEMORIAL HEALTHCARE DISTRICT,207 WEST LEGION ROAD,BRAWLEY,CA,92227,IMPERIAL,(760) 351-3333,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,278,3.47,1.02,5.92,28,2019-07-01,2021-06-30
050342,PIONEERS MEMORIAL HEALTHCARE DISTRICT,207 WEST LEGION ROAD,BRAWLEY,CA,92227,IMPERIAL,(760) 351-3333,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,63,3.95,0.5,7.4,28,2019-07-01,2021-06-30
050342,PIONEERS MEMORIAL HEALTHCARE DISTRICT,207 WEST LEGION ROAD,BRAWLEY,CA,92227,IMPERIAL,(760) 351-3333,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,158,0.78,0,1.75,28,2019-07-01,2021-06-30
050342,PIONEERS MEMORIAL HEALTHCARE DISTRICT,207 WEST LEGION ROAD,BRAWLEY,CA,92227,IMPERIAL,(760) 351-3333,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,294,0.95,0,2.23,28,2019-07-01,2021-06-30
050342,PIONEERS MEMORIAL HEALTHCARE DISTRICT,207 WEST LEGION ROAD,BRAWLEY,CA,92227,IMPERIAL,(760) 351-3333,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,NA,1.12,0.69,1.55,28,2019-07-01,2021-06-30
050348,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,101 CITY DRIVE SOUTH,ORANGE,CA,92868,ORANGE,(714) 456-6112,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,91,3,1.8,5.1,,2019-04-01,2022-03-31
050348,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,101 CITY DRIVE SOUTH,ORANGE,CA,92868,ORANGE,(714) 456-6112,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,74,13.6,10.5,17.3,,2019-07-01,2022-06-30
050348,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,101 CITY DRIVE SOUTH,ORANGE,CA,92868,ORANGE,(714) 456-6112,MORT_30_CABG,Death rate for CABG surgery patients,No Different Than the National Rate,43,3.3,1.7,6,,2019-07-01,2022-06-30
050348,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,101 CITY DRIVE SOUTH,ORANGE,CA,92868,ORANGE,(714) 456-6112,MORT_30_COPD,Death rate for COPD patients,Number of Cases Too Small,NA,NA,NA,NA,1,2019-07-01,2022-06-30
050348,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,101 CITY DRIVE SOUTH,ORANGE,CA,92868,ORANGE,(714) 456-6112,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,193,10.5,7.8,13.8,,2019-07-01,2022-06-30
050348,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,101 CITY DRIVE SOUTH,ORANGE,CA,92868,ORANGE,(714) 456-6112,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,152,16.1,12.8,20,,2019-07-01,2022-06-30
050348,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,101 CITY DRIVE SOUTH,ORANGE,CA,92868,ORANGE,(714) 456-6112,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,153,13.6,10.9,16.7,,2019-07-01,2022-06-30
050348,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,101 CITY DRIVE SOUTH,ORANGE,CA,92868,ORANGE,(714) 456-6112,PSI_03,Pressure ulcer rate,No Different Than the National Rate,4651,0.21,0,0.86,,2019-07-01,2021-06-30
050348,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,101 CITY DRIVE SOUTH,ORANGE,CA,92868,ORANGE,(714) 456-6112,PSI_04,Death rate among surgical inpatients with serious treatable complications,Better Than the National Rate,148,99.75,68.84,130.66,,2019-07-01,2021-06-30
050348,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,101 CITY DRIVE SOUTH,ORANGE,CA,92868,ORANGE,(714) 456-6112,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,5349,0.18,0.03,0.32,,2019-07-01,2021-06-30
050348,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,101 CITY DRIVE SOUTH,ORANGE,CA,92868,ORANGE,(714) 456-6112,PSI_08,In-hospital fall with hip fracture rate,No Different Than the National Rate,5951,0.04,0,0.16,,2019-07-01,2021-06-30
050348,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,101 CITY DRIVE SOUTH,ORANGE,CA,92868,ORANGE,(714) 456-6112,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,1842,2.66,1.5,3.83,,2019-07-01,2021-06-30
050348,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,101 CITY DRIVE SOUTH,ORANGE,CA,92868,ORANGE,(714) 456-6112,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,1059,1.2,0.38,2.01,,2019-07-01,2021-06-30
050348,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,101 CITY DRIVE SOUTH,ORANGE,CA,92868,ORANGE,(714) 456-6112,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,1032,6.82,3.36,10.27,,2019-07-01,2021-06-30
050348,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,101 CITY DRIVE SOUTH,ORANGE,CA,92868,ORANGE,(714) 456-6112,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,2004,5.07,3.36,6.78,,2019-07-01,2021-06-30
050348,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,101 CITY DRIVE SOUTH,ORANGE,CA,92868,ORANGE,(714) 456-6112,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,1096,5.86,3.86,7.86,,2019-07-01,2021-06-30
050348,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,101 CITY DRIVE SOUTH,ORANGE,CA,92868,ORANGE,(714) 456-6112,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,948,0.81,0,1.65,,2019-07-01,2021-06-30
050348,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,101 CITY DRIVE SOUTH,ORANGE,CA,92868,ORANGE,(714) 456-6112,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,1986,0.92,0,1.85,,2019-07-01,2021-06-30
050348,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,101 CITY DRIVE SOUTH,ORANGE,CA,92868,ORANGE,(714) 456-6112,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,NA,1.04,0.8,1.28,,2019-07-01,2021-06-30
050350,BEVERLY HOSPITAL,309 W BEVERLY BLVD,MONTEBELLO,CA,90640,LOS ANGELES,(323) 726-1222,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,Number of Cases Too Small,NA,NA,NA,NA,1,2019-04-01,2022-03-31
050350,BEVERLY HOSPITAL,309 W BEVERLY BLVD,MONTEBELLO,CA,90640,LOS ANGELES,(323) 726-1222,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,41,12.9,9.6,16.7,,2019-07-01,2022-06-30
050350,BEVERLY HOSPITAL,309 W BEVERLY BLVD,MONTEBELLO,CA,90640,LOS ANGELES,(323) 726-1222,MORT_30_CABG,Death rate for CABG surgery patients,Number of Cases Too Small,NA,NA,NA,NA,1,2019-07-01,2022-06-30
050350,BEVERLY HOSPITAL,309 W BEVERLY BLVD,MONTEBELLO,CA,90640,LOS ANGELES,(323) 726-1222,MORT_30_COPD,Death rate for COPD patients,Number of Cases Too Small,NA,NA,NA,NA,1,2019-07-01,2022-06-30
050350,BEVERLY HOSPITAL,309 W BEVERLY BLVD,MONTEBELLO,CA,90640,LOS ANGELES,(323) 726-1222,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,84,11.4,7.9,15.9,,2019-07-01,2022-06-30
050350,BEVERLY HOSPITAL,309 W BEVERLY BLVD,MONTEBELLO,CA,90640,LOS ANGELES,(323) 726-1222,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,105,14.8,11.1,18.9,,2019-07-01,2022-06-30
050350,BEVERLY HOSPITAL,309 W BEVERLY BLVD,MONTEBELLO,CA,90640,LOS ANGELES,(323) 726-1222,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,36,12.2,8.7,16.6,,2019-07-01,2022-06-30
050350,BEVERLY HOSPITAL,309 W BEVERLY BLVD,MONTEBELLO,CA,90640,LOS ANGELES,(323) 726-1222,PSI_03,Pressure ulcer rate,Worse Than the National Rate,1461,2.23,0.93,3.53,,2019-07-01,2021-06-30
050350,BEVERLY HOSPITAL,309 W BEVERLY BLVD,MONTEBELLO,CA,90640,LOS ANGELES,(323) 726-1222,PSI_04,Death rate among surgical inpatients with serious treatable complications,Number of Cases Too Small,NA,NA,NA,NA,1,2019-07-01,2021-06-30
050350,BEVERLY HOSPITAL,309 W BEVERLY BLVD,MONTEBELLO,CA,90640,LOS ANGELES,(323) 726-1222,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,1965,0.17,0.02,0.33,,2019-07-01,2021-06-30
050350,BEVERLY HOSPITAL,309 W BEVERLY BLVD,MONTEBELLO,CA,90640,LOS ANGELES,(323) 726-1222,PSI_08,In-hospital fall with hip fracture rate,No Different Than the National Rate,2012,0.06,0,0.22,,2019-07-01,2021-06-30
050350,BEVERLY HOSPITAL,309 W BEVERLY BLVD,MONTEBELLO,CA,90640,LOS ANGELES,(323) 726-1222,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,346,2.66,1.22,4.09,,2019-07-01,2021-06-30
050350,BEVERLY HOSPITAL,309 W BEVERLY BLVD,MONTEBELLO,CA,90640,LOS ANGELES,(323) 726-1222,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,52,0.9,0,2.1,,2019-07-01,2021-06-30
050350,BEVERLY HOSPITAL,309 W BEVERLY BLVD,MONTEBELLO,CA,90640,LOS ANGELES,(323) 726-1222,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,73,5.06,0,14.34,,2019-07-01,2021-06-30
050350,BEVERLY HOSPITAL,309 W BEVERLY BLVD,MONTEBELLO,CA,90640,LOS ANGELES,(323) 726-1222,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,366,3.41,0.98,5.83,,2019-07-01,2021-06-30
050350,BEVERLY HOSPITAL,309 W BEVERLY BLVD,MONTEBELLO,CA,90640,LOS ANGELES,(323) 726-1222,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,63,3.79,0.41,7.16,,2019-07-01,2021-06-30
