facility_id,facility_name,address,city_town,state,zip_code,county_parish,telephone_number,condition,measure_id,measure_name,score,sample,footnote,start_date,end_date
050581,LAKEWOOD REGIONAL MEDICAL CENTER,3700 SOUTH ST,LAKEWOOD,CA,90712,LOS ANGELES,(562) 602-6751,Heart Attack or Chest Pain,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,NA,NA,5,2022-01-01,2022-12-31
050581,LAKEWOOD REGIONAL MEDICAL CENTER,3700 SOUTH ST,LAKEWOOD,CA,90712,LOS ANGELES,(562) 602-6751,Electronic Clinical Quality Measure,SAFE_USE_OF_OPIOIDS,Safe Use of Opioids - Concurrent Prescribing,17,1059,,2022-01-01,2022-12-31
050581,LAKEWOOD REGIONAL MEDICAL CENTER,3700 SOUTH ST,LAKEWOOD,CA,90712,LOS ANGELES,(562) 602-6751,Sepsis Care,SEP_1,Appropriate care for severe sepsis and septic shock,60,200,2,2022-01-01,2022-12-31
050581,LAKEWOOD REGIONAL MEDICAL CENTER,3700 SOUTH ST,LAKEWOOD,CA,90712,LOS ANGELES,(562) 602-6751,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,64,85,2,2022-01-01,2022-12-31
050581,LAKEWOOD REGIONAL MEDICAL CENTER,3700 SOUTH ST,LAKEWOOD,CA,90712,LOS ANGELES,(562) 602-6751,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,84,44,2,2022-01-01,2022-12-31
050581,LAKEWOOD REGIONAL MEDICAL CENTER,3700 SOUTH ST,LAKEWOOD,CA,90712,LOS ANGELES,(562) 602-6751,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,84,200,2,2022-01-01,2022-12-31
050581,LAKEWOOD REGIONAL MEDICAL CENTER,3700 SOUTH ST,LAKEWOOD,CA,90712,LOS ANGELES,(562) 602-6751,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,93,127,2,2022-01-01,2022-12-31
050581,LAKEWOOD REGIONAL MEDICAL CENTER,3700 SOUTH ST,LAKEWOOD,CA,90712,LOS ANGELES,(562) 602-6751,Electronic Clinical Quality Measure,STK_02,Discharged on Antithrombotic Therapy,88,145,,2022-01-01,2022-12-31
050581,LAKEWOOD REGIONAL MEDICAL CENTER,3700 SOUTH ST,LAKEWOOD,CA,90712,LOS ANGELES,(562) 602-6751,Electronic Clinical Quality Measure,STK_03,Anticoagulation Therapy for Atrial Fibrillation/Flutter,NA,NA,5,2022-01-01,2022-12-31
050581,LAKEWOOD REGIONAL MEDICAL CENTER,3700 SOUTH ST,LAKEWOOD,CA,90712,LOS ANGELES,(562) 602-6751,Electronic Clinical Quality Measure,STK_05,Antithrombotic Therapy by End of Hospital Day 2,NA,NA,5,2022-01-01,2022-12-31
050581,LAKEWOOD REGIONAL MEDICAL CENTER,3700 SOUTH ST,LAKEWOOD,CA,90712,LOS ANGELES,(562) 602-6751,Electronic Clinical Quality Measure,STK_06,Discharged on Statin Medication,NA,NA,5,2022-01-01,2022-12-31
050581,LAKEWOOD REGIONAL MEDICAL CENTER,3700 SOUTH ST,LAKEWOOD,CA,90712,LOS ANGELES,(562) 602-6751,Electronic Clinical Quality Measure,VTE_1,Venous Thromboembolism Prophylaxis,78,3292,,2022-01-01,2022-12-31
050581,LAKEWOOD REGIONAL MEDICAL CENTER,3700 SOUTH ST,LAKEWOOD,CA,90712,LOS ANGELES,(562) 602-6751,Electronic Clinical Quality Measure,VTE_2,Intensive Care Unit Venous Thromboembolism Prophylaxis,89,933,,2022-01-01,2022-12-31
050586,CHINO VALLEY MEDICAL CENTER,5451 WALNUT AVE,CHINO,CA,91710,SAN BERNARDINO,(909) 627-6111,Emergency Department,EDV,Emergency department volume,medium,,,2021-01-01,2021-12-31
050586,CHINO VALLEY MEDICAL CENTER,5451 WALNUT AVE,CHINO,CA,91710,SAN BERNARDINO,(909) 627-6111,Electronic Clinical Quality Measure,ED_2_Strata_1,Admit Decision Time to ED Departure Time for Admitted Patients - non psychiatric/mental health disorders,NA,NA,5,2022-01-01,2022-12-31
050586,CHINO VALLEY MEDICAL CENTER,5451 WALNUT AVE,CHINO,CA,91710,SAN BERNARDINO,(909) 627-6111,Electronic Clinical Quality Measure,ED_2_Strata_2,Admit Decision Time to ED Departure Time for Admitted Patients - psychiatric/mental health disorders,NA,NA,5,2022-01-01,2022-12-31
050586,CHINO VALLEY MEDICAL CENTER,5451 WALNUT AVE,CHINO,CA,91710,SAN BERNARDINO,(909) 627-6111,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,81.1,727,,2022-10-01,2022-12-31
050586,CHINO VALLEY MEDICAL CENTER,5451 WALNUT AVE,CHINO,CA,91710,SAN BERNARDINO,(909) 627-6111,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination,76,741,,2022-10-01,2023-03-31
050586,CHINO VALLEY MEDICAL CENTER,5451 WALNUT AVE,CHINO,CA,91710,SAN BERNARDINO,(909) 627-6111,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,180,387,,2022-01-01,2022-12-31
050586,CHINO VALLEY MEDICAL CENTER,5451 WALNUT AVE,CHINO,CA,91710,SAN BERNARDINO,(909) 627-6111,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,145,12,,2022-01-01,2022-12-31
050586,CHINO VALLEY MEDICAL CENTER,5451 WALNUT AVE,CHINO,CA,91710,SAN BERNARDINO,(909) 627-6111,Heart Attack or Chest Pain,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,NA,NA,7,2022-01-01,2022-12-31
050586,CHINO VALLEY MEDICAL CENTER,5451 WALNUT AVE,CHINO,CA,91710,SAN BERNARDINO,(909) 627-6111,Emergency Department,OP_22,Left before being seen,3,34699,,2021-01-01,2021-12-31
050586,CHINO VALLEY MEDICAL CENTER,5451 WALNUT AVE,CHINO,CA,91710,SAN BERNARDINO,(909) 627-6111,Emergency Department,OP_23,Head CT results,NA,NA,1,2022-01-01,2022-12-31
050586,CHINO VALLEY MEDICAL CENTER,5451 WALNUT AVE,CHINO,CA,91710,SAN BERNARDINO,(909) 627-6111,Colonoscopy care,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,NA,NA,1,2021-01-01,2021-12-31
050586,CHINO VALLEY MEDICAL CENTER,5451 WALNUT AVE,CHINO,CA,91710,SAN BERNARDINO,(909) 627-6111,Cataract surgery outcome,OP_31,Improvement in Patient's Visual Function within 90 Days Following Cataract Surgery,NA,NA,5,2021-01-01,2021-12-31
050586,CHINO VALLEY MEDICAL CENTER,5451 WALNUT AVE,CHINO,CA,91710,SAN BERNARDINO,(909) 627-6111,Heart Attack or Chest Pain,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,75,11,,2022-01-01,2022-12-31
050586,CHINO VALLEY MEDICAL CENTER,5451 WALNUT AVE,CHINO,CA,91710,SAN BERNARDINO,(909) 627-6111,Electronic Clinical Quality Measure,SAFE_USE_OF_OPIOIDS,Safe Use of Opioids - Concurrent Prescribing,10,395,,2022-01-01,2022-12-31
050586,CHINO VALLEY MEDICAL CENTER,5451 WALNUT AVE,CHINO,CA,91710,SAN BERNARDINO,(909) 627-6111,Sepsis Care,SEP_1,Appropriate care for severe sepsis and septic shock,55,98,2,2022-01-01,2022-12-31
050586,CHINO VALLEY MEDICAL CENTER,5451 WALNUT AVE,CHINO,CA,91710,SAN BERNARDINO,(909) 627-6111,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,48,25,2,2022-01-01,2022-12-31
050586,CHINO VALLEY MEDICAL CENTER,5451 WALNUT AVE,CHINO,CA,91710,SAN BERNARDINO,(909) 627-6111,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,NA,NA,"1, 2, 3",2022-01-01,2022-12-31
050586,CHINO VALLEY MEDICAL CENTER,5451 WALNUT AVE,CHINO,CA,91710,SAN BERNARDINO,(909) 627-6111,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,71,98,2,2022-01-01,2022-12-31
050586,CHINO VALLEY MEDICAL CENTER,5451 WALNUT AVE,CHINO,CA,91710,SAN BERNARDINO,(909) 627-6111,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,98,52,2,2022-01-01,2022-12-31
050586,CHINO VALLEY MEDICAL CENTER,5451 WALNUT AVE,CHINO,CA,91710,SAN BERNARDINO,(909) 627-6111,Electronic Clinical Quality Measure,STK_02,Discharged on Antithrombotic Therapy,NA,NA,1,2022-01-01,2022-12-31
050586,CHINO VALLEY MEDICAL CENTER,5451 WALNUT AVE,CHINO,CA,91710,SAN BERNARDINO,(909) 627-6111,Electronic Clinical Quality Measure,STK_03,Anticoagulation Therapy for Atrial Fibrillation/Flutter,NA,NA,5,2022-01-01,2022-12-31
050586,CHINO VALLEY MEDICAL CENTER,5451 WALNUT AVE,CHINO,CA,91710,SAN BERNARDINO,(909) 627-6111,Electronic Clinical Quality Measure,STK_05,Antithrombotic Therapy by End of Hospital Day 2,NA,NA,1,2022-01-01,2022-12-31
050586,CHINO VALLEY MEDICAL CENTER,5451 WALNUT AVE,CHINO,CA,91710,SAN BERNARDINO,(909) 627-6111,Electronic Clinical Quality Measure,STK_06,Discharged on Statin Medication,NA,NA,1,2022-01-01,2022-12-31
050586,CHINO VALLEY MEDICAL CENTER,5451 WALNUT AVE,CHINO,CA,91710,SAN BERNARDINO,(909) 627-6111,Electronic Clinical Quality Measure,VTE_1,Venous Thromboembolism Prophylaxis,NA,NA,5,2022-01-01,2022-12-31
050586,CHINO VALLEY MEDICAL CENTER,5451 WALNUT AVE,CHINO,CA,91710,SAN BERNARDINO,(909) 627-6111,Electronic Clinical Quality Measure,VTE_2,Intensive Care Unit Venous Thromboembolism Prophylaxis,NA,NA,5,2022-01-01,2022-12-31
050588,SAN DIMAS COMMUNITY HOSPITAL,1350 W COVINA BLVD,SAN DIMAS,CA,91773,LOS ANGELES,(909) 599-6811,Emergency Department,EDV,Emergency department volume,low,,,2021-01-01,2021-12-31
050588,SAN DIMAS COMMUNITY HOSPITAL,1350 W COVINA BLVD,SAN DIMAS,CA,91773,LOS ANGELES,(909) 599-6811,Electronic Clinical Quality Measure,ED_2_Strata_1,Admit Decision Time to ED Departure Time for Admitted Patients - non psychiatric/mental health disorders,16,253,,2022-01-01,2022-12-31
050588,SAN DIMAS COMMUNITY HOSPITAL,1350 W COVINA BLVD,SAN DIMAS,CA,91773,LOS ANGELES,(909) 599-6811,Electronic Clinical Quality Measure,ED_2_Strata_2,Admit Decision Time to ED Departure Time for Admitted Patients - psychiatric/mental health disorders,NA,0,5,2022-01-01,2022-12-31
050588,SAN DIMAS COMMUNITY HOSPITAL,1350 W COVINA BLVD,SAN DIMAS,CA,91773,LOS ANGELES,(909) 599-6811,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,83.5,609,,2022-10-01,2022-12-31
050588,SAN DIMAS COMMUNITY HOSPITAL,1350 W COVINA BLVD,SAN DIMAS,CA,91773,LOS ANGELES,(909) 599-6811,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination,72,1039,,2022-10-01,2023-03-31
050588,SAN DIMAS COMMUNITY HOSPITAL,1350 W COVINA BLVD,SAN DIMAS,CA,91773,LOS ANGELES,(909) 599-6811,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,215,369,,2022-01-01,2022-12-31
050588,SAN DIMAS COMMUNITY HOSPITAL,1350 W COVINA BLVD,SAN DIMAS,CA,91773,LOS ANGELES,(909) 599-6811,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,159,11,,2022-01-01,2022-12-31
050588,SAN DIMAS COMMUNITY HOSPITAL,1350 W COVINA BLVD,SAN DIMAS,CA,91773,LOS ANGELES,(909) 599-6811,Heart Attack or Chest Pain,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,NA,NA,7,2022-01-01,2022-12-31
050588,SAN DIMAS COMMUNITY HOSPITAL,1350 W COVINA BLVD,SAN DIMAS,CA,91773,LOS ANGELES,(909) 599-6811,Emergency Department,OP_22,Left before being seen,2,13830,,2021-01-01,2021-12-31
050588,SAN DIMAS COMMUNITY HOSPITAL,1350 W COVINA BLVD,SAN DIMAS,CA,91773,LOS ANGELES,(909) 599-6811,Emergency Department,OP_23,Head CT results,NA,NA,1,2022-01-01,2022-12-31
050588,SAN DIMAS COMMUNITY HOSPITAL,1350 W COVINA BLVD,SAN DIMAS,CA,91773,LOS ANGELES,(909) 599-6811,Colonoscopy care,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,64,11,,2021-01-01,2021-12-31
050588,SAN DIMAS COMMUNITY HOSPITAL,1350 W COVINA BLVD,SAN DIMAS,CA,91773,LOS ANGELES,(909) 599-6811,Cataract surgery outcome,OP_31,Improvement in Patient's Visual Function within 90 Days Following Cataract Surgery,NA,NA,5,2021-01-01,2021-12-31
050588,SAN DIMAS COMMUNITY HOSPITAL,1350 W COVINA BLVD,SAN DIMAS,CA,91773,LOS ANGELES,(909) 599-6811,Heart Attack or Chest Pain,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,NA,NA,1,2022-01-01,2022-12-31
050588,SAN DIMAS COMMUNITY HOSPITAL,1350 W COVINA BLVD,SAN DIMAS,CA,91773,LOS ANGELES,(909) 599-6811,Electronic Clinical Quality Measure,SAFE_USE_OF_OPIOIDS,Safe Use of Opioids - Concurrent Prescribing,18,323,,2022-01-01,2022-12-31
050588,SAN DIMAS COMMUNITY HOSPITAL,1350 W COVINA BLVD,SAN DIMAS,CA,91773,LOS ANGELES,(909) 599-6811,Sepsis Care,SEP_1,Appropriate care for severe sepsis and septic shock,63,73,2,2022-01-01,2022-12-31
050588,SAN DIMAS COMMUNITY HOSPITAL,1350 W COVINA BLVD,SAN DIMAS,CA,91773,LOS ANGELES,(909) 599-6811,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,65,17,2,2022-01-01,2022-12-31
050588,SAN DIMAS COMMUNITY HOSPITAL,1350 W COVINA BLVD,SAN DIMAS,CA,91773,LOS ANGELES,(909) 599-6811,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,NA,NA,"1, 2",2022-01-01,2022-12-31
050588,SAN DIMAS COMMUNITY HOSPITAL,1350 W COVINA BLVD,SAN DIMAS,CA,91773,LOS ANGELES,(909) 599-6811,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,79,73,2,2022-01-01,2022-12-31
050588,SAN DIMAS COMMUNITY HOSPITAL,1350 W COVINA BLVD,SAN DIMAS,CA,91773,LOS ANGELES,(909) 599-6811,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,90,39,2,2022-01-01,2022-12-31
050588,SAN DIMAS COMMUNITY HOSPITAL,1350 W COVINA BLVD,SAN DIMAS,CA,91773,LOS ANGELES,(909) 599-6811,Electronic Clinical Quality Measure,STK_02,Discharged on Antithrombotic Therapy,NA,NA,1,2022-01-01,2022-12-31
050588,SAN DIMAS COMMUNITY HOSPITAL,1350 W COVINA BLVD,SAN DIMAS,CA,91773,LOS ANGELES,(909) 599-6811,Electronic Clinical Quality Measure,STK_03,Anticoagulation Therapy for Atrial Fibrillation/Flutter,NA,NA,5,2022-01-01,2022-12-31
050588,SAN DIMAS COMMUNITY HOSPITAL,1350 W COVINA BLVD,SAN DIMAS,CA,91773,LOS ANGELES,(909) 599-6811,Electronic Clinical Quality Measure,STK_05,Antithrombotic Therapy by End of Hospital Day 2,79,28,,2022-01-01,2022-12-31
050588,SAN DIMAS COMMUNITY HOSPITAL,1350 W COVINA BLVD,SAN DIMAS,CA,91773,LOS ANGELES,(909) 599-6811,Electronic Clinical Quality Measure,STK_06,Discharged on Statin Medication,NA,NA,5,2022-01-01,2022-12-31
050588,SAN DIMAS COMMUNITY HOSPITAL,1350 W COVINA BLVD,SAN DIMAS,CA,91773,LOS ANGELES,(909) 599-6811,Electronic Clinical Quality Measure,VTE_1,Venous Thromboembolism Prophylaxis,NA,NA,5,2022-01-01,2022-12-31
050588,SAN DIMAS COMMUNITY HOSPITAL,1350 W COVINA BLVD,SAN DIMAS,CA,91773,LOS ANGELES,(909) 599-6811,Electronic Clinical Quality Measure,VTE_2,Intensive Care Unit Venous Thromboembolism Prophylaxis,NA,NA,5,2022-01-01,2022-12-31
050589,PLACENTIA LINDA HOSPITAL,1301 N ROSE DRIVE,PLACENTIA,CA,92870,ORANGE,(714) 993-2000,Emergency Department,EDV,Emergency department volume,medium,,,2021-01-01,2021-12-31
050589,PLACENTIA LINDA HOSPITAL,1301 N ROSE DRIVE,PLACENTIA,CA,92870,ORANGE,(714) 993-2000,Electronic Clinical Quality Measure,ED_2_Strata_1,Admit Decision Time to ED Departure Time for Admitted Patients - non psychiatric/mental health disorders,NA,NA,5,2022-01-01,2022-12-31
050589,PLACENTIA LINDA HOSPITAL,1301 N ROSE DRIVE,PLACENTIA,CA,92870,ORANGE,(714) 993-2000,Electronic Clinical Quality Measure,ED_2_Strata_2,Admit Decision Time to ED Departure Time for Admitted Patients - psychiatric/mental health disorders,NA,NA,5,2022-01-01,2022-12-31
050589,PLACENTIA LINDA HOSPITAL,1301 N ROSE DRIVE,PLACENTIA,CA,92870,ORANGE,(714) 993-2000,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,93.7,834,,2022-10-01,2022-12-31
050589,PLACENTIA LINDA HOSPITAL,1301 N ROSE DRIVE,PLACENTIA,CA,92870,ORANGE,(714) 993-2000,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination,79,977,,2022-10-01,2023-03-31
050589,PLACENTIA LINDA HOSPITAL,1301 N ROSE DRIVE,PLACENTIA,CA,92870,ORANGE,(714) 993-2000,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,144,412,,2022-01-01,2022-12-31
050589,PLACENTIA LINDA HOSPITAL,1301 N ROSE DRIVE,PLACENTIA,CA,92870,ORANGE,(714) 993-2000,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,232,18,,2022-01-01,2022-12-31
050589,PLACENTIA LINDA HOSPITAL,1301 N ROSE DRIVE,PLACENTIA,CA,92870,ORANGE,(714) 993-2000,Heart Attack or Chest Pain,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,NA,NA,7,2022-01-01,2022-12-31
050589,PLACENTIA LINDA HOSPITAL,1301 N ROSE DRIVE,PLACENTIA,CA,92870,ORANGE,(714) 993-2000,Emergency Department,OP_22,Left before being seen,0,25192,,2021-01-01,2021-12-31
050589,PLACENTIA LINDA HOSPITAL,1301 N ROSE DRIVE,PLACENTIA,CA,92870,ORANGE,(714) 993-2000,Emergency Department,OP_23,Head CT results,NA,NA,1,2022-01-01,2022-12-31
050589,PLACENTIA LINDA HOSPITAL,1301 N ROSE DRIVE,PLACENTIA,CA,92870,ORANGE,(714) 993-2000,Colonoscopy care,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,100,89,,2021-01-01,2021-12-31
050589,PLACENTIA LINDA HOSPITAL,1301 N ROSE DRIVE,PLACENTIA,CA,92870,ORANGE,(714) 993-2000,Cataract surgery outcome,OP_31,Improvement in Patient's Visual Function within 90 Days Following Cataract Surgery,NA,NA,5,2021-01-01,2021-12-31
050589,PLACENTIA LINDA HOSPITAL,1301 N ROSE DRIVE,PLACENTIA,CA,92870,ORANGE,(714) 993-2000,Heart Attack or Chest Pain,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,50,17,,2022-01-01,2022-12-31
050589,PLACENTIA LINDA HOSPITAL,1301 N ROSE DRIVE,PLACENTIA,CA,92870,ORANGE,(714) 993-2000,Electronic Clinical Quality Measure,SAFE_USE_OF_OPIOIDS,Safe Use of Opioids - Concurrent Prescribing,15,543,,2022-01-01,2022-12-31
050589,PLACENTIA LINDA HOSPITAL,1301 N ROSE DRIVE,PLACENTIA,CA,92870,ORANGE,(714) 993-2000,Sepsis Care,SEP_1,Appropriate care for severe sepsis and septic shock,85,60,2,2022-01-01,2022-12-31
050589,PLACENTIA LINDA HOSPITAL,1301 N ROSE DRIVE,PLACENTIA,CA,92870,ORANGE,(714) 993-2000,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,100,12,2,2022-01-01,2022-12-31
050589,PLACENTIA LINDA HOSPITAL,1301 N ROSE DRIVE,PLACENTIA,CA,92870,ORANGE,(714) 993-2000,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,NA,NA,"1, 2, 3",2022-01-01,2022-12-31
050589,PLACENTIA LINDA HOSPITAL,1301 N ROSE DRIVE,PLACENTIA,CA,92870,ORANGE,(714) 993-2000,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,85,61,2,2022-01-01,2022-12-31
050589,PLACENTIA LINDA HOSPITAL,1301 N ROSE DRIVE,PLACENTIA,CA,92870,ORANGE,(714) 993-2000,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,100,46,2,2022-01-01,2022-12-31
050589,PLACENTIA LINDA HOSPITAL,1301 N ROSE DRIVE,PLACENTIA,CA,92870,ORANGE,(714) 993-2000,Electronic Clinical Quality Measure,STK_02,Discharged on Antithrombotic Therapy,88,34,,2022-01-01,2022-12-31
050589,PLACENTIA LINDA HOSPITAL,1301 N ROSE DRIVE,PLACENTIA,CA,92870,ORANGE,(714) 993-2000,Electronic Clinical Quality Measure,STK_03,Anticoagulation Therapy for Atrial Fibrillation/Flutter,NA,NA,5,2022-01-01,2022-12-31
050589,PLACENTIA LINDA HOSPITAL,1301 N ROSE DRIVE,PLACENTIA,CA,92870,ORANGE,(714) 993-2000,Electronic Clinical Quality Measure,STK_05,Antithrombotic Therapy by End of Hospital Day 2,NA,NA,5,2022-01-01,2022-12-31
050589,PLACENTIA LINDA HOSPITAL,1301 N ROSE DRIVE,PLACENTIA,CA,92870,ORANGE,(714) 993-2000,Electronic Clinical Quality Measure,STK_06,Discharged on Statin Medication,NA,NA,5,2022-01-01,2022-12-31
050589,PLACENTIA LINDA HOSPITAL,1301 N ROSE DRIVE,PLACENTIA,CA,92870,ORANGE,(714) 993-2000,Electronic Clinical Quality Measure,VTE_1,Venous Thromboembolism Prophylaxis,84,1291,,2022-01-01,2022-12-31
050589,PLACENTIA LINDA HOSPITAL,1301 N ROSE DRIVE,PLACENTIA,CA,92870,ORANGE,(714) 993-2000,Electronic Clinical Quality Measure,VTE_2,Intensive Care Unit Venous Thromboembolism Prophylaxis,90,243,,2022-01-01,2022-12-31
050590,METHODIST HOSPITAL OF SACRAMENTO,7500 HOSPITAL DRIVE,SACRAMENTO,CA,95823,SACRAMENTO,(916) 423-6010,Emergency Department,EDV,Emergency department volume,high,,,2021-01-01,2021-12-31
050590,METHODIST HOSPITAL OF SACRAMENTO,7500 HOSPITAL DRIVE,SACRAMENTO,CA,95823,SACRAMENTO,(916) 423-6010,Electronic Clinical Quality Measure,ED_2_Strata_1,Admit Decision Time to ED Departure Time for Admitted Patients - non psychiatric/mental health disorders,NA,NA,5,2022-01-01,2022-12-31
050590,METHODIST HOSPITAL OF SACRAMENTO,7500 HOSPITAL DRIVE,SACRAMENTO,CA,95823,SACRAMENTO,(916) 423-6010,Electronic Clinical Quality Measure,ED_2_Strata_2,Admit Decision Time to ED Departure Time for Admitted Patients - psychiatric/mental health disorders,NA,NA,5,2022-01-01,2022-12-31
050590,METHODIST HOSPITAL OF SACRAMENTO,7500 HOSPITAL DRIVE,SACRAMENTO,CA,95823,SACRAMENTO,(916) 423-6010,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,91.3,1724,,2022-10-01,2022-12-31
050590,METHODIST HOSPITAL OF SACRAMENTO,7500 HOSPITAL DRIVE,SACRAMENTO,CA,95823,SACRAMENTO,(916) 423-6010,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination,61,1877,,2022-10-01,2023-03-31
050590,METHODIST HOSPITAL OF SACRAMENTO,7500 HOSPITAL DRIVE,SACRAMENTO,CA,95823,SACRAMENTO,(916) 423-6010,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,194,373,,2022-01-01,2022-12-31
050590,METHODIST HOSPITAL OF SACRAMENTO,7500 HOSPITAL DRIVE,SACRAMENTO,CA,95823,SACRAMENTO,(916) 423-6010,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,458,22,,2022-01-01,2022-12-31
050590,METHODIST HOSPITAL OF SACRAMENTO,7500 HOSPITAL DRIVE,SACRAMENTO,CA,95823,SACRAMENTO,(916) 423-6010,Heart Attack or Chest Pain,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,NA,NA,1,2022-01-01,2022-12-31
050590,METHODIST HOSPITAL OF SACRAMENTO,7500 HOSPITAL DRIVE,SACRAMENTO,CA,95823,SACRAMENTO,(916) 423-6010,Emergency Department,OP_22,Left before being seen,1,52104,,2021-01-01,2021-12-31
050590,METHODIST HOSPITAL OF SACRAMENTO,7500 HOSPITAL DRIVE,SACRAMENTO,CA,95823,SACRAMENTO,(916) 423-6010,Emergency Department,OP_23,Head CT results,93,27,,2022-01-01,2022-12-31
050590,METHODIST HOSPITAL OF SACRAMENTO,7500 HOSPITAL DRIVE,SACRAMENTO,CA,95823,SACRAMENTO,(916) 423-6010,Colonoscopy care,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,94,68,,2021-01-01,2021-12-31
050590,METHODIST HOSPITAL OF SACRAMENTO,7500 HOSPITAL DRIVE,SACRAMENTO,CA,95823,SACRAMENTO,(916) 423-6010,Cataract surgery outcome,OP_31,Improvement in Patient's Visual Function within 90 Days Following Cataract Surgery,NA,NA,5,2021-01-01,2021-12-31
050590,METHODIST HOSPITAL OF SACRAMENTO,7500 HOSPITAL DRIVE,SACRAMENTO,CA,95823,SACRAMENTO,(916) 423-6010,Heart Attack or Chest Pain,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,NA,NA,"1, 3",2022-01-01,2022-12-31
050590,METHODIST HOSPITAL OF SACRAMENTO,7500 HOSPITAL DRIVE,SACRAMENTO,CA,95823,SACRAMENTO,(916) 423-6010,Electronic Clinical Quality Measure,SAFE_USE_OF_OPIOIDS,Safe Use of Opioids - Concurrent Prescribing,9,1545,,2022-01-01,2022-12-31
050590,METHODIST HOSPITAL OF SACRAMENTO,7500 HOSPITAL DRIVE,SACRAMENTO,CA,95823,SACRAMENTO,(916) 423-6010,Sepsis Care,SEP_1,Appropriate care for severe sepsis and septic shock,91,138,2,2022-01-01,2022-12-31
050590,METHODIST HOSPITAL OF SACRAMENTO,7500 HOSPITAL DRIVE,SACRAMENTO,CA,95823,SACRAMENTO,(916) 423-6010,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,92,36,2,2022-01-01,2022-12-31
