facility_id,facility_name,address,city_town,state,zip_code,county_parish,telephone_number,hospital_type,hospital_ownership,emergency_services,meets_criteria_for_promoting_interoperability_of_eh_rs,meets_criteria_for_birthing_friendly_designation,hospital_overall_rating,hospital_overall_rating_footnote,mort_group_measure_count,count_of_facility_mort_measures,count_of_mort_measures_better,count_of_mort_measures_no_different,count_of_mort_measures_worse,mort_group_footnote,safety_group_measure_count,count_of_facility_safety_measures,count_of_safety_measures_better,count_of_safety_measures_no_different,count_of_safety_measures_worse,safety_group_footnote,readm_group_measure_count,count_of_facility_readm_measures,count_of_readm_measures_better,count_of_readm_measures_no_different,count_of_readm_measures_worse,readm_group_footnote,pt_exp_group_measure_count,count_of_facility_pt_exp_measures,pt_exp_group_footnote,te_group_measure_count,count_of_facility_te_measures,te_group_footnote
050426,WEST ANAHEIM MEDICAL CENTER,3033 W ORANGE AVENUE,ANAHEIM,CA,92804,ORANGE,(714) 827-3000,Acute Care Hospitals,Proprietary,Yes,Y,,4,,7,5,0,5,0,,8,5,1,4,0,,11,5,0,5,0,,8,8,,12,6,
050438,HUNTINGTON HOSPITAL,100 W  CALIFORNIA BLVD,PASADENA,CA,91109,LOS ANGELES,(626) 397-5000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Y,4,,7,7,1,6,0,,8,8,3,5,0,,11,9,0,9,0,,8,8,,12,8,
050441,STANFORD HEALTH CARE,300 PASTEUR DRIVE,STANFORD,CA,94305,SANTA CLARA,(650) 723-5708,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,5,,7,7,3,4,0,,8,8,2,6,0,,11,11,1,9,1,,8,8,,12,10,
050444,MERCY MEDICAL CENTER,333 MERCY AVENUE,MERCED,CA,95340,MERCED,(209) 564-5000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,,7,6,0,6,0,,8,7,2,4,1,,11,10,0,10,0,,8,8,,12,8,
050454,UCSF MEDICAL CENTER,"505 PARNASSUS AVE, BOX 0296",SAN FRANCISCO,CA,94143,SAN FRANCISCO,(415) 353-2733,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Y,5,,7,7,3,4,0,,8,8,1,7,0,,11,11,0,10,1,,8,8,,12,10,
050455,ADVENTIST HEALTH BAKERSFIELD,2615 CHESTER AVENUE,BAKERSFIELD,CA,93301,KERN,(661) 395-3000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,,7,6,0,6,0,,8,7,1,6,0,,11,10,0,10,0,,8,8,,12,10,
050457,ST MARY'S MEDICAL CENTER,450 STANYAN ST,SAN FRANCISCO,CA,94117,SAN FRANCISCO,(415) 668-1000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,3,,7,6,0,6,0,,8,6,1,5,0,,11,10,0,8,2,,8,8,,12,8,
050464,DOCTORS MEDICAL CENTER,1441 FLORIDA AVENUE,MODESTO,CA,95350,STANISLAUS,(209) 578-1211,Acute Care Hospitals,Proprietary,Yes,Y,Y,1,,7,7,0,4,3,,8,7,2,4,1,,11,9,0,6,3,,8,8,,12,9,
050468,MEMORIAL HOSPITAL OF GARDENA,1145 W REDONDO BEACH BLVD,GARDENA,CA,90247,LOS ANGELES,(310) 532-4200,Acute Care Hospitals,Proprietary,Yes,,,2,,7,4,0,4,0,,8,5,0,5,0,,11,4,1,2,1,,8,8,,12,6,
050471,PIH HEALTH GOOD SAMARITAN HOSPITAL,1225 WILSHIRE BOULEVARD,LOS ANGELES,CA,90017,LOS ANGELES,(213) 977-2121,Acute Care Hospitals,Proprietary,No,Y,Y,3,,7,7,1,6,0,,8,7,1,5,1,,11,9,0,8,1,,8,8,,12,9,
050481,WEST HILLS HOSPITAL & MEDICAL CENTER,7300 MEDICAL CENTER DR,WEST HILLS,CA,91307,LOS ANGELES,(818) 676-4000,Acute Care Hospitals,Proprietary,Yes,Y,,2,,7,7,1,6,0,,8,7,1,6,0,,11,8,0,5,3,,8,8,,12,6,
050485,MEMORIALCARE LONG BEACH MEDICAL CENTER,2801 ATLANTIC AVE,LONG BEACH,CA,90806,LOS ANGELES,(562) 933-2000,Acute Care Hospitals,Voluntary non-profit - Other,No,Y,,3,,7,7,1,6,0,,8,8,0,8,0,,11,11,0,10,1,,8,8,,12,8,
050488,EDEN MEDICAL CENTER,20103 LAKE CHABOT ROAD,CASTRO VALLEY,CA,94546,ALAMEDA,(510) 537-1234,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Y,5,,7,6,0,6,0,,8,7,1,6,0,,11,8,0,8,0,,8,8,,12,9,
050492,CLOVIS COMMUNITY MEDICAL CENTER,2755 HERNDON AVE,CLOVIS,CA,93611,FRESNO,(559) 324-4000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,2,,7,6,0,5,1,,8,8,1,7,0,,11,10,1,8,1,,8,8,,12,8,
050496,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,2540 EAST ST,CONCORD,CA,94520,CONTRA COSTA,(925) 682-8200,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,5,,7,7,0,7,0,,8,7,1,6,0,,11,11,2,9,0,,8,8,,12,9,
050498,SUTTER AUBURN FAITH HOSPITAL,11815 EDUCATION STREET,AUBURN,CA,95603,PLACER,(530) 888-4500,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,5,,7,5,0,5,0,,8,6,0,6,0,,11,9,2,7,0,,8,8,,12,11,
050503,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,354 SANTA FE DRIVE,ENCINITAS,CA,92024,SAN DIEGO,(760) 753-6501,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,5,,7,6,1,5,0,,8,7,0,7,0,,11,8,3,5,0,,8,8,,12,11,
050506,TENET HEALTH CENTRAL COAST SIERRA VISTA RMC,1010 MURRAY AVENUE,SAN LUIS OBISPO,CA,93405,SAN LUIS OBISPO,(805) 546-7600,Acute Care Hospitals,Proprietary,Yes,Y,Y,2,,7,4,0,4,0,,8,7,1,6,0,,11,7,1,6,0,,8,8,,12,8,
050510,KAISER FOUNDATION HOSPITAL,99 MONTECILLO RD,SAN RAFAEL,CA,94903,MARIN,(415) 444-2000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,3,17,7,NA,NA,NA,NA,5,8,5,0,5,0,,11,1,0,1,0,,8,8,,12,3,
050512,KAISER FOUNDATION HOSPITAL - FREMONT,39400 PASEO PADRE PKWY,FREMONT,CA,94538,ALAMEDA,(510) 784-4000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,5,17,7,NA,NA,NA,NA,5,8,6,1,5,0,,11,1,0,1,0,,8,8,,12,3,
050515,KAISER FOUNDATION HOSPITAL - SAN DIEGO,4647 ZION AVE,SAN DIEGO,CA,92120,SAN DIEGO,(619) 528-5000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,17,7,NA,NA,NA,NA,5,8,6,2,2,2,,11,2,0,2,0,,8,8,,12,4,
050516,MERCY SAN JUAN MEDICAL CENTER,6501 COYLE AVE,CARMICHAEL,CA,95608,SACRAMENTO,(916) 537-5000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,,7,7,0,7,0,,8,8,4,4,0,,11,11,1,10,0,,8,8,,12,9,
050517,VICTOR VALLEY GLOBAL MEDICAL CENTER,15248 11TH ST,VICTORVILLE,CA,92392,SAN BERNARDINO,(760) 245-8691,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,Y,1,,7,2,0,2,0,,8,5,1,4,0,,11,5,0,4,1,,8,8,,12,7,
050523,SUTTER DELTA MEDICAL CENTER,3901 LONE TREE WAY,ANTIOCH,CA,94509,CONTRA COSTA,(925) 779-7200,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,,7,6,0,6,0,,8,6,1,5,0,,11,7,0,7,0,,8,8,,12,8,
050526,HUNTINGTON BEACH HOSPITAL,17772 BEACH BLVD,HUNTINGTON BEACH,CA,92647,ORANGE,(714) 843-5000,Acute Care Hospitals,Proprietary,Yes,Y,,2,,7,3,0,3,0,,8,4,0,4,0,,11,4,0,4,0,,8,8,,12,6,
050528,MEMORIAL HOSPITAL LOS BANOS,520 WEST I ST,LOS BANOS,CA,93635,MERCED,(209) 826-0591,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,2,,7,3,0,3,0,,8,2,0,2,0,,11,5,1,4,0,,8,8,,12,9,
050534,JOHN F KENNEDY MEMORIAL HOSPITAL,47111 MONROE STREET,INDIO,CA,92201,RIVERSIDE,(760) 347-6191,Acute Care Hospitals,Proprietary,Yes,Y,Y,2,,7,5,0,5,0,,8,4,1,3,0,,11,7,3,4,0,,8,8,,12,9,
050537,SUTTER DAVIS HOSPITAL,2000 SUTTER PLACE,DAVIS,CA,95616,YOLO,(530) 756-6440,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,5,,7,4,0,4,0,,8,3,0,3,0,,11,9,2,7,0,,8,8,,12,10,
050541,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,1100 VETERANS BOULEVARD,REDWOOD CITY,CA,94063,SAN MATEO,(650) 299-2000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,17,7,1,0,1,0,,8,6,2,4,0,,11,1,0,1,0,,8,8,,12,4,
050543,COLLEGE HOSPITAL COSTA MESA,301 VICTORIA STREET,COSTA MESA,CA,92627,ORANGE,(949) 642-2734,Acute Care Hospitals,Proprietary,No,Y,,NA,16,7,NA,NA,NA,NA,5,8,1,1,0,0,,11,NA,NA,NA,NA,5,8,NA,5,12,3,
050546,PORTERVILLE DEVELOPMENTAL CENTER,26501 AVENUE 140,PORTERVILLE,CA,93257,TULARE,(559) 782-2222,Acute Care Hospitals,Government - State,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
050549,LOS ROBLES HOSPITAL & MEDICAL CENTER,215 W JANSS RD,THOUSAND OAKS,CA,91360,VENTURA,(805) 497-2727,Acute Care Hospitals,Proprietary,No,Y,,4,,7,7,2,5,0,,8,7,2,5,0,,11,9,0,6,3,,8,8,,12,8,
050551,LOS ALAMITOS MEDICAL CENTER,3751 KATELLA AVENUE,LOS ALAMITOS,CA,90720,ORANGE,(562) 799-3220,Acute Care Hospitals,Proprietary,Yes,Y,,1,,7,6,0,6,0,,8,7,0,6,1,,11,8,0,6,2,,8,8,,12,7,
050557,MEMORIAL MEDICAL CENTER,1700 COFFEE RD,MODESTO,CA,95355,STANISLAUS,(209) 526-4500,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,2,,7,7,0,7,0,,8,7,1,6,0,,11,11,0,10,1,,8,8,,12,10,
050561,KAISER FOUNDATION HOSPITAL - WEST LA,6041 CADILLAC AVE,LOS ANGELES,CA,90034,LOS ANGELES,(213) 857-2201,Acute Care Hospitals,Voluntary non-profit - Private,No,Y,Y,3,17,7,NA,NA,NA,NA,5,8,6,0,5,1,,11,1,0,1,0,,8,8,,12,4,
050567,PROVIDENCE MISSION HOSPITAL,27700 MEDICAL CENTER RD,MISSION VIEJO,CA,92691,ORANGE,(949) 364-1400,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,,7,7,1,6,0,,8,7,1,6,0,,11,11,2,9,0,,8,8,,12,11,
050568,MADERA COMMUNITY HOSPITAL,1250 E ALMOND AVE,MADERA,CA,93637,MADERA,(559) 675-5555,Acute Care Hospitals,Voluntary non-profit - Other,Yes,,Y,2,,7,5,0,5,0,,8,5,0,4,1,,11,8,0,8,0,,8,8,,12,8,
050570,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,17100 EUCLID STREET,FOUNTAIN VALLEY,CA,92708,ORANGE,(714) 966-7200,Acute Care Hospitals,Proprietary,Yes,Y,Y,2,,7,7,2,5,0,,8,8,0,7,1,,11,7,0,4,3,,8,8,,12,8,
050573,EISENHOWER MEDICAL CENTER,39-000 BOB HOPE DRIVE,RANCHO MIRAGE,CA,92270,RIVERSIDE,(760) 340-3911,Acute Care Hospitals,Proprietary,Yes,Y,Y,5,,7,7,0,7,0,,8,8,4,3,1,,11,11,1,10,0,,8,8,,12,10,
050580,LA PALMA INTERCOMMUNITY HOSPITAL,7901 WALKER STREET,LA PALMA,CA,90623,ORANGE,(714) 670-7400,Acute Care Hospitals,Proprietary,No,Y,,3,,7,4,1,3,0,,8,3,0,3,0,,11,4,0,3,1,,8,8,,12,6,
050581,LAKEWOOD REGIONAL MEDICAL CENTER,3700 SOUTH ST,LAKEWOOD,CA,90712,LOS ANGELES,(562) 602-6751,Acute Care Hospitals,Proprietary,Yes,Y,,3,,7,6,0,6,0,,8,7,0,7,0,,11,8,0,6,2,,8,8,,12,9,
050586,CHINO VALLEY MEDICAL CENTER,5451 WALNUT AVE,CHINO,CA,91710,SAN BERNARDINO,(909) 627-6111,Acute Care Hospitals,Proprietary,Yes,Y,,NA,16,7,2,0,2,0,,8,2,0,2,0,,11,3,0,3,0,,8,8,,12,6,
050588,SAN DIMAS COMMUNITY HOSPITAL,1350 W COVINA BLVD,SAN DIMAS,CA,91773,LOS ANGELES,(909) 599-6811,Acute Care Hospitals,Proprietary,Yes,Y,Y,2,,7,3,0,3,0,,8,4,1,3,0,,11,4,0,3,1,,8,8,,12,8,
050589,PLACENTIA LINDA HOSPITAL,1301 N ROSE DRIVE,PLACENTIA,CA,92870,ORANGE,(714) 993-2000,Acute Care Hospitals,Proprietary,No,Y,,2,,7,3,0,3,0,,8,5,0,5,0,,11,7,0,7,0,,8,8,,12,8,
050590,METHODIST HOSPITAL OF SACRAMENTO,7500 HOSPITAL DRIVE,SACRAMENTO,CA,95823,SACRAMENTO,(916) 423-6010,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,,7,5,0,5,0,,8,6,1,4,1,,11,7,0,7,0,,8,8,,12,9,
050597,EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,250 S GRAND AVE,GLENDORA,CA,91740,LOS ANGELES,(626) 963-8411,Acute Care Hospitals,Voluntary non-profit - Private,No,Y,,4,,7,4,0,4,0,,8,6,1,5,0,,11,6,0,6,0,,8,8,,12,7,
050599,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,2315 STOCKTON BOULEVARD,SACRAMENTO,CA,95817,SACRAMENTO,(916) 734-2011,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Y,4,,7,7,2,5,0,,8,8,2,6,0,,11,11,1,8,2,,8,8,,12,10,
050603,MEMORIALCARE SADDLEBACK MEDICAL CENTER,24451 HEALTH CENTER DRIVE,LAGUNA HILLS,CA,92653,ORANGE,(949) 837-4500,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,,7,7,0,7,0,,8,7,0,7,0,,11,7,1,6,0,,8,8,,12,9,
050604,KAISER FOUNDATION HOSPITAL-SAN JOSE,250 HOSPITAL PARKWAY,SAN JOSE,CA,95119,SANTA CLARA,(408) 972-7000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,5,17,7,1,0,1,0,,8,6,2,4,0,,11,2,1,1,0,,8,8,,12,4,
050608,ADVENTIST HEALTH DELANO,1401 GARCES HIGHWAY,DELANO,CA,93215,KERN,(661) 725-4800,Acute Care Hospitals,Proprietary,Yes,,Y,2,,7,3,0,3,0,,8,4,0,4,0,,11,5,0,5,0,,8,8,,12,9,
050609,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHEIM,3440 E LA PALMA AVE,ANAHEIM,CA,92806,ORANGE,(714) 279-4000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,17,7,NA,NA,NA,NA,5,8,7,1,6,0,,11,1,0,1,0,,8,8,,12,4,
050624,HENRY MAYO NEWHALL  HOSPITAL,23845  MCBEAN PKWY,VALENCIA,CA,91355,LOS ANGELES,(661) 253-8000,Acute Care Hospitals,Voluntary non-profit - Private,No,Y,Y,2,,7,6,0,6,0,,8,7,1,5,1,,11,8,0,6,2,,8,8,,12,10,
050625,CEDARS-SINAI MEDICAL CENTER,8700 BEVERLY BLVD,LOS ANGELES,CA,90048,LOS ANGELES,(310) 423-5000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Y,5,,7,7,4,3,0,,8,8,2,4,2,,11,11,2,6,3,,8,8,,12,10,
050633,TENET HEALTH CENTRAL TWIN CITIES COMMUNITY HOSP,1100 LAS TABLAS RD,TEMPLETON,CA,93465,SAN LUIS OBISPO,(805) 434-3500,Acute Care Hospitals,Proprietary,Yes,Y,Y,2,,7,5,0,5,0,,8,4,0,4,0,,11,7,0,7,0,,8,8,,12,10,
050636,PALOMAR MEDICAL CENTER POWAY,15615 POMERADO ROAD,POWAY,CA,92064,SAN DIEGO,(858) 485-6511,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Y,4,,7,4,0,4,0,,8,6,1,5,0,,11,7,0,7,0,,8,8,,12,9,
050641,EAST LOS ANGELES DOCTORS HOSPITAL,4060 WHITTIER BLVD,LOS ANGELES,CA,90023,LOS ANGELES,(323) 268-5514,Acute Care Hospitals,Proprietary,Yes,,Y,NA,16,7,2,0,2,0,,8,2,0,2,0,,11,3,0,3,0,,8,8,,12,7,
050663,LOS ANGELES COMMUNITY HOSPITAL,4081 E OLYMPIC BLVD,LOS ANGELES,CA,90023,LOS ANGELES,(323) 267-0477,Acute Care Hospitals,Proprietary,Yes,Y,,4,,7,3,1,2,0,,8,5,1,3,1,,11,5,0,5,0,,8,8,,12,6,
050668,LAGUNA HONDA HOSPITAL & REHABILITATION CENTER,375 LAGUNA HONDA BLVD,SAN FRANCISCO,CA,94116,SAN FRANCISCO,(415) 759-2300,Acute Care Hospitals,Government - Local,No,,,NA,16,7,1,0,1,0,,8,NA,NA,NA,NA,5,11,1,0,1,0,,8,NA,5,12,3,
050674,KAISER FOUNDATION HOSP SO SACRAMENTO,6600 BRUCEVILLE ROAD,SACRAMENTO,CA,95823,SACRAMENTO,(916) 688-2000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,17,7,5,0,5,0,,8,6,1,5,0,,11,4,0,4,0,,8,8,,12,4,
050677,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,5601 DE SOTO AVENUE,WOODLAND HILLS,CA,91367,LOS ANGELES,(818) 719-3800,Acute Care Hospitals,Voluntary non-profit - Private,No,Y,Y,2,17,7,NA,NA,NA,NA,5,8,6,0,5,1,,11,1,0,1,0,,8,8,,12,4,
050678,MEMORIALCARE ORANGE COAST MEDICAL CENTER,9920 TALBERT AVENUE,FOUNTAIN VALLEY,CA,92708,ORANGE,(714) 378-7406,Acute Care Hospitals,Proprietary,Yes,Y,Y,3,,7,7,0,7,0,,8,8,1,7,0,,11,11,0,11,0,,8,8,,12,8,
050684,MENIFEE GLOBAL MEDICAL CENTER,28400 MCCALL BOULEVARD,SUN CITY,CA,92585,RIVERSIDE,(951) 679-8888,Acute Care Hospitals,Physician,Yes,,,3,,7,3,0,3,0,,8,3,1,2,0,,11,4,0,4,0,,8,8,,12,6,
050686,"KAISER FOUNDATION HOSPITAL, RIVERSIDE",10800 MAGNOLIA AVENUE,RIVERSIDE,CA,92505,RIVERSIDE,(951) 353-2000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Y,3,17,7,NA,NA,NA,NA,5,8,6,1,5,0,,11,1,0,1,0,,8,8,,12,4,
050689,SAN RAMON REGIONAL MEDICAL CENTER,6001 NORRIS CANYON ROAD,SAN RAMON,CA,94583,CONTRA COSTA,(925) 275-9200,Acute Care Hospitals,Proprietary,Yes,Y,Y,3,,7,5,0,5,0,,8,4,0,4,0,,11,8,0,6,2,,8,8,,12,9,
050690,KAISER FOUNDATION HOSPITAL-SANTA ROSA,401 BICENTENNIAL WAY,SANTA ROSA,CA,95403,SONOMA,(707) 571-4000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,17,7,NA,NA,NA,NA,5,8,6,1,5,0,,11,1,0,1,0,,8,8,,12,4,
050696,KECK HOSPITAL OF USC,1500 SAN PABLO STREET,LOS ANGELES,CA,90033,LOS ANGELES,(323) 442-8656,Acute Care Hospitals,Voluntary non-profit - Other,No,Y,,5,,7,5,0,5,0,,8,8,2,6,0,,11,10,2,7,1,,8,8,,12,7,
050697,PATIENTS' HOSPITAL OF REDDING,2900 EUREKA WAY,REDDING,CA,96001,SHASTA,(530) 225-8700,Acute Care Hospitals,Proprietary,No,,,NA,16,7,NA,NA,NA,NA,5,8,1,0,1,0,,11,2,0,2,0,,8,NA,5,12,2,
050701,SOUTHWEST HEALTHCARE SYSTEM,25500 MEDICAL CENTER DRIVE,MURRIETA,CA,92562,RIVERSIDE,(951) 696-6000,Acute Care Hospitals,Proprietary,Yes,Y,Y,2,,7,6,0,6,0,,8,7,1,5,1,,11,7,0,7,0,,8,8,,12,9,
050704,MISSION COMMUNITY HOSPITAL,14850 ROSCOE BLVD,PANORAMA CITY,CA,91402,LOS ANGELES,(818) 904-3100,Acute Care Hospitals,Voluntary non-profit - Private,No,Y,,4,,7,3,1,2,0,,8,6,0,6,0,,11,5,1,3,1,,8,8,,12,7,
050708,FRESNO SURGICAL HOSPITAL,6125 NORTH FRESNO ST,FRESNO,CA,93710,FRESNO,(559) 431-8000,Acute Care Hospitals,Proprietary,No,Y,,NA,16,7,NA,NA,NA,NA,5,8,2,0,2,0,,11,3,1,2,0,,8,8,,12,2,
050709,DESERT VALLEY HOSPITAL,16850 BEAR VALLEY RD,VICTORVILLE,CA,92395,SAN BERNARDINO,(760) 241-8000,Acute Care Hospitals,Proprietary,Yes,Y,Y,3,,7,5,1,4,0,,8,6,1,5,0,,11,7,0,5,2,,8,8,,12,9,
050710,KAISER FOUNDATION HOSPITAL - FRESNO,7300 NORTH FRESNO ST,FRESNO,CA,93720,FRESNO,(559) 448-4500,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,17,7,NA,NA,NA,NA,5,8,6,1,5,0,,11,1,0,1,0,,8,8,,12,4,
050714,SUTTER MATERNITY & SURGERY CENTER OF SANTA CRUZ,2900 CHANTICLEER AVENUE,SANTA CRUZ,CA,95065,SANTA CRUZ,(831) 477-2200,Acute Care Hospitals,Voluntary non-profit - Private,No,Y,Y,NA,16,7,NA,NA,NA,NA,5,8,2,0,2,0,,11,4,0,4,0,,8,8,,12,4,
050717,LAC/RANCHO LOS AMIGOS NATIONAL REHABILITATION  CTR,7601 EAST IMPERIAL HIGHWAY,DOWNEY,CA,90242,LOS ANGELES,(562) 401-7022,Acute Care Hospitals,Government - Local,No,Y,,4,,7,NA,NA,NA,NA,5,8,5,0,5,0,,11,2,0,2,0,,8,8,,12,3,
050723,KAISER FOUNDATION HOSPITAL - BALDWIN PARK,1011 BALDWIN PARK BLVD,BALDWIN PARK,CA,91706,LOS ANGELES,(626) 851-1011,Acute Care Hospitals,Voluntary non-profit - Other,No,Y,Y,4,17,7,NA,NA,NA,NA,5,8,6,1,5,0,,11,1,0,1,0,,8,8,,12,4,
050724,BAKERSFIELD HEART HOSPITAL,3001 SILLECT AVENUE,BAKERSFIELD,CA,93308,KERN,(661) 316-6000,Acute Care Hospitals,Proprietary,Yes,Y,,3,,7,6,0,6,0,,8,5,0,4,1,,11,8,1,7,0,,8,8,,12,6,
050726,STANISLAUS SURGICAL HOSPITAL,1421 OAKDALE ROAD,MODESTO,CA,95355,STANISLAUS,(209) 572-2700,Acute Care Hospitals,Voluntary non-profit - Private,No,Y,,NA,16,7,NA,NA,NA,NA,5,8,2,0,2,0,,11,4,0,4,0,,8,8,,12,3,
050735,WHITTIER HOSPITAL MEDICAL CENTER,9080 COLIMA RD,WHITTIER,CA,90605,LOS ANGELES,(562) 945-3561,Acute Care Hospitals,Proprietary,Yes,Y,Y,5,,7,4,0,4,0,,8,4,1,3,0,,11,5,0,5,0,,8,8,,12,8,
050736,MONTEREY PARK HOSPITAL,900 S ATLANTIC BLVD,MONTEREY PARK,CA,91754,LOS ANGELES,(626) 570-9000,Acute Care Hospitals,Proprietary,No,Y,,2,,7,2,0,2,0,,8,4,0,3,1,,11,4,0,3,1,,8,8,,12,5,
050737,GARFIELD MEDICAL CENTER,525 N GARFIELD AVE,MONTEREY PARK,CA,91754,LOS ANGELES,(626) 573-2222,Acute Care Hospitals,Proprietary,Yes,Y,Y,2,,7,6,1,4,1,,8,6,1,5,0,,11,7,0,4,3,,8,8,,12,7,
050738,GREATER EL MONTE COMMUNITY HOSPITAL,1701 SANTA ANITA AVE,SOUTH EL MONTE,CA,91733,LOS ANGELES,(626) 350-7975,Acute Care Hospitals,Voluntary non-profit - Private,No,,Y,5,,7,1,0,1,0,,8,4,2,2,0,,11,3,0,3,0,,8,8,,12,6,
050739,CENTINELA HOSPITAL MEDICAL CENTER,555 EAST HARDY STREET,INGLEWOOD,CA,90301,LOS ANGELES,(310) 673-4660,Acute Care Hospitals,Proprietary,No,Y,Y,4,,7,6,3,3,0,,8,6,3,3,0,,11,5,0,4,1,,8,8,,12,8,
050740,CEDAR-SINAI MARINA DEL REY HOSPITAL,4650 LINCOLN BLVD,MARINA DEL REY,CA,90291,LOS ANGELES,(310) 823-8911,Acute Care Hospitals,Proprietary,Yes,Y,,3,,7,4,1,3,0,,8,6,0,6,0,,11,6,0,5,1,,8,8,,12,7,
050742,OLYMPIA MEDICAL CENTER,5900 WEST OLYMPIC BOULEVARD,LOS ANGELES,CA,90036,LOS ANGELES,(310) 657-5900,Acute Care Hospitals,Proprietary,No,,,NA,16,7,4,1,3,0,,8,1,0,1,0,,11,5,0,3,2,,8,NA,5,12,1,
050744,ANAHEIM GLOBAL MEDICAL CENTER,1025 S ANAHEIM BLVD,ANAHEIM,CA,92805,ORANGE,(714) 533-6220,Acute Care Hospitals,Proprietary,No,,,1,,7,1,0,1,0,,8,4,0,4,0,,11,2,0,1,1,,8,8,,12,6,
050745,CHAPMAN GLOBAL MEDICAL CENTER,2601 E CHAPMAN AVE,ORANGE,CA,92869,ORANGE,(714) 633-0011,Acute Care Hospitals,Proprietary,No,,,2,,7,1,0,1,0,,8,4,0,4,0,,11,3,0,2,1,,8,8,,12,5,
050746,ORANGE COUNTY GLOBAL MEDICAL CENTER,1001 NORTH TUSTIN AVENUE,SANTA ANA,CA,92705,ORANGE,(714) 953-3610,Acute Care Hospitals,Proprietary,Yes,,Y,3,,7,4,0,4,0,,8,6,0,6,0,,11,4,0,4,0,,8,8,,12,7,
050747,COASTAL COMMUNITIES HOSPITAL,2701 S BRISTOL ST,SANTA ANA,CA,92704,ORANGE,(714) 754-5454,Acute Care Hospitals,Proprietary,Yes,,Y,2,,7,1,0,1,0,,8,3,0,3,0,,11,2,0,1,1,,8,8,,12,6,
050748,KAISER FOUNDATION HOSPITAL MANTECA,1777 WEST YOSEMITE AVE,MANTECA,CA,95337,SAN JOAQUIN,(209) 825-3700,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,17,7,NA,NA,NA,NA,5,8,6,1,5,0,,11,1,0,1,0,,8,8,,12,4,
050755,SHERMAN OAKS HOSPITAL,4929 VAN NUYS BLVD,SHERMAN OAKS,CA,91403,LOS ANGELES,(818) 981-7111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,4,,7,6,2,4,0,,8,4,0,4,0,,11,6,0,4,2,,8,8,,12,6,
050757,ALVARADO HOSPITAL MEDICAL CENTER,6655 ALVARADO ROAD,SAN DIEGO,CA,92120,SAN DIEGO,(619) 229-3172,Acute Care Hospitals,Proprietary,Yes,Y,,2,,7,5,0,5,0,,8,6,0,5,1,,11,8,0,8,0,,8,8,,12,7,
