facility_id,facility_name,address,city_town,state,zip_code,county_parish,telephone_number,payment_measure_id,payment_measure_name,payment_category,denominator,payment,lower_estimate,higher_estimate,payment_footnote,value_of_care_display_id,value_of_care_display_name,value_of_care_category,value_of_care_footnote,start_date,end_date
050426,WEST ANAHEIM MEDICAL CENTER,3033 W ORANGE AVENUE,ANAHEIM,CA,92804,ORANGE,(714) 827-3000,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Number of Cases Too Small,NA,NA,NA,NA,1,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,NA,13,2019-04-01,2022-03-31
050438,HUNTINGTON HOSPITAL,100 W  CALIFORNIA BLVD,PASADENA,CA,91109,LOS ANGELES,(626) 397-5000,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,107,27655,24575,31091,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050438,HUNTINGTON HOSPITAL,100 W  CALIFORNIA BLVD,PASADENA,CA,91109,LOS ANGELES,(626) 397-5000,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,306,18389,17095,19754,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050438,HUNTINGTON HOSPITAL,100 W  CALIFORNIA BLVD,PASADENA,CA,91109,LOS ANGELES,(626) 397-5000,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,442,21325,20151,22500,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Better Mortality and Average Payment,,2019-07-01,2022-06-30
050438,HUNTINGTON HOSPITAL,100 W  CALIFORNIA BLVD,PASADENA,CA,91109,LOS ANGELES,(626) 397-5000,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,234,21977,20858,23162,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,,2019-04-01,2022-03-31
050441,STANFORD HEALTH CARE,300 PASTEUR DRIVE,STANFORD,CA,94305,SANTA CLARA,(650) 723-5708,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,207,27213,24782,29951,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Better Mortality and Average Payment,,2019-07-01,2022-06-30
050441,STANFORD HEALTH CARE,300 PASTEUR DRIVE,STANFORD,CA,94305,SANTA CLARA,(650) 723-5708,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,506,19868,18762,20972,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Better Mortality and Average Payment,,2019-07-01,2022-06-30
050441,STANFORD HEALTH CARE,300 PASTEUR DRIVE,STANFORD,CA,94305,SANTA CLARA,(650) 723-5708,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,392,21090,19810,22287,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Better Mortality and Average Payment,,2019-07-01,2022-06-30
050441,STANFORD HEALTH CARE,300 PASTEUR DRIVE,STANFORD,CA,94305,SANTA CLARA,(650) 723-5708,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,545,21554,20794,22339,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,,2019-04-01,2022-03-31
050444,MERCY MEDICAL CENTER,333 MERCY AVENUE,MERCED,CA,95340,MERCED,(209) 564-5000,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,66,26102,23167,29586,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050444,MERCY MEDICAL CENTER,333 MERCY AVENUE,MERCED,CA,95340,MERCED,(209) 564-5000,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,391,17788,16692,18979,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Worse Mortality and Average Payment,,2019-07-01,2022-06-30
050444,MERCY MEDICAL CENTER,333 MERCY AVENUE,MERCED,CA,95340,MERCED,(209) 564-5000,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,452,19411,18366,20431,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050444,MERCY MEDICAL CENTER,333 MERCY AVENUE,MERCED,CA,95340,MERCED,(209) 564-5000,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Greater Than the National Average Payment,61,24096,21690,26697,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Higher Payment,,2019-04-01,2022-03-31
050454,UCSF MEDICAL CENTER,"505 PARNASSUS AVE, BOX 0296",SAN FRANCISCO,CA,94143,SAN FRANCISCO,(415) 353-2733,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,111,28121,24933,31433,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050454,UCSF MEDICAL CENTER,"505 PARNASSUS AVE, BOX 0296",SAN FRANCISCO,CA,94143,SAN FRANCISCO,(415) 353-2733,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,401,18406,17269,19593,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Better Mortality and Average Payment,,2019-07-01,2022-06-30
050454,UCSF MEDICAL CENTER,"505 PARNASSUS AVE, BOX 0296",SAN FRANCISCO,CA,94143,SAN FRANCISCO,(415) 353-2733,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,335,20696,19400,21946,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Better Mortality and Average Payment,,2019-07-01,2022-06-30
050454,UCSF MEDICAL CENTER,"505 PARNASSUS AVE, BOX 0296",SAN FRANCISCO,CA,94143,SAN FRANCISCO,(415) 353-2733,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,387,20525,19713,21416,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,,2019-04-01,2022-03-31
050455,ADVENTIST HEALTH BAKERSFIELD,2615 CHESTER AVENUE,BAKERSFIELD,CA,93301,KERN,(661) 395-3000,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,122,25924,23219,28987,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050455,ADVENTIST HEALTH BAKERSFIELD,2615 CHESTER AVENUE,BAKERSFIELD,CA,93301,KERN,(661) 395-3000,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,165,17794,16274,19557,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050455,ADVENTIST HEALTH BAKERSFIELD,2615 CHESTER AVENUE,BAKERSFIELD,CA,93301,KERN,(661) 395-3000,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,227,21073,19448,22674,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050455,ADVENTIST HEALTH BAKERSFIELD,2615 CHESTER AVENUE,BAKERSFIELD,CA,93301,KERN,(661) 395-3000,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,31,19710,17562,22109,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,,2019-04-01,2022-03-31
050457,ST MARY'S MEDICAL CENTER,450 STANYAN ST,SAN FRANCISCO,CA,94117,SAN FRANCISCO,(415) 668-1000,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,39,29478,25509,34024,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050457,ST MARY'S MEDICAL CENTER,450 STANYAN ST,SAN FRANCISCO,CA,94117,SAN FRANCISCO,(415) 668-1000,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,157,18586,16970,20345,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050457,ST MARY'S MEDICAL CENTER,450 STANYAN ST,SAN FRANCISCO,CA,94117,SAN FRANCISCO,(415) 668-1000,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,79,19628,17425,21932,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Better Mortality and Average Payment,,2019-07-01,2022-06-30
050457,ST MARY'S MEDICAL CENTER,450 STANYAN ST,SAN FRANCISCO,CA,94117,SAN FRANCISCO,(415) 668-1000,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,107,20408,18940,22005,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,,2019-04-01,2022-03-31
050464,DOCTORS MEDICAL CENTER,1441 FLORIDA AVENUE,MODESTO,CA,95350,STANISLAUS,(209) 578-1211,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,194,29171,26301,32097,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050464,DOCTORS MEDICAL CENTER,1441 FLORIDA AVENUE,MODESTO,CA,95350,STANISLAUS,(209) 578-1211,PAYM_30_HF,Payment for heart failure patients,Less Than the National Average Payment,272,17288,16041,18606,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Worse Mortality and Lower Payment,,2019-07-01,2022-06-30
050464,DOCTORS MEDICAL CENTER,1441 FLORIDA AVENUE,MODESTO,CA,95350,STANISLAUS,(209) 578-1211,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,275,19724,18448,21120,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Worse Mortality and Average Payment,,2019-07-01,2022-06-30
050464,DOCTORS MEDICAL CENTER,1441 FLORIDA AVENUE,MODESTO,CA,95350,STANISLAUS,(209) 578-1211,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Number of Cases Too Small,NA,NA,NA,NA,1,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,NA,13,2019-04-01,2022-03-31
050468,MEMORIAL HOSPITAL OF GARDENA,1145 W REDONDO BEACH BLVD,GARDENA,CA,90247,LOS ANGELES,(310) 532-4200,PAYM_30_AMI,Payment for heart attack patients,Number of Cases Too Small,NA,NA,NA,NA,1,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,NA,13,2019-07-01,2022-06-30
050468,MEMORIAL HOSPITAL OF GARDENA,1145 W REDONDO BEACH BLVD,GARDENA,CA,90247,LOS ANGELES,(310) 532-4200,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,57,20024,17714,22777,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050468,MEMORIAL HOSPITAL OF GARDENA,1145 W REDONDO BEACH BLVD,GARDENA,CA,90247,LOS ANGELES,(310) 532-4200,PAYM_30_PN,Payment for pneumonia patients,Greater Than the National Average Payment,130,24279,22171,26362,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Higher Payment,,2019-07-01,2022-06-30
050468,MEMORIAL HOSPITAL OF GARDENA,1145 W REDONDO BEACH BLVD,GARDENA,CA,90247,LOS ANGELES,(310) 532-4200,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,NA,NA,NA,NA,NA,5,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,NA,13,2019-04-01,2022-03-31
050471,PIH HEALTH GOOD SAMARITAN HOSPITAL,1225 WILSHIRE BOULEVARD,LOS ANGELES,CA,90017,LOS ANGELES,(213) 977-2121,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,79,30352,26902,34431,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050471,PIH HEALTH GOOD SAMARITAN HOSPITAL,1225 WILSHIRE BOULEVARD,LOS ANGELES,CA,90017,LOS ANGELES,(213) 977-2121,PAYM_30_HF,Payment for heart failure patients,Greater Than the National Average Payment,233,21581,20063,23379,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Better Mortality and Higher Payment,,2019-07-01,2022-06-30
050471,PIH HEALTH GOOD SAMARITAN HOSPITAL,1225 WILSHIRE BOULEVARD,LOS ANGELES,CA,90017,LOS ANGELES,(213) 977-2121,PAYM_30_PN,Payment for pneumonia patients,Greater Than the National Average Payment,169,23691,21732,25695,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Higher Payment,,2019-07-01,2022-06-30
050471,PIH HEALTH GOOD SAMARITAN HOSPITAL,1225 WILSHIRE BOULEVARD,LOS ANGELES,CA,90017,LOS ANGELES,(213) 977-2121,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Greater Than the National Average Payment,52,25930,23140,29017,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Higher Payment,,2019-04-01,2022-03-31
050481,WEST HILLS HOSPITAL & MEDICAL CENTER,7300 MEDICAL CENTER DR,WEST HILLS,CA,91307,LOS ANGELES,(818) 676-4000,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,121,28767,25750,32271,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050481,WEST HILLS HOSPITAL & MEDICAL CENTER,7300 MEDICAL CENTER DR,WEST HILLS,CA,91307,LOS ANGELES,(818) 676-4000,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,219,18798,17393,20390,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Better Mortality and Average Payment,,2019-07-01,2022-06-30
050481,WEST HILLS HOSPITAL & MEDICAL CENTER,7300 MEDICAL CENTER DR,WEST HILLS,CA,91307,LOS ANGELES,(818) 676-4000,PAYM_30_PN,Payment for pneumonia patients,Greater Than the National Average Payment,273,22882,21227,24527,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Higher Payment,,2019-07-01,2022-06-30
050481,WEST HILLS HOSPITAL & MEDICAL CENTER,7300 MEDICAL CENTER DR,WEST HILLS,CA,91307,LOS ANGELES,(818) 676-4000,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,98,22631,20816,24619,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,,2019-04-01,2022-03-31
050485,MEMORIALCARE LONG BEACH MEDICAL CENTER,2801 ATLANTIC AVE,LONG BEACH,CA,90806,LOS ANGELES,(562) 933-2000,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,95,29782,26483,33686,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050485,MEMORIALCARE LONG BEACH MEDICAL CENTER,2801 ATLANTIC AVE,LONG BEACH,CA,90806,LOS ANGELES,(562) 933-2000,PAYM_30_HF,Payment for heart failure patients,Greater Than the National Average Payment,208,21091,19374,22862,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Higher Payment,,2019-07-01,2022-06-30
050485,MEMORIALCARE LONG BEACH MEDICAL CENTER,2801 ATLANTIC AVE,LONG BEACH,CA,90806,LOS ANGELES,(562) 933-2000,PAYM_30_PN,Payment for pneumonia patients,Greater Than the National Average Payment,159,23507,21430,25417,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Higher Payment,,2019-07-01,2022-06-30
050485,MEMORIALCARE LONG BEACH MEDICAL CENTER,2801 ATLANTIC AVE,LONG BEACH,CA,90806,LOS ANGELES,(562) 933-2000,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Greater Than the National Average Payment,89,23342,21502,25376,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Higher Payment,,2019-04-01,2022-03-31
050488,EDEN MEDICAL CENTER,20103 LAKE CHABOT ROAD,CASTRO VALLEY,CA,94546,ALAMEDA,(510) 537-1234,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,54,29654,25980,33881,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050488,EDEN MEDICAL CENTER,20103 LAKE CHABOT ROAD,CASTRO VALLEY,CA,94546,ALAMEDA,(510) 537-1234,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,232,19561,18063,21223,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050488,EDEN MEDICAL CENTER,20103 LAKE CHABOT ROAD,CASTRO VALLEY,CA,94546,ALAMEDA,(510) 537-1234,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,153,22175,20244,24164,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050488,EDEN MEDICAL CENTER,20103 LAKE CHABOT ROAD,CASTRO VALLEY,CA,94546,ALAMEDA,(510) 537-1234,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,101,22243,20502,24046,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,,2019-04-01,2022-03-31
050492,CLOVIS COMMUNITY MEDICAL CENTER,2755 HERNDON AVE,CLOVIS,CA,93611,FRESNO,(559) 324-4000,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,109,28755,25683,32136,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050492,CLOVIS COMMUNITY MEDICAL CENTER,2755 HERNDON AVE,CLOVIS,CA,93611,FRESNO,(559) 324-4000,PAYM_30_HF,Payment for heart failure patients,Greater Than the National Average Payment,321,20590,19231,22035,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Worse Mortality and Higher Payment,,2019-07-01,2022-06-30
050492,CLOVIS COMMUNITY MEDICAL CENTER,2755 HERNDON AVE,CLOVIS,CA,93611,FRESNO,(559) 324-4000,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,408,19464,18325,20646,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050492,CLOVIS COMMUNITY MEDICAL CENTER,2755 HERNDON AVE,CLOVIS,CA,93611,FRESNO,(559) 324-4000,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Greater Than the National Average Payment,41,24524,21794,27700,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Higher Payment,,2019-04-01,2022-03-31
050496,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,2540 EAST ST,CONCORD,CA,94520,CONTRA COSTA,(925) 682-8200,PAYM_30_AMI,Payment for heart attack patients,Greater Than the National Average Payment,159,32170,28782,35752,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Higher Payment,,2019-07-01,2022-06-30
050496,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,2540 EAST ST,CONCORD,CA,94520,CONTRA COSTA,(925) 682-8200,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,405,18727,17600,19949,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050496,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,2540 EAST ST,CONCORD,CA,94520,CONTRA COSTA,(925) 682-8200,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,210,20042,18522,21536,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Better Mortality and Average Payment,,2019-07-01,2022-06-30
050496,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,2540 EAST ST,CONCORD,CA,94520,CONTRA COSTA,(925) 682-8200,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Less Than the National Average Payment,484,19292,18608,20006,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Lower Payment,,2019-04-01,2022-03-31
050498,SUTTER AUBURN FAITH HOSPITAL,11815 EDUCATION STREET,AUBURN,CA,95603,PLACER,(530) 888-4500,PAYM_30_AMI,Payment for heart attack patients,Number of Cases Too Small,NA,NA,NA,NA,1,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,NA,13,2019-07-01,2022-06-30
050498,SUTTER AUBURN FAITH HOSPITAL,11815 EDUCATION STREET,AUBURN,CA,95603,PLACER,(530) 888-4500,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,107,17887,16132,19788,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050498,SUTTER AUBURN FAITH HOSPITAL,11815 EDUCATION STREET,AUBURN,CA,95603,PLACER,(530) 888-4500,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,106,20186,18077,22253,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050498,SUTTER AUBURN FAITH HOSPITAL,11815 EDUCATION STREET,AUBURN,CA,95603,PLACER,(530) 888-4500,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,130,20917,19552,22418,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,,2019-04-01,2022-03-31
050503,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,354 SANTA FE DRIVE,ENCINITAS,CA,92024,SAN DIEGO,(760) 753-6501,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,117,27202,24461,30413,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050503,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,354 SANTA FE DRIVE,ENCINITAS,CA,92024,SAN DIEGO,(760) 753-6501,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,362,19107,17900,20386,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Better Mortality and Average Payment,,2019-07-01,2022-06-30
050503,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,354 SANTA FE DRIVE,ENCINITAS,CA,92024,SAN DIEGO,(760) 753-6501,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,295,19834,18544,21243,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Better Mortality and Average Payment,,2019-07-01,2022-06-30
050503,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,354 SANTA FE DRIVE,ENCINITAS,CA,92024,SAN DIEGO,(760) 753-6501,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,118,21460,19941,23079,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,,2019-04-01,2022-03-31
050506,TENET HEALTH CENTRAL COAST SIERRA VISTA RMC,1010 MURRAY AVENUE,SAN LUIS OBISPO,CA,93405,SAN LUIS OBISPO,(805) 546-7600,PAYM_30_AMI,Payment for heart attack patients,Number of Cases Too Small,NA,NA,NA,NA,1,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,NA,13,2019-07-01,2022-06-30
050506,TENET HEALTH CENTRAL COAST SIERRA VISTA RMC,1010 MURRAY AVENUE,SAN LUIS OBISPO,CA,93405,SAN LUIS OBISPO,(805) 546-7600,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,51,17110,15012,19537,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050506,TENET HEALTH CENTRAL COAST SIERRA VISTA RMC,1010 MURRAY AVENUE,SAN LUIS OBISPO,CA,93405,SAN LUIS OBISPO,(805) 546-7600,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,104,20122,18183,22268,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050506,TENET HEALTH CENTRAL COAST SIERRA VISTA RMC,1010 MURRAY AVENUE,SAN LUIS OBISPO,CA,93405,SAN LUIS OBISPO,(805) 546-7600,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,51,21915,19844,24229,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,,2019-04-01,2022-03-31
050510,KAISER FOUNDATION HOSPITAL,99 MONTECILLO RD,SAN RAFAEL,CA,94903,MARIN,(415) 444-2000,PAYM_30_AMI,Payment for heart attack patients,Number of Cases Too Small,NA,NA,NA,NA,1,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,NA,13,2019-07-01,2022-06-30
050510,KAISER FOUNDATION HOSPITAL,99 MONTECILLO RD,SAN RAFAEL,CA,94903,MARIN,(415) 444-2000,PAYM_30_HF,Payment for heart failure patients,Number of Cases Too Small,NA,NA,NA,NA,1,MORT_PAYM_30_HF,Value of Care Heart Failure measur,NA,13,2019-07-01,2022-06-30
050510,KAISER FOUNDATION HOSPITAL,99 MONTECILLO RD,SAN RAFAEL,CA,94903,MARIN,(415) 444-2000,PAYM_30_PN,Payment for pneumonia patients,Number of Cases Too Small,NA,NA,NA,NA,1,MORT_PAYM_30_PN,Value of Care Pneumonia measure,NA,13,2019-07-01,2022-06-30
050510,KAISER FOUNDATION HOSPITAL,99 MONTECILLO RD,SAN RAFAEL,CA,94903,MARIN,(415) 444-2000,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Number of Cases Too Small,NA,NA,NA,NA,1,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,NA,13,2019-04-01,2022-03-31
050512,KAISER FOUNDATION HOSPITAL - FREMONT,39400 PASEO PADRE PKWY,FREMONT,CA,94538,ALAMEDA,(510) 784-4000,PAYM_30_AMI,Payment for heart attack patients,Number of Cases Too Small,NA,NA,NA,NA,1,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,NA,13,2019-07-01,2022-06-30
050512,KAISER FOUNDATION HOSPITAL - FREMONT,39400 PASEO PADRE PKWY,FREMONT,CA,94538,ALAMEDA,(510) 784-4000,PAYM_30_HF,Payment for heart failure patients,Number of Cases Too Small,NA,NA,NA,NA,1,MORT_PAYM_30_HF,Value of Care Heart Failure measur,NA,13,2019-07-01,2022-06-30
050512,KAISER FOUNDATION HOSPITAL - FREMONT,39400 PASEO PADRE PKWY,FREMONT,CA,94538,ALAMEDA,(510) 784-4000,PAYM_30_PN,Payment for pneumonia patients,Number of Cases Too Small,NA,NA,NA,NA,1,MORT_PAYM_30_PN,Value of Care Pneumonia measure,NA,13,2019-07-01,2022-06-30
050512,KAISER FOUNDATION HOSPITAL - FREMONT,39400 PASEO PADRE PKWY,FREMONT,CA,94538,ALAMEDA,(510) 784-4000,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,NA,NA,NA,NA,NA,5,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,NA,13,2019-04-01,2022-03-31
050515,KAISER FOUNDATION HOSPITAL - SAN DIEGO,4647 ZION AVE,SAN DIEGO,CA,92120,SAN DIEGO,(619) 528-5000,PAYM_30_AMI,Payment for heart attack patients,Number of Cases Too Small,NA,NA,NA,NA,1,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,NA,13,2019-07-01,2022-06-30
050515,KAISER FOUNDATION HOSPITAL - SAN DIEGO,4647 ZION AVE,SAN DIEGO,CA,92120,SAN DIEGO,(619) 528-5000,PAYM_30_HF,Payment for heart failure patients,Number of Cases Too Small,NA,NA,NA,NA,1,MORT_PAYM_30_HF,Value of Care Heart Failure measur,NA,13,2019-07-01,2022-06-30
