fiscal_year,facility_id,facility_name,address,city_town,state,zip_code,county_parish,mort_30_ami_achievement_threshold,mort_30_ami_benchmark,mort_30_ami_baseline_rate,mort_30_ami_performance_rate,mort_30_ami_achievement_points,mort_30_ami_achievement_points_base,mort_30_ami_improvement_points,mort_30_ami_improvement_points_base,mort_30_ami_measure_score,mort_30_ami_measure_score_base,mort_30_hf_achievement_threshold,mort_30_hf_benchmark,mort_30_hf_baseline_rate,mort_30_hf_performance_rate,mort_30_hf_achievement_points,mort_30_hf_achievement_points_base,mort_30_hf_improvement_points,mort_30_hf_improvement_points_base,mort_30_hf_measure_score,mort_30_hf_measure_score_base,mort_30_pn_achievement_threshold,mort_30_pn_benchmark,mort_30_pn_baseline_rate,mort_30_pn_performance_rate,mort_30_copd_achievement_threshold,mort_30_copd_benchmark,mort_30_copd_baseline_rate,mort_30_copd_performance_rate,mort_30_copd_achievement_points,mort_30_copd_achievement_points_base,mort_30_copd_improvement_points,mort_30_copd_improvement_points_base,mort_30_copd_measure_score,mort_30_copd_measure_score_base,mort_30_cabg_achievement_threshold,mort_30_cabg_benchmark,mort_30_cabg_baseline_rate,mort_30_cabg_performance_rate,mort_30_cabg_achievement_points,mort_30_cabg_achievement_points_base,mort_30_cabg_improvement_points,mort_30_cabg_improvement_points_base,mort_30_cabg_measure_score,mort_30_cabg_measure_score_base,comp_hip_knee_achievement_threshold,comp_hip_knee_benchmark,comp_hip_knee_baseline_rate,comp_hip_knee_performance_rate,comp_hip_knee_achievement_points,comp_hip_knee_achievement_points_base,comp_hip_knee_improvement_points,comp_hip_knee_improvement_points_base,comp_hip_knee_measure_score,comp_hip_knee_measure_score_base
2023,050232,FRENCH HOSPITAL MEDICAL CENTER,1911 JOHNSON AVE,SAN LUIS OBISPO,CA,93401,SAN LUIS OBISPO,0.866548,0.885499,0.8772,0.885852,10,out of 10,9,out of 9,10,out of 10,0.881939,0.906798,0.854207,0.84723,0,out of 10,0,out of 9,0,out of 10,0.840138,0.871741,0.829406,0.82628,0.919769,0.936349,0.897396,0.91221,0,out of 10,3,out of 9,3,out of 10,0.968747,0.97962,0.958238,0.977274,8,out of 10,8,out of 9,8,out of 10,0.027428,0.019779,0.027498,0.018921,10,out of 10,9,out of 9,10,out of 10
2023,050234,SHARP CORONADO HOSPITAL AND HLTHCR CTR,250 PROSPECT PLACE,CORONADO,CA,92118,SAN DIEGO,0.866548,0.885499,NA,NA,NA,NA,NA,NA,NA,NA,0.881939,0.906798,0.878649,NA,NA,NA,NA,NA,NA,NA,0.840138,0.871741,0.830455,0.82626,0.919769,0.936349,0.915337,NA,NA,NA,NA,NA,NA,NA,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,0.024879,0.024609,4,out of 10,0,out of 9,4,out of 10
2023,050235,PROVIDENCE SAINT JOSEPH MEDICAL CTR,501 SOUTH BUENA VISTA STREET,BURBANK,CA,91505,LOS ANGELES,0.866548,0.885499,0.860468,0.882335,8,out of 10,8,out of 9,8,out of 10,0.881939,0.906798,0.882972,0.901765,8,out of 10,7,out of 9,8,out of 10,0.840138,0.871741,0.850143,0.864962,0.919769,0.936349,0.929138,0.928282,5,out of 10,0,out of 9,5,out of 10,0.968747,0.97962,0.972527,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,0.026537,0.023481,5,out of 10,4,out of 9,5,out of 10
2023,050236,SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES,2975 N SYCAMORE DR,SIMI VALLEY,CA,93065,VENTURA,0.866548,0.885499,0.864992,0.87658,5,out of 10,5,out of 9,5,out of 10,0.881939,0.906798,0.891041,0.891782,4,out of 10,0,out of 9,4,out of 10,0.840138,0.871741,0.86065,0.861374,0.919769,0.936349,0.929905,0.920469,1,out of 10,0,out of 9,1,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,0.034222,0.030612,0,out of 10,2,out of 9,2,out of 10
2023,050238,USC ARCADIA HOSPITAL,300 W HUNTINGTON DR,ARCADIA,CA,91006,LOS ANGELES,0.866548,0.885499,0.878056,0.869592,2,out of 10,0,out of 9,2,out of 10,0.881939,0.906798,0.905745,0.892032,4,out of 10,0,out of 9,4,out of 10,0.840138,0.871741,0.866213,0.8615,0.919769,0.936349,0.93516,0.924165,3,out of 10,0,out of 9,3,out of 10,0.968747,0.97962,0.97507,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,0.033118,0.021321,8,out of 10,8,out of 9,8,out of 10
2023,050239,GLENDALE ADVENTIST MEDICAL CENTER,1509 E WILSON TERRACE,GLENDALE,CA,91206,LOS ANGELES,0.866548,0.885499,0.88214,0.896366,10,out of 10,9,out of 9,10,out of 10,0.881939,0.906798,0.919047,0.922242,10,out of 10,9,out of 9,10,out of 10,0.840138,0.871741,0.874537,0.862501,0.919769,0.936349,0.936656,0.923897,3,out of 10,0,out of 9,3,out of 10,0.968747,0.97962,0.956184,0.976474,7,out of 10,8,out of 9,8,out of 10,0.027428,0.019779,0.03681,0.017937,10,out of 10,9,out of 9,10,out of 10
2023,050242,DOMINICAN HOSPITAL,1555 SOQUEL DRIVE,SANTA CRUZ,CA,95065,SANTA CRUZ,0.866548,0.885499,0.865684,0.884432,9,out of 10,9,out of 9,9,out of 10,0.881939,0.906798,0.870087,0.880435,0,out of 10,2,out of 9,2,out of 10,0.840138,0.871741,0.814096,0.809295,0.919769,0.936349,0.926088,0.909273,0,out of 10,0,out of 9,0,out of 10,0.968747,0.97962,0.974814,0.975504,6,out of 10,1,out of 9,6,out of 10,0.027428,0.019779,0.032707,0.026691,1,out of 10,4,out of 9,4,out of 10
2023,050243,DESERT REGIONAL MEDICAL CENTER,1150 NORTH INDIAN CANYON DRIVE,PALM SPRINGS,CA,92262,RIVERSIDE,0.866548,0.885499,0.831742,0.865687,0,out of 10,6,out of 9,6,out of 10,0.881939,0.906798,0.860297,0.861026,0,out of 10,0,out of 9,0,out of 10,0.840138,0.871741,0.837216,0.814097,0.919769,0.936349,0.905617,0.917661,0,out of 10,3,out of 9,3,out of 10,0.968747,0.97962,0.954363,0.965522,0,out of 10,4,out of 9,4,out of 10,0.027428,0.019779,0.02699,0.020369,9,out of 10,9,out of 9,9,out of 10
2023,050245,ARROWHEAD REGIONAL MEDICAL CENTER,400 NORTH PEPPER AVENUE,COLTON,CA,92324,SAN BERNARDINO,0.866548,0.885499,0.866883,NA,NA,NA,NA,NA,NA,NA,0.881939,0.906798,0.897655,0.88155,0,out of 10,0,out of 9,0,out of 10,0.840138,0.871741,0.839197,0.817125,0.919769,0.936349,0.926387,0.924747,3,out of 10,0,out of 9,3,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,NA,NA,NA,NA,NA,NA,NA,NA
2023,050248,NATIVIDAD MEDICAL CENTER,1441 CONSTITUTION BOULEVARD,SALINAS,CA,93906,MONTEREY,0.866548,0.885499,NA,NA,NA,NA,NA,NA,NA,NA,0.881939,0.906798,0.878932,0.894952,5,out of 10,5,out of 9,5,out of 10,0.840138,0.871741,0.833527,0.820054,0.919769,0.936349,0.914731,0.918087,0,out of 10,1,out of 9,1,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,NA,NA,NA,NA,NA,NA,NA,NA
2023,050254,MARSHALL MEDICAL CENTER,1100 MARSHALL WAY,PLACERVILLE,CA,95667,EL DORADO,0.866548,0.885499,0.864904,0.86411,0,out of 10,0,out of 9,0,out of 10,0.881939,0.906798,0.87677,0.880504,0,out of 10,1,out of 9,1,out of 10,0.840138,0.871741,0.841931,0.855506,0.919769,0.936349,0.918372,0.906924,0,out of 10,0,out of 9,0,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,0.027741,0.025325,3,out of 10,3,out of 9,3,out of 10
2023,050261,SIERRA VIEW MEDICAL CENTER,465 W PUTNAM AVE,PORTERVILLE,CA,93257,TULARE,0.866548,0.885499,0.83258,0.87602,5,out of 10,8,out of 9,8,out of 10,0.881939,0.906798,0.858432,0.875644,0,out of 10,3,out of 9,3,out of 10,0.840138,0.871741,0.759211,0.756123,0.919769,0.936349,0.896145,0.907981,0,out of 10,2,out of 9,2,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,0.024821,0.031665,0,out of 10,0,out of 9,0,out of 10
2023,050262,RONALD REAGAN UCLA MEDICAL CENTER,757 WESTWOOD PLAZA,LOS ANGELES,CA,90095,LOS ANGELES,0.866548,0.885499,0.883405,0.879288,7,out of 10,0,out of 9,7,out of 10,0.881939,0.906798,0.906784,0.923207,10,out of 10,9,out of 9,10,out of 10,0.840138,0.871741,0.858304,0.871239,0.919769,0.936349,0.922135,0.916069,0,out of 10,0,out of 9,0,out of 10,0.968747,0.97962,0.977131,0.977211,8,out of 10,0,out of 9,8,out of 10,0.027428,0.019779,0.025352,0.022268,7,out of 10,5,out of 9,7,out of 10
2023,050272,REDLANDS COMMUNITY HOSPITAL,350 TERRACINA BLVD,REDLANDS,CA,92373,SAN BERNARDINO,0.866548,0.885499,0.855431,0.885369,9,out of 10,9,out of 9,9,out of 10,0.881939,0.906798,0.876184,0.886263,2,out of 10,3,out of 9,3,out of 10,0.840138,0.871741,0.81558,0.831811,0.919769,0.936349,0.928851,0.902154,0,out of 10,0,out of 9,0,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,0.024205,0.020019,9,out of 10,9,out of 9,9,out of 10
2023,050276,CONTRA COSTA REGIONAL MEDICAL CENTER,2500 ALHAMBRA AVENUE,MARTINEZ,CA,94553,CONTRA COSTA,0.866548,0.885499,NA,NA,NA,NA,NA,NA,NA,NA,0.881939,0.906798,0.869633,0.904179,9,out of 10,9,out of 9,9,out of 10,0.840138,0.871741,0.839577,0.838587,0.919769,0.936349,0.928866,0.920281,1,out of 10,0,out of 9,1,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,NA,NA,NA,NA,NA,NA,NA,NA
2023,050278,PROVIDENCE HOLY CROSS MEDICAL CENTER,15031 RINALDI ST,MISSION HILLS,CA,91346,LOS ANGELES,0.866548,0.885499,0.873761,0.884661,9,out of 10,9,out of 9,9,out of 10,0.881939,0.906798,0.902492,0.894505,5,out of 10,0,out of 9,5,out of 10,0.840138,0.871741,0.860546,0.849273,0.919769,0.936349,0.931052,0.922016,2,out of 10,0,out of 9,2,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,0.023839,0.021591,7,out of 10,5,out of 9,7,out of 10
2023,050279,HI-DESERT MEDICAL CENTER,6601 WHITE FEATHER ROAD,JOSHUA TREE,CA,92252,SAN BERNARDINO,0.866548,0.885499,NA,NA,NA,NA,NA,NA,NA,NA,0.881939,0.906798,0.856961,0.884118,1,out of 10,5,out of 9,5,out of 10,0.840138,0.871741,0.80546,0.839238,0.919769,0.936349,0.899386,0.894605,0,out of 10,0,out of 9,0,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,0.028134,NA,NA,NA,NA,NA,NA,NA
2023,050280,MERCY MEDICAL CENTER REDDING,"2175 ROSALINE AVE, CLAIRMONT HGTS",REDDING,CA,96001,SHASTA,0.866548,0.885499,0.828929,0.885387,9,out of 10,9,out of 9,9,out of 10,0.881939,0.906798,0.83053,0.829423,0,out of 10,0,out of 9,0,out of 10,0.840138,0.871741,0.796343,0.815456,0.919769,0.936349,0.893919,0.892295,0,out of 10,0,out of 9,0,out of 10,0.968747,0.97962,0.96613,0.971488,3,out of 10,3,out of 9,3,out of 10,0.027428,0.019779,0.019768,0.02195,7,out of 10,0,out of 9,7,out of 10
2023,050281,ALHAMBRA HOSPITAL MEDICAL CENTER,100 S RAYMOND AVE,ALHAMBRA,CA,91801,LOS ANGELES,0.866548,0.885499,0.873131,NA,NA,NA,NA,NA,NA,NA,0.881939,0.906798,0.889758,0.906095,9,out of 10,9,out of 9,9,out of 10,0.840138,0.871741,0.895859,0.861844,0.919769,0.936349,0.936846,0.921371,1,out of 10,0,out of 9,1,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,NA,NA,NA,NA,NA,NA,NA,NA
2023,050283,STANFORD HEALTH CARE - VALLEYCARE,5555 WEST LAS POSITAS BOULEVARD,PLEASANTON,CA,94588,ALAMEDA,0.866548,0.885499,0.869266,0.87959,7,out of 10,6,out of 9,7,out of 10,0.881939,0.906798,0.887859,0.898809,7,out of 10,5,out of 9,7,out of 10,0.840138,0.871741,0.833533,0.855869,0.919769,0.936349,0.915578,0.906915,0,out of 10,0,out of 9,0,out of 10,0.968747,0.97962,0.968891,0.964134,0,out of 10,0,out of 9,0,out of 10,0.027428,0.019779,0.021537,0.018591,10,out of 10,9,out of 9,10,out of 10
2023,050289,AHMC SETON MEDICAL CENTER,1900 SULLIVAN AVENUE,DALY CITY,CA,94015,SAN MATEO,0.866548,0.885499,0.859754,0.879235,7,out of 10,7,out of 9,7,out of 10,0.881939,0.906798,0.899755,0.87956,0,out of 10,0,out of 9,0,out of 10,0.840138,0.871741,0.846843,0.825218,0.919769,0.936349,0.936524,0.907998,0,out of 10,0,out of 9,0,out of 10,0.968747,0.97962,0.968253,0.95803,0,out of 10,0,out of 9,0,out of 10,0.027428,0.019779,0.028835,0.021669,7,out of 10,7,out of 9,7,out of 10
2023,050290,PROVIDENCE SAINT JOHN'S HEALTH CENTER,2121 SANTA MONICA BLVD,SANTA MONICA,CA,90404,LOS ANGELES,0.866548,0.885499,0.882532,0.884018,9,out of 10,5,out of 9,9,out of 10,0.881939,0.906798,0.888139,0.90013,7,out of 10,6,out of 9,7,out of 10,0.840138,0.871741,0.869716,0.876705,0.919769,0.936349,0.909459,0.922914,2,out of 10,5,out of 9,5,out of 10,0.968747,0.97962,0.9701,0.966617,0,out of 10,0,out of 9,0,out of 10,0.027428,0.019779,0.014088,0.015927,10,out of 10,0,out of 9,10,out of 10
2023,050291,SUTTER SANTA ROSA REGIONAL HOSPITAL,30 MARK WEST SPRINGS ROAD,SANTA ROSA,CA,95403,SONOMA,0.866548,0.885499,0.867478,0.885778,10,out of 10,9,out of 9,10,out of 10,0.881939,0.906798,0.876443,0.890524,4,out of 10,4,out of 9,4,out of 10,0.840138,0.871741,0.821743,0.816221,0.919769,0.936349,0.903251,0.906397,0,out of 10,0,out of 9,0,out of 10,0.968747,0.97962,0.965026,0.973094,4,out of 10,5,out of 9,5,out of 10,0.027428,0.019779,0.03311,0.018036,10,out of 10,9,out of 9,10,out of 10
2023,050292,RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,26520 CACTUS AVENUE,MORENO VALLEY,CA,92555,RIVERSIDE,0.866548,0.885499,0.866856,NA,NA,NA,NA,NA,NA,NA,0.881939,0.906798,0.886317,0.887677,3,out of 10,0,out of 9,3,out of 10,0.840138,0.871741,0.863405,0.83262,0.919769,0.936349,0.913543,0.917312,0,out of 10,1,out of 9,1,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,NA,NA,NA,NA,NA,NA,NA,NA
2023,050295,MERCY HOSPITAL,2215 TRUXTUN AVENUE,BAKERSFIELD,CA,93301,KERN,0.866548,0.885499,0.869237,0.85463,0,out of 10,0,out of 9,0,out of 10,0.881939,0.906798,0.88191,0.876246,0,out of 10,0,out of 9,0,out of 10,0.840138,0.871741,0.825309,0.821403,0.919769,0.936349,0.898204,0.899114,0,out of 10,0,out of 9,0,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,0.026987,0.01993,9,out of 10,9,out of 9,9,out of 10
2023,050298,BARSTOW COMMUNITY HOSPITAL,820 E MOUNTAIN VIEW STREET,BARSTOW,CA,92311,SAN BERNARDINO,0.866548,0.885499,0.866379,NA,NA,NA,NA,NA,NA,NA,0.881939,0.906798,0.891862,0.886589,2,out of 10,0,out of 9,2,out of 10,0.840138,0.871741,0.823984,0.828696,0.919769,0.936349,0.907789,0.892768,0,out of 10,0,out of 9,0,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,NA,NA,NA,NA,NA,NA,NA,NA
2023,050300,ST MARY MEDICAL CENTER,18300 HIGHWAY 18,APPLE VALLEY,CA,92307,SAN BERNARDINO,0.866548,0.885499,0.88282,0.888853,10,out of 10,9,out of 9,10,out of 10,0.881939,0.906798,0.912092,0.898333,6,out of 10,0,out of 9,6,out of 10,0.840138,0.871741,0.850343,0.840967,0.919769,0.936349,0.92756,0.928279,5,out of 10,0,out of 9,5,out of 10,0.968747,0.97962,0.972914,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,0.024693,0.026848,1,out of 10,0,out of 9,1,out of 10
2023,050301,ADVENTIST HEALTH UKIAH VALLEY,275 HOSPITAL DRIVE,UKIAH,CA,95482,MENDOCINO,0.866548,0.885499,0.855589,NA,NA,NA,NA,NA,NA,NA,0.881939,0.906798,0.872542,0.880149,0,out of 10,2,out of 9,2,out of 10,0.840138,0.871741,0.846089,0.839594,0.919769,0.936349,0.908513,0.910379,0,out of 10,0,out of 9,0,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,0.02615,0.021939,7,out of 10,6,out of 9,7,out of 10
2023,050305,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP,2450 ASHBY AVENUE,BERKELEY,CA,94705,ALAMEDA,0.866548,0.885499,0.874079,0.871243,3,out of 10,0,out of 9,3,out of 10,0.881939,0.906798,0.875226,0.879557,0,out of 10,1,out of 9,1,out of 10,0.840138,0.871741,0.839646,0.84692,0.919769,0.936349,0.924295,0.919547,0,out of 10,0,out of 9,0,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,0.021829,0.017356,10,out of 10,9,out of 9,10,out of 10
2023,050308,EL CAMINO HOSPITAL,2500 GRANT ROAD,MOUNTAIN VIEW,CA,94040,SANTA CLARA,0.866548,0.885499,0.876138,0.895491,10,out of 10,9,out of 9,10,out of 10,0.881939,0.906798,0.884735,0.91114,10,out of 10,9,out of 9,10,out of 10,0.840138,0.871741,0.829445,0.847073,0.919769,0.936349,0.91356,0.910518,0,out of 10,0,out of 9,0,out of 10,0.968747,0.97962,0.967159,0.975965,6,out of 10,7,out of 9,7,out of 10,0.027428,0.019779,0.027676,0.028935,0,out of 10,0,out of 9,0,out of 10
2023,050309,SUTTER ROSEVILLE MEDICAL CENTER,ONE MEDICAL PLAZA,ROSEVILLE,CA,95661,PLACER,0.866548,0.885499,0.882134,0.894333,10,out of 10,9,out of 9,10,out of 10,0.881939,0.906798,0.842833,0.864726,0,out of 10,3,out of 9,3,out of 10,0.840138,0.871741,0.83748,0.827445,0.919769,0.936349,0.928267,0.885055,0,out of 10,0,out of 9,0,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,0.032143,0.018402,10,out of 10,9,out of 9,10,out of 10
2023,050313,SUTTER TRACY COMMUNITY HOSPITAL,1420 NORTH TRACY BLVD,TRACY,CA,95376,SAN JOAQUIN,0.866548,0.885499,0.86791,0.874055,4,out of 10,3,out of 9,4,out of 10,0.881939,0.906798,0.882112,0.886992,2,out of 10,1,out of 9,2,out of 10,0.840138,0.871741,0.845458,0.843813,0.919769,0.936349,0.91252200000000006,0.918983,0,out of 10,2,out of 9,2,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,0.033148,0.022744,6,out of 10,7,out of 9,7,out of 10
2023,050315,KERN MEDICAL CENTER,1700 MOUNT VERNON AVENUE,BAKERSFIELD,CA,93306,KERN,0.866548,0.885499,NA,NA,NA,NA,NA,NA,NA,NA,0.881939,0.906798,NA,0.888085,3,out of 10,NA,NA,3,out of 10,0.840138,0.871741,0.817282,NA,0.919769,0.936349,NA,NA,NA,NA,NA,NA,NA,NA,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,NA,0.023802,5,out of 10,NA,NA,5,out of 10
2023,050320,HIGHLAND HOSPITAL,1411 EAST 31ST STREET,OAKLAND,CA,94602,ALAMEDA,0.866548,0.885499,0.867052,0.876377,5,out of 10,5,out of 9,5,out of 10,0.881939,0.906798,0.881934,0.88997,3,out of 10,3,out of 9,3,out of 10,0.840138,0.871741,0.819268,0.831833,0.919769,0.936349,0.918176,0.914089,0,out of 10,0,out of 9,0,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,NA,NA,NA,NA,NA,NA,NA,NA
2023,050324,SCRIPPS MEMORIAL HOSPITAL LA JOLLA,9888 GENESEE AVENUE,LA JOLLA,CA,92037,SAN DIEGO,0.866548,0.885499,0.869004,0.888097,10,out of 10,9,out of 9,10,out of 10,0.881939,0.906798,0.86642,0.906244,9,out of 10,9,out of 9,9,out of 10,0.840138,0.871741,0.846878,0.838085,0.919769,0.936349,0.927959,0.921424,1,out of 10,0,out of 9,1,out of 10,0.968747,0.97962,0.968696,0.978339,8,out of 10,8,out of 9,8,out of 10,0.027428,0.019779,0.017896,0.017438,10,out of 10,9,out of 9,10,out of 10
2023,050327,LOMA LINDA UNIVERSITY MEDICAL CENTER,11234 ANDERSON ST,LOMA LINDA,CA,92354,SAN BERNARDINO,0.866548,0.885499,0.865043,0.880201,7,out of 10,7,out of 9,7,out of 10,0.881939,0.906798,0.895731,0.889948,3,out of 10,0,out of 9,3,out of 10,0.840138,0.871741,0.840152,0.845301,0.919769,0.936349,0.924501,0.916505,0,out of 10,0,out of 9,0,out of 10,0.968747,0.97962,0.969573,0.974508,5,out of 10,4,out of 9,5,out of 10,0.027428,0.019779,0.03865,0.02077,8,out of 10,9,out of 9,9,out of 10
2023,050329,CORONA REGIONAL MEDICAL CENTER,800 SOUTH MAIN STREET,CORONA,CA,92882,RIVERSIDE,0.866548,0.885499,0.856736,0.884896,9,out of 10,9,out of 9,9,out of 10,0.881939,0.906798,0.903355,0.877069,0,out of 10,0,out of 9,0,out of 10,0.840138,0.871741,0.838788,0.837661,0.919769,0.936349,0.920755,0.920732,1,out of 10,0,out of 9,1,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,0.030052,NA,NA,NA,NA,NA,NA,NA
2023,050334,SALINAS VALLEY MEMORIAL HOSPITAL,450 EAST ROMIE LANE,SALINAS,CA,93901,MONTEREY,0.866548,0.885499,0.870356,0.861536,0,out of 10,0,out of 9,0,out of 10,0.881939,0.906798,0.873679,0.89592,6,out of 10,6,out of 9,6,out of 10,0.840138,0.871741,0.833921,0.838677,0.919769,0.936349,0.912545,0.919273,0,out of 10,2,out of 9,2,out of 10,0.968747,0.97962,0.972881,0.963571,0,out of 10,0,out of 9,0,out of 10,0.027428,0.019779,0.029424,0.02763,0,out of 10,1,out of 9,1,out of 10
2023,050335,ADVENTIST HEALTH SONORA,1000 GREENLEY ROAD,SONORA,CA,95370,TUOLUMNE,0.866548,0.885499,0.862517,0.877959,6,out of 10,6,out of 9,6,out of 10,0.881939,0.906798,0.867074,0.85407,0,out of 10,0,out of 9,0,out of 10,0.840138,0.871741,0.822065,0.832386,0.919769,0.936349,0.905767,0.911171,0,out of 10,1,out of 9,1,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,0.029181,0.031699,0,out of 10,0,out of 9,0,out of 10
2023,050336,ADVENTIST HEALTH LODI MEMORIAL,975 S FAIRMONT AVENUE,LODI,CA,95240,SAN JOAQUIN,0.866548,0.885499,0.877678,0.864702,0,out of 10,0,out of 9,0,out of 10,0.881939,0.906798,0.860768,0.863767,0,out of 10,0,out of 9,0,out of 10,0.840138,0.871741,0.830176,0.84155,0.919769,0.936349,0.888657,0.926434,4,out of 10,7,out of 9,7,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,0.032671,0.025306,3,out of 10,5,out of 9,5,out of 10
2023,050348,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,101 CITY DRIVE SOUTH,ORANGE,CA,92868,ORANGE,0.866548,0.885499,0.85553,0.870875,3,out of 10,5,out of 9,5,out of 10,0.881939,0.906798,0.889885,0.890453,4,out of 10,0,out of 9,4,out of 10,0.840138,0.871741,0.819747,0.833905,0.919769,0.936349,0.928297,0.908073,0,out of 10,0,out of 9,0,out of 10,0.968747,0.97962,0.951102,0.970218,2,out of 10,6,out of 9,6,out of 10,0.027428,0.019779,0.034593,0.035083,0,out of 10,0,out of 9,0,out of 10
2023,050350,BEVERLY HOSPITAL,309 W BEVERLY BLVD,MONTEBELLO,CA,90640,LOS ANGELES,0.866548,0.885499,0.862526,0.869567,2,out of 10,3,out of 9,3,out of 10,0.881939,0.906798,0.908216,0.891526,4,out of 10,0,out of 9,4,out of 10,0.840138,0.871741,0.884311,0.84205700000000006,0.919769,0.936349,0.938598,0.912703,0,out of 10,0,out of 9,0,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,0.025933,0.024429,4,out of 10,2,out of 9,4,out of 10
2023,050351,TORRANCE MEMORIAL MEDICAL CENTER,3330 LOMITA BLVD,TORRANCE,CA,90509,LOS ANGELES,0.866548,0.885499,0.886537,0.872953,4,out of 10,0,out of 9,4,out of 10,0.881939,0.906798,0.897488,0.906801,10,out of 10,9,out of 9,10,out of 10,0.840138,0.871741,0.849546,0.853652,0.919769,0.936349,0.905888,0.918572,0,out of 10,4,out of 9,4,out of 10,0.968747,0.97962,0.972573,0.972479,4,out of 10,0,out of 9,4,out of 10,0.027428,0.019779,0.031789,0.016683,10,out of 10,9,out of 9,10,out of 10
2023,050352,BARTON MEMORIAL HOSPITAL,2170 SOUTH AVENUE,SOUTH LAKE TAHOE,CA,96150,EL DORADO,0.866548,0.885499,NA,NA,NA,NA,NA,NA,NA,NA,0.881939,0.906798,0.878453,0.865812,0,out of 10,0,out of 9,0,out of 10,0.840138,0.871741,0.860301,0.83478,0.919769,0.936349,0.903751,0.912133,0,out of 10,2,out of 9,2,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,0.032228,0.02002,9,out of 10,9,out of 9,9,out of 10
2023,050353,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE,4101 TORRANCE BLVD,TORRANCE,CA,90503,LOS ANGELES,0.866548,0.885499,0.886541,0.878293,6,out of 10,0,out of 9,6,out of 10,0.881939,0.906798,0.904063,0.86953,0,out of 10,0,out of 9,0,out of 10,0.840138,0.871741,0.855685,0.818038,0.919769,0.936349,0.91781,0.911274,0,out of 10,0,out of 9,0,out of 10,0.968747,0.97962,0.977268,0.977842,8,out of 10,2,out of 9,8,out of 10,0.027428,0.019779,0.032523,0.020777,8,out of 10,9,out of 9,9,out of 10
2023,050357,GOLETA VALLEY COTTAGE HOSPITAL,351 S PATTERSON AVE,SANTA BARBARA,CA,93111,SANTA BARBARA,0.866548,0.885499,NA,NA,NA,NA,NA,NA,NA,NA,0.881939,0.906798,0.873878,NA,NA,NA,NA,NA,NA,NA,0.840138,0.871741,0.84744,0.821027,0.919769,0.936349,NA,NA,NA,NA,NA,NA,NA,NA,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,0.018542,0.022042,7,out of 10,0,out of 9,7,out of 10
